Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
High Marks Barn,22/08/2016,30,C2,,20160823_042704.wav,0,0,2.136,0_20160823_042704_000,23/08/2016,04:27:04,4,16:27:04,16,RHFE,6,6,0.574111,,6,81.786,6.52,4.42,85.467,78.053,81.936,21.317,82.353,1.652,-172.258,3.061,2.75,1,RHFE
High Marks Barn,22/08/2016,35,D1,,20160822_224820.wav,0,0,2.163,0_20160822_224820_000,22/08/2016,22:48:20,22,10:48:20,10,RHFE,5,5,0.712932,,5,81.836,58.89,9.665,84.671,79.271,82.439,40.02,82.483,1.333,-278.914,9.314,2.93,1,RHFE
High Marks Barn,22/08/2016,35,D1,,20160822_210952.wav,0,0,2.276,0_20160822_210952_000,22/08/2016,21:09:52,21,09:09:52,9,RHFE,7,7,0.601106,,8,81.398,75.42,10.749,84.784,77.796,81.978,54.507,82.062,1.867,-170.797,9.259,7.38,1,RHFE
High Marks Barn,22/08/2016,35,D1,,20160822_210929.wav,0,0,3.927,0_20160822_210929_000,22/08/2016,21:09:29,21,09:09:29,9,RHFE,22,21,0.446382,PINA,24,81.044,4.86,6.511,83.849,78.268,81.078,67.602,81.265,1.929,-0.471,4.817,10.01,1,RHFE
High Marks Barn,22/08/2016,35,D1,,20160822_210332.wav,0,0,2.111,0_20160822_210332_000,22/08/2016,21:03:32,21,09:03:32,9,RHFE,7,7,0.686671,,7,82.012,0.5,13.639,83.877,80.252,82.112,109.328,82.255,0.777,-49.204,11.543,8.78,1,RHFE
High Marks Barn,22/08/2016,35,D1,,20160822_230522.wav,0,0,4.849,0_20160822_230522_000,22/08/2016,23:05:22,23,11:05:22,11,RHFE,2,2,0.353805,,3,82.766,0.81,11.523,84.875,78.521,83.001,45.34,83.073,6.371,913.354,10.573,1.12,1,RHFE
High Marks Barn,22/08/2016,35,D1,,20160822_230751.wav,0,0,3.243,0_20160822_230751_000,22/08/2016,23:07:51,23,11:07:51,11,RHFE,9,9,0.560265,,11,81.735,-12.4,6.541,85.856,78.247,81.872,34.936,81.806,3.599,-272.322,5.88,4.82,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_210445.wav,0,0,2.055,0_20160822_210445_000,22/08/2016,21:04:45,21,09:04:45,9,RHFE,6,5,0.330476,PINA,6,75.119,3.34,5.42,77.075,71.714,74.767,19.703,74.575,1.62,44.379,4.459,1.6,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_214048.wav,0,0,2.421,0_20160822_214048_000,22/08/2016,21:40:48,21,09:40:48,9,RHFE,3,3,0.43543,,4,81.259,97.02,3.504,83.824,79.631,82.207,24.998,83.139,1.54,-20.937,2.639,1.17,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_220324.wav,0,0,2.495,0_20160822_220324_000,22/08/2016,22:03:24,22,10:03:24,10,RHFE,6,5,0.364707,MYBE,6,82.102,54.36,3.438,85.428,78.24,82.443,29.304,83.345,1.07,80.172,2.825,2.33,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_220519.wav,0,0,5.128,0_20160822_220519_000,22/08/2016,22:05:19,22,10:05:19,10,RHFE,7,7,0.535165,,7,83.127,-24.15,3.815,85.272,80.293,82.495,22.043,82.488,1.724,-317.134,3.523,2.21,1,RHFE PIPI
High Marks Barn,22/08/2016,54,D2,,20160822_204927.wav,0,0,4.14,0_20160822_204927_000,22/08/2016,20:49:27,20,08:49:27,8,RHFE,5,4,0.283798,NYNO,7,71.701,35.73,3.333,74.073,70.123,72.46,359.515,72.544,0.976,292.475,2.425,2.25,1,RHFE NYNO
High Marks Barn,22/08/2016,54,D2,,20160822_221301.wav,0,0,3.169,0_20160822_221301_000,22/08/2016,22:13:01,22,10:13:01,10,RHFE,4,3,0.232483,PINA,4,70.63,0.12,3.949,72.706,69.059,70.732,18.23,70.969,0.367,-180.688,3.653,1.14,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_223856.wav,0,0,2.205,0_20160822_223856_000,22/08/2016,22:38:56,22,10:38:56,10,RHFE,12,12,0.713356,,12,81.854,2.51,5.528,84.8,79.197,81.932,16.951,82.092,1.435,348.495,4.69,2.17,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_205607.wav,0,0,6.017,0_20160822_205607_000,22/08/2016,20:56:07,20,08:56:07,8,RHFE,7,6,0.240947,NYNO,7,73.383,-18.95,2.864,75.59,71.925,72.906,182.064,73.149,1.367,619.419,2.383,5.11,1,RHFE NYNO NYNO
High Marks Barn,22/08/2016,54,D2,,20160822_204503.wav,0,0,3.892,0_20160822_204503_000,22/08/2016,20:45:03,20,08:45:03,8,RHFE,9,9,0.683533,,9,82.495,-5.93,5.431,85.108,78.624,82.086,14.821,82.226,2.195,240.585,4.649,2.91,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160823_053632.wav,0,0,3.187,0_20160823_053632_000,23/08/2016,05:36:32,5,17:36:32,17,RHFE,8,8,0.660611,,8,82.292,0.64,4.585,85.658,77.68,82.024,15.836,82.296,1.27,181.404,3.087,2.64,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_213023.wav,0,0,3.937,0_20160822_213023_000,22/08/2016,21:30:23,21,09:30:23,9,RHFE,8,7,0.512274,MYBE,9,81.299,-2.73,4.05,84.509,79.118,81.313,23.83,81.565,0.476,116.116,3.167,2.7,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_204214.wav,0,0,2.088,0_20160822_204214_000,22/08/2016,20:42:14,20,08:42:14,8,RHFE,4,4,0.71553,,4,79.852,3.13,5.389,81.907,78.681,80.235,32.308,80.237,0.58,446.354,5.062,1.76,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_212928.wav,0,0,3.275,0_20160822_212928_000,22/08/2016,21:29:28,21,09:29:28,9,RHFE,9,9,0.667469,,10,82.33,-7.2,4.069,85.193,78.843,82.092,18.999,82.075,1.227,164.761,2.9,2.44,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_203917.wav,0,0,2.1,0_20160822_203917_000,22/08/2016,20:39:17,20,08:39:17,8,RHFE,5,5,0.572322,,5,80.528,-11.74,3.846,82.518,77.542,80.562,27.302,80.679,1.715,-455.26,3.657,1.72,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160822_203846.wav,0,0,2.127,0_20160822_203846_000,22/08/2016,20:38:46,20,08:38:46,8,RHFE,8,8,0.690652,,8,81.343,8.58,4.369,84.544,78.581,81.301,17.512,81.472,1.131,48.247,3.816,2.83,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160823_044041.wav,0,0,2.957,0_20160823_044041_000,23/08/2016,04:40:41,4,16:40:41,16,RHFE,5,5,0.73568,,5,81.646,-1.44,3.317,84.081,80.345,81.761,24.442,81.816,0.089,103.705,2.82,1.68,1,RHFE MYO
High Marks Barn,22/08/2016,54,D2,,20160822_203446.wav,0,0,3.673,0_20160822_203446_000,22/08/2016,20:34:46,20,08:34:46,8,RHFE,7,7,0.62001,,8,78.89,-16.2,3.268,80.982,75.324,78.278,15.19,78.469,1.128,115.445,2.783,2.8,1,RHFE
High Marks Barn,22/08/2016,54,D2,,20160823_054655.wav,0,0,5.917,0_20160823_054655_000,23/08/2016,05:46:55,5,17:46:55,17,RHFE,16,15,0.5524,MYBE,19,81.945,-1.71,4.289,85.157,78.502,82.065,177.876,82.087,1.593,208.021,3.218,5.03,1,RHFE RHFE PIPI
High Marks Barn,22/08/2016,17,E1,,20160823_015547.wav,0,0,4.537,0_20160823_015547_000,23/08/2016,01:55:47,1,13:55:47,13,NoID,2,0,0,RHFE,2,65.366,-23.31,8.427,70.282,64.272,66.242,2359.623,65.283,0.809,269.995,7.986,3.07,1,RHFE PIPI
High Marks Barn,22/08/2016,17,E1,,20160824_003250.wav,0,0,2.061,0_20160824_003250_000,24/08/2016,00:32:50,0,12:32:50,12,RHFE,2,2,0.759582,,2,81.65,-1.74,3.545,83.389,80.816,81.805,54.312,81.224,0.098,174.688,3.545,0.95,1,RHFE
High Marks Barn,22/08/2016,17,E1,,20160823_211642.wav,0,0,2.035,0_20160823_211642_000,23/08/2016,21:16:42,21,09:16:42,9,RHFE,3,2,0.250437,MYBE,3,80.432,133.32,9.732,83.949,79.604,81.563,31.151,81.633,1.262,-141.419,9.502,3.31,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_045627.wav,0,0,2.073,0_20160825_045627_000,25/08/2016,04:56:27,4,16:56:27,16,PINA,11,7,0.081571,RHFE;PIPI,12,51.73,-1.02,4.31,52.799,50.601,51.702,40.337,51.764,1.634,207.692,3.276,4.92,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160824_205050.wav,0,0,6.799,0_20160824_205050_000,24/08/2016,20:50:50,20,08:50:50,8,PIPI,25,18,0.16187,MYBR;PINA,25,43.748,10.14,2.603,51.231,42.736,45.214,204.523,44.067,1.242,310.141,2.131,8.7,1,RHFE PIPI
High Marks Barn,22/08/2016,29,E2,,20160824_204753.wav,0,0,18.908,0_20160824_204753_000,24/08/2016,20:47:53,20,08:47:53,8,PIPI,95,69,0.174291,PINA;BABA;MYBR;MYDAU;MYBE;RHFE;PIPY,100,49.272,17.42,3.2,55.279,48.241,50.629,157.911,49.869,1.379,239.327,2.68,37.49,1,RHFE RHFE PIPI
High Marks Barn,22/08/2016,29,E2,,20160824_204604.wav,0,0,4.059,0_20160824_204604_000,24/08/2016,20:46:04,20,08:46:04,8,PIPI,6,5,0.355111,MYBR,6,47.449,-10.64,2.952,59.681,46.409,50.268,521.191,47.682,1.414,351.868,2.16,1.89,1,RHFE PIPI
High Marks Barn,22/08/2016,29,E2,,20160824_204419.wav,0,0,11.911,0_20160824_204419_000,24/08/2016,20:44:19,20,08:44:19,8,PIPI,59,48,0.200771,PINA;MYBR;RHFE,60,45.289,12.91,2.818,50.41,44.524,46.529,167.947,45.842,1.252,152.85,2.266,21.31,1,RHFE PIPI
High Marks Barn,22/08/2016,29,E2,,20160824_203936.wav,0,0,12.111,0_20160824_203936_000,24/08/2016,20:39:36,20,08:39:36,8,PIPI,60,37,0.095235,PINA;MYBR;RHFE,60,49.587,17.25,3.91,53.364,47.767,50.218,168.779,50.028,1.643,187.991,3.259,23.56,1,RHFE PIPI
High Marks Barn,22/08/2016,29,E2,,20160824_212847.wav,0,0,2.263,0_20160824_212847_000,24/08/2016,21:28:47,21,09:28:47,9,RHFE,9,6,0.167673,PINA;PIPI,12,65.052,23.62,8.592,67.006,61.995,65.242,34.347,65.249,1.912,66.379,6.729,7,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160824_213032.wav,0,0,2.535,0_20160824_213032_000,24/08/2016,21:30:32,21,09:30:32,9,RHFE,13,9,0.150911,PINA;PIPI,15,70.877,17.18,7.761,73.108,67.326,71.137,32.842,71.254,3.247,41.58,6.244,6.68,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_010530.wav,0,0,2.231,0_20160825_010530_000,25/08/2016,01:05:30,1,13:05:30,13,RHFE,5,5,0.746336,,5,80.98,-6.39,7.28,82.15,77.079,80.843,64.645,81.005,3.601,314.252,6.351,4.06,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_010958.wav,0,0,2.024,0_20160825_010958_000,25/08/2016,01:09:58,1,13:09:58,13,RHFE,2,2,0.762546,,2,82.483,-2.02,12.933,83.333,81.224,82.193,100.91,82.058,0.048,152.556,12.908,1.46,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160826_043805.wav,0,0,2.013,0_20160826_043805_000,26/08/2016,04:38:05,4,16:38:05,16,RHFE,7,7,0.733635,,7,80.718,1.31,10.149,82.665,78.13,80.818,63.696,80.947,1.961,-3.102,9.138,5.09,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160826_021049.wav,0,0,2.159,0_20160826_021049_000,26/08/2016,02:10:49,2,14:10:49,14,RHFE,8,8,0.63962,,10,81.646,17.72,8.074,84.165,80.264,82.313,134.209,82.405,1.879,133.81,7.468,5.17,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_043600.wav,0,0,2.177,0_20160825_043600_000,25/08/2016,04:36:00,4,16:36:00,16,RHFE,4,4,0.629228,,4,82.27,-1.18,12.998,84.026,80.824,82.575,56.751,82.483,0.461,-155.638,12.911,5.63,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_045700.wav,0,0,2.316,0_20160825_045700_000,25/08/2016,04:57:00,4,16:57:00,16,RHFE,12,12,0.626473,,13,81.777,28.14,9.448,85.334,76.501,81.759,30.079,81.975,4.451,-7.774,8.142,2.99,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_050146.wav,0,0,2.024,0_20160825_050146_000,25/08/2016,05:01:46,5,17:01:46,17,RHFE,5,5,0.723522,,5,81.81,5.84,8.837,84.283,78.704,82.052,39.221,82.49,1.132,157.482,8.33,3.06,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_204058.wav,0,0,2.304,0_20160825_204058_000,25/08/2016,20:40:58,20,08:40:58,8,RHFE,9,8,0.34992,PINA,12,78.136,22.69,9.265,81.426,73.887,78.275,29.54,78.564,3.636,51.939,7.192,6.21,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_204136.wav,0,0,2.233,0_20160825_204136_000,25/08/2016,20:41:36,20,08:41:36,8,RHFE,9,9,0.592502,,10,81.591,-3.7,11.686,85.425,75.589,81.16,32.569,81.411,2.996,83.57,8.811,5.78,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_204344.wav,0,0,2.584,0_20160825_204344_000,25/08/2016,20:43:44,20,08:43:44,8,RHFE,19,18,0.487378,PINA,24,79.775,26.71,10.479,83.003,74.896,79.923,55.169,80.597,3.74,-29.32,7.475,17.29,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_204545.wav,0,0,2.269,0_20160825_204545_000,25/08/2016,20:45:45,20,08:45:45,8,RHFE,8,8,0.587838,,9,82.873,1.73,12.792,86.113,76.036,82.35,32.782,82.959,3.499,172.172,10.972,4.89,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160825_204659.wav,0,0,2.239,0_20160825_204659_000,25/08/2016,20:46:59,20,08:46:59,8,RHFE,8,8,0.607213,,8,82.173,-1.52,6.04,85.401,78.21,81.836,39.198,81.871,1.617,-247.677,4.667,3.88,1,RHFE
High Marks Barn,22/08/2016,29,E2,,20160826_005817.wav,0,0,5.088,0_20160826_005817_000,26/08/2016,00:58:17,0,12:58:17,12,RHFE,17,10,0.075187,PIPI;MYBR,19,66.591,4.71,6.082,69.22,62.381,66.397,131.331,66.621,2.516,119.474,4.515,5.79,1,RHFE PIPI
High Marks Barn,22/08/2016,29,E2,,20160826_044129.wav,0,0,2.553,0_20160826_044129_000,26/08/2016,04:41:29,4,16:41:29,16,RHFE,9,9,0.657097,,13,80.806,23.29,14.953,83.358,74.833,80.897,49.968,81.274,6.683,-81.95,12.513,5.63,1,RHFE
High Marks Barn,22/08/2016,11,F1,,20160825_220300.wav,0,0,2.012,0_20160825_220300_000,25/08/2016,22:03:00,22,10:03:00,10,RHFE,2,2,0.763614,,2,82.058,3.32,9.528,83.333,81.224,82.091,108.926,82.483,0.122,304.328,9.504,1.26,1,RHFE
High Marks Barn,22/08/2016,11,F1,,20160824_034356.wav,0,0,2.287,0_20160824_034356_000,24/08/2016,03:43:56,3,15:43:56,15,RHFE,6,6,0.573574,,6,81.916,8.37,12.057,85.656,78.811,82.083,55.381,82.495,1.25,-291.284,7.149,3.81,1,RHFE
High Marks Barn,22/08/2016,11,F1,,20160830_031503.wav,0,0,2.271,0_20160830_031503_000,30/08/2016,03:15:03,3,15:15:03,15,RHFE,8,8,0.751783,,8,81.131,10.39,7.285,83.259,79.061,81.2,72.714,81.441,1.297,-239.455,6.386,4.59,1,RHFE
High Marks Barn,22/08/2016,55,F2,,20160822_221827.wav,0,0,52.788,0_20160822_221827_000,22/08/2016,22:18:27,22,10:18:27,10,MYBR,106,33,0.071335,MYDAU;PIPI;PIPY;MYNA;MYBE;BABA;RHFE,122,49.297,86.51,2.553,63.943,45.554,52.492,421.114,52.129,1.132,204.994,1.96,59.78,1,MYO PIPI MYO PIPI MYO MYO PIPI PIPI MYO MYO RHFE PIPI PIPY MYO PIPI MYO
High Marks Barn,22/08/2016,55,F2,,20160822_213814.wav,0,0,19.695,0_20160822_213814_000,22/08/2016,21:38:14,21,09:38:14,9,PIPI,19,11,0.102042,PIPY;MYBR;RHFE;MYBE;MYDAU,24,52.916,34.24,2.464,59.77,51.542,54.24,743.061,53.702,1.069,290.162,1.814,13.84,1,MYO PIPI MYO PIPI MYO MYO PIPI RHFE MYO RHFE
High Marks Barn,22/08/2016,55,F2,,20160822_214530.wav,0,0,73.057,0_20160822_214530_000,22/08/2016,21:45:30,21,09:45:30,9,PIPI,67,36,0.128055,MYBR;BABA;PIPY;MYBE;MYNA,74,50.191,-8.36,2.456,59.708,47.332,51.52,974.873,50.868,1.119,167.5,1.848,36.45,1,MYO PIPI MYO PIPI MYO PIPI MYO PIPI MYO PIPI RHFE PIPI MYO PIPI MYO PIPI MYO PIPI MYO PIPI MYO PIPI MYO PIPI NYNO MYO PIPI MYO
High Marks Barn,22/08/2016,55,F2,,20160822_205234.wav,0,0,66.032,0_20160822_205234_000,22/08/2016,20:52:34,20,08:52:34,8,PIPI,82,31,0.045911,PIPY;MYBR;RHFE;BABA;NYNO;MYDAU;MYBE;NYLE,94,49.95,22.75,3.011,57.887,47.401,51.377,680.345,50.572,1.329,164.871,2.259,47.71,1,MYO NYNO PIPI MYO MYO PIPI MYO PIPI MYO PIPI PIPI MYO MYO PIPI MYO PIPI MYO PIPI RHFE MYO RHFE PIPI MYO PIPI RHFE MYO
High Marks Barn,22/08/2016,55,F2,,20160822_205848.wav,0,0,4.911,0_20160822_205848_000,22/08/2016,20:58:48,20,08:58:48,8,PIPI,6,3,0.13113,MYBR;PIPY,6,49.365,67.47,2.818,71.449,45.99,53.998,776.856,51.058,1.552,537.617,2.21,2.75,1,MYO RHFE PIPI
High Marks Barn,22/08/2016,34,G2,,20160824_012647.wav,0,0,2.091,0_20160824_012647_000,24/08/2016,01:26:47,1,13:26:47,13,RHFE,2,2,0.787719,,2,81.65,0.17,17.487,82.483,76.802,81.568,70.338,81.65,1.988,306.643,13.995,0.61,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160824_011839.wav,0,0,2.113,0_20160824_011839_000,24/08/2016,01:18:39,1,13:18:39,13,RHFE,2,2,0.582542,,3,81.916,6.53,8.44,85.933,79.567,82.078,49.791,82.483,6.228,202.363,7.723,0.7,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160822_234909.wav,0,0,2.193,0_20160822_234909_000,22/08/2016,23:49:09,23,11:49:09,11,RHFE,5,5,0.64175,,5,82.689,-11.39,9.359,85.811,79.465,82.335,44.958,81.823,2.361,92.768,7.339,1.3,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160823_035843.wav,0,0,2.02,0_20160823_035843_000,23/08/2016,03:58:43,3,15:58:43,15,RHFE,5,5,0.626763,,6,81.683,35.25,15.584,85.044,78.681,82.684,49.117,83.198,1.861,87.359,13.528,4.76,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160823_043631.wav,0,0,2.295,0_20160823_043631_000,23/08/2016,04:36:31,4,16:36:31,16,RHFE,6,6,0.646058,,7,82.4,0.58,14.944,85.318,78.868,82.35,77.745,82.63,3.85,-102.549,12.644,3.48,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160823_204741.wav,0,0,2.076,0_20160823_204741_000,23/08/2016,20:47:41,20,08:47:41,8,RHFE,2,2,0.728802,,2,82.908,0,7.35,83.795,81.224,82.723,63.616,82.908,2.028,306.771,7.35,0.59,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160823_210707.wav,0,0,2.297,0_20160823_210707_000,23/08/2016,21:07:07,21,09:07:07,9,RHFE,6,6,0.443206,,8,83.892,-3.04,13.272,86.348,79.478,83.456,59.808,83.249,4.964,-202.614,12.032,4.94,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160823_210716.wav,0,0,2.525,0_20160823_210716_000,23/08/2016,21:07:16,21,09:07:16,9,RHFE,8,8,0.556775,,10,82.483,-0.45,15.224,85.383,76.681,82.469,55.808,82.497,5.78,-76.246,14.25,6,1,RHFE
High Marks Barn,22/08/2016,34,G2,,20160823_213819.wav,0,0,2.252,0_20160823_213819_000,23/08/2016,21:38:19,21,09:38:19,9,RHFE,10,10,0.680062,,12,81.873,-1.62,13.61,84.633,76.172,81.779,42.481,81.93,6.053,-185.886,12.452,3.94,1,RHFE
High Marks Barn,22/08/2016,69,H1,,20160822_221806.wav,0,0,6.761,0_20160822_221806_000,22/08/2016,22:18:06,22,10:18:06,10,RHFE,14,14,0.629072,,15,82.061,24.88,3.976,84.428,78.959,82.575,105.477,82.717,1.276,93.545,2.815,5.54,1,NYCT RHFE
High Marks Barn,22/08/2016,69,H1,,20160822_213537.wav,0,0,9.899,0_20160822_213537_000,22/08/2016,21:35:37,21,09:35:37,9,RHFE,3,3,0.343393,,3,83.345,-8.22,2.49,86.086,80.606,83.003,29.966,82.766,0.898,72.953,2.102,1.27,1,NYCT RHFE
High Marks Barn,22/08/2016,69,H1,,20160822_212226.wav,0,0,16.124,0_20160822_212226_000,22/08/2016,21:22:26,21,09:22:26,9,RHFE,4,3,0.179625,EPSE,4,67.753,-8.85,5.946,71.864,66.435,68.593,2994.447,68.122,3.507,82.586,5.263,1.33,1,NYCT NYCT PIPI RHFE NYCT
High Marks Barn,22/08/2016,16,I1,,20160823_215120.wav,0,0,4.032,0_20160823_215120_000,23/08/2016,21:51:20,21,09:51:20,9,PINA,27,17,0.083447,RHFE;BABA;PIPI;MYBR,28,53.604,-6.88,3.198,54.805,52.668,53.442,122.652,53.446,0.573,52.869,2.633,14.31,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_215159.wav,0,0,3.412,0_20160823_215159_000,23/08/2016,21:51:59,21,09:51:59,9,PINA,23,11,0.042289,RHFE;PIPI;MYBE,23,61.176,14.05,2.956,62.948,59.968,61.26,63.852,61.316,0.63,10.743,2.388,8.06,1,RHFE RHFE
High Marks Barn,22/08/2016,16,I1,,20160824_212007.wav,0,0,2.091,0_20160824_212007_000,24/08/2016,21:20:07,21,09:20:07,9,RHFE,11,11,0.553977,,12,82.008,-26.46,3.706,84.561,79.268,81.593,47.866,81.372,0.456,-187.433,3.088,4.45,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_220934.wav,0,0,2.065,0_20160823_220934_000,23/08/2016,22:09:34,22,10:09:34,10,RHFE,2,2,0.531977,,2,82.908,-6.24,21.814,84.22,80.816,83.112,59.614,82.908,0.674,6.524,21.765,3.79,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_215609.wav,0,0,4.06,0_20160823_215609_000,23/08/2016,21:56:09,21,09:56:09,9,RHFE,6,6,0.654252,,6,82.92,-2.83,3.5,85.448,81.235,82.496,434.631,82.2,0.655,185.649,2.915,2.6,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_215418.wav,0,0,3.409,0_20160823_215418_000,23/08/2016,21:54:18,21,09:54:18,9,RHFE,7,7,0.727296,,7,82.012,10.39,2.668,83.855,79.05,82.243,381.338,82.615,0.451,129.934,2.098,2.28,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160825_041745.wav,0,0,2.137,0_20160825_041745_000,25/08/2016,04:17:45,4,16:17:45,16,RHFE,7,7,0.564698,,7,82.245,15.77,8.67,84.126,80.33,82.499,22.195,82.726,1.188,206.46,8.082,2.75,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160824_204627.wav,0,0,2.213,0_20160824_204627_000,24/08/2016,20:46:27,20,08:46:27,8,RHFE,13,13,0.612402,,14,83.432,-12.98,4.753,85.629,79.68,82.945,20.782,83.121,1.866,115.699,4.046,6.71,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_215037.wav,0,0,4.528,0_20160823_215037_000,23/08/2016,21:50:37,21,09:50:37,9,RHFE,21,19,0.444594,PINA,21,78.576,0.85,4.308,80.617,76.336,78.578,177.18,78.52,0.844,114.935,3.731,10.16,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_214945.wav,0,0,3.063,0_20160823_214945_000,23/08/2016,21:49:45,21,09:49:45,9,RHFE,21,18,0.319841,PINA,23,76.856,21.28,3.04,79.45,74.866,76.976,136.645,76.999,0.789,80.79,2.361,7.73,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160825_223922.wav,0,0,2.107,0_20160825_223922_000,25/08/2016,22:39:22,22,10:39:22,10,RHFE,8,8,0.667399,,8,82.492,-4.3,5.483,84.632,79.089,82.22,20.13,82.398,1.276,326.918,4.956,4.46,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_212848.wav,0,0,4.025,0_20160823_212848_000,23/08/2016,21:28:48,21,09:28:48,9,RHFE,5,5,0.547051,,6,82.778,-4.34,3.882,84.911,77.557,82.476,18.99,82.489,0.516,-996.689,2.911,2.75,1,RHFE PIPI
High Marks Barn,22/08/2016,16,I1,,20160823_211008.wav,0,0,2.424,0_20160823_211008_000,23/08/2016,21:10:08,21,09:10:08,9,RHFE,17,12,0.145025,PINA;MYBR,18,71.433,15.44,3.3,73.395,69.378,71.326,25.614,71.475,1.095,135.179,2.685,5.72,1,RHFE
High Marks Barn,22/08/2016,16,I1,,20160823_210120.wav,0,0,2.011,0_20160823_210120_000,23/08/2016,21:01:20,21,09:01:20,9,RHFE,2,2,0.727082,,3,83.345,-54.08,4.687,83.629,81.644,82.311,51.128,81.927,0.375,-85.392,4.409,1.56,1,RHFE
High Marks Barn,22/08/2016,66,I2,,20160824_025249.wav,0,0,2.077,0_20160824_025249_000,24/08/2016,02:52:49,2,14:52:49,14,RHFE,3,3,0.408214,,3,82.803,-5.24,18.211,85.159,76.58,82.498,67.136,82.779,3.257,-1316.057,17.245,2.78,1,RHFE
High Marks Barn,22/08/2016,9,J2,,20160825_023720.wav,0,0,2.092,0_20160825_023720_000,25/08/2016,02:37:20,2,14:37:20,14,RHFE,4,4,0.548457,,4,82.483,0.92,23.337,85.861,78.206,81.886,44.372,82.058,3.904,293.298,20.194,5.44,1,RHFE
High Marks Barn,22/08/2016,9,J2,,20160826_211202.wav,0,0,2.179,0_20160826_211202_000,26/08/2016,21:12:02,21,09:12:02,9,RHFE,4,4,0.700415,,5,81.839,-23.31,9.89,84.871,79.054,81.545,41.233,81.476,2.581,149.316,7.047,2.86,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160827_050917.wav,0,0,2.101,0_20160827_050917_000,27/08/2016,05:09:17,5,17:09:17,17,RHFE,7,7,0.721091,,7,82.123,-1.64,5.213,84.656,78.498,82.273,316.222,82.497,1.701,-51.706,4.038,2.7,1,RHFE RHFE
High Marks Barn,22/08/2016,67,K1,,20160827_050737.wav,0,0,2.008,0_20160827_050737_000,27/08/2016,05:07:37,5,17:07:37,17,RHFE,2,2,0.724043,,2,82.518,3.18,11.426,84.22,80.816,82.671,51.585,83.333,0.048,-308.269,11.037,1.93,1,RHFE
High Marks Barn,22/08/2016,67,K1,,20160827_050657.wav,0,0,2.111,0_20160827_050657_000,27/08/2016,05:06:57,5,17:06:57,17,RHFE,5,5,0.684006,,5,82.313,0.55,7.954,85.395,79.154,82.308,26.621,82.313,1.322,134.764,7.636,2.21,1,RHFE
