Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
High Marks Barn,22/08/2016,42,P1,,20160822_204743.wav,0,0,2.087,0_20160822_204743_000,22/08/2016,20:47:43,20,08:47:43,8,RHFE,5,4,0.289257,PINA,5,73.071,6.34,4.187,74.662,70.479,72.81,15.829,73.254,1.829,-221.983,3.276,1.78,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_204748.wav,0,0,2.124,0_20160823_204748_000,23/08/2016,20:47:48,20,08:47:48,8,RHFE,8,6,0.195027,PINA,8,72.022,4.6,7.288,74.308,65.776,71.668,15.789,72.336,1.437,56.467,6.611,5.33,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_204810.wav,0,0,7.747,0_20160822_204810_000,22/08/2016,20:48:10,20,08:48:10,8,RHFE,28,27,0.581847,MYBE,29,81.027,7.79,6.348,84.411,77.905,81.084,205.068,81.374,1.486,130.451,4.946,11.94,1,RHFE RHFE RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_205027.wav,0,0,5.277,0_20160824_205027_000,24/08/2016,20:50:27,20,08:50:27,8,PINA,22,12,0.056502,RHFE;PIPI,23,58.927,5.78,4.238,60.681,57.258,59.209,55.519,59.178,1.267,-22.431,3.039,7.92,1,NYCT RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_205155.wav,0,0,2.017,0_20160822_205155_000,22/08/2016,20:51:55,20,08:51:55,8,RHFE,2,2,0.761936,,2,81.65,6.27,6.936,82.908,81.242,82.219,63.648,82.483,0.049,226.117,6.912,1.21,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_205233.wav,0,0,2.037,0_20160823_205233_000,23/08/2016,20:52:33,20,08:52:33,8,RHFE,4,4,0.597957,,5,73.621,-13.47,11.011,76.236,72.078,73.819,24.559,73.894,1.145,316.363,9.657,4.94,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_205249.wav,0,0,3.929,0_20160822_205249_000,22/08/2016,20:52:49,20,08:52:49,8,RHFE,12,9,0.170924,PIPI;MYBR,13,73.618,51.91,4.664,78.175,70.851,74.427,261.504,74.688,2.674,215.778,4.159,3.63,1,RHFE PIPI RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_205531.wav,0,0,3.128,0_20160824_205531_000,24/08/2016,20:55:31,20,08:55:31,8,PINA,8,4,0.057275,RHFE;PIPI,8,57.017,27.41,4.418,58.862,55.746,57.364,160.833,57.685,2.143,15.049,3.591,2.97,1,RHFE PIPI
High Marks Barn,22/08/2016,42,P1,,20160822_205554.wav,0,0,2.295,0_20160822_205554_000,22/08/2016,20:55:54,20,08:55:54,8,RHFE,6,6,0.613614,,7,83.228,-15.71,5.329,86.36,81.535,82.995,90.013,83.217,1.913,157.118,4.661,2.44,1,MYO RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_205621.wav,0,0,2.061,0_20160823_205621_000,23/08/2016,20:56:21,20,08:56:21,8,RHFE,5,3,0.09851,PINA,6,61.83,25.22,4.545,63.397,58.384,61.738,26.6,61.76,0.89,115.659,3.89,3.1,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160822_205621.wav,0,0,3.695,0_20160822_205621_000,22/08/2016,20:56:21,20,08:56:21,8,RHFE,7,7,0.709588,,8,81.649,1.56,9.921,83.699,77.552,81.637,23.916,81.871,0.971,221.876,8.691,7.44,1,RHFE NYCT NYCT
High Marks Barn,22/08/2016,42,P1,,20160822_205659.wav,0,0,2.013,0_20160822_205659_000,22/08/2016,20:56:59,20,08:56:59,8,RHFE,4,4,0.726002,,4,81.862,8.1,3.93,83.62,79.32,81.572,35.879,81.862,0.872,95.437,3.549,1.62,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_210052.wav,0,0,3.815,0_20160823_210052_000,23/08/2016,21:00:52,21,09:00:52,9,RHFE,11,10,0.61516,RHFE;RHHI,12,77.179,41.23,4.536,79.823,74.854,77.541,125.878,77.667,1.585,100.549,4.119,3.29,1,RHFE NYCT
High Marks Barn,22/08/2016,42,P1,,20160823_210143.wav,0,0,2.068,0_20160823_210143_000,23/08/2016,21:01:43,21,09:01:43,9,RHFE,4,3,0.219416,PINA,4,71.88,-4.87,3.954,73.578,70.476,71.458,40.759,71.542,0.356,55.343,3.44,1.84,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_211011.wav,0,0,2.089,0_20160823_211011_000,23/08/2016,21:10:11,21,09:10:11,9,RHFE,6,6,0.61516,,7,82.995,-14.33,11.295,85.525,79.416,82.652,24.376,82.974,2.266,250.67,10.306,5.05,1,RHFE RHFE
High Marks Barn,22/08/2016,42,P1,,20160824_211807.wav,0,0,2.057,0_20160824_211807_000,24/08/2016,21:18:07,21,09:18:07,9,RHFE,3,3,0.619722,,4,81.233,0.95,13.86,83.158,75.63,81.539,42.976,81.658,0.33,214.734,11.411,4.89,1,RHFE
High Marks Barn,22/08/2016,42,P1,,20160823_212256.wav,0,0,2.093,0_20160823_212256_000,23/08/2016,21:22:56,21,09:22:56,9,PINA,7,4,0.067114,RHFE,9,54.611,10.29,7.11,56.418,53.395,54.547,16.341,54.346,1.247,29.44,5.83,2.76,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_032457.wav,0,0,2.053,0_20160823_032457_000,23/08/2016,03:24:57,3,15:24:57,15,PINA,4,3,0.119814,RHFE,4,51.257,12.62,11.594,52.647,49.924,51.649,26.956,51.816,3.383,1.271,10.262,4.31,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160822_210727.wav,0,0,2.107,0_20160822_210727_000,22/08/2016,21:07:27,21,09:07:27,9,PINA,5,3,0.062798,RHFE,6,61.674,25.9,10.893,63.485,60.097,62.014,23.932,61.725,1.074,173.54,9.926,3.35,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160824_035558.wav,0,0,2.093,0_20160824_035558_000,24/08/2016,03:55:58,3,15:55:58,15,PINA,6,3,0.056964,RHFE;PIPI,6,54.676,2.64,8.607,56.526,52.511,54.64,23.301,54.958,1.391,-35.662,7.658,3.03,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_042218.wav,0,0,2.177,0_20160823_042218_000,23/08/2016,04:22:18,4,16:22:18,16,PINA,5,3,0.09808,PIPI;RHFE,7,53.268,4.5,3.843,55.524,52.089,53.586,28.374,53.679,0.995,-365.812,3.529,2.95,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_050237.wav,0,0,2.773,0_20160823_050237_000,23/08/2016,05:02:37,5,17:02:37,17,PINA,4,3,0.231106,PIPI,5,41.158,5.86,5.442,42.177,40.625,41.234,26.572,41.453,0.852,-1.802,4.603,1.63,1,RHFE MYO
High Marks Barn,22/08/2016,40,P2,,20160822_221736.wav,0,0,8.743,0_20160822_221736_000,22/08/2016,22:17:36,22,10:17:36,10,PIPI,14,10,0.148484,MYBR;RHFE,15,55.324,-42.23,3.339,62.22,52.693,56.317,451.519,55.068,1.766,55.997,2.712,8.99,1,RHFE PIPI
High Marks Barn,22/08/2016,40,P2,,20160823_204200.wav,0,0,13.339,0_20160823_204200_000,23/08/2016,20:42:00,20,08:42:00,8,PIPI,16,8,0.071723,MYBR;PIPY;RHFE;MYBE;BABA,18,52.582,9.68,2.619,58.122,50.408,53.196,615.856,52.52,0.958,289.579,1.817,13,1,PIPI PIPI RHFE MYO
High Marks Barn,22/08/2016,40,P2,,20160824_203938.wav,0,0,2.089,0_20160824_203938_000,24/08/2016,20:39:38,20,08:39:38,8,RHFE,5,5,0.730629,,5,82.653,-1.06,5.019,84.065,79.205,82.476,24.229,82.313,0.292,0.408,4.04,1.78,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_052847.wav,0,0,2.076,0_20160823_052847_000,23/08/2016,05:28:47,5,17:28:47,17,RHFE,3,3,0.734741,,3,82.2,5.18,6.199,83.924,80.148,82.399,33.188,83.05,1.803,151.507,6.199,1.27,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_052540.wav,0,0,2.079,0_20160823_052540_000,23/08/2016,05:25:40,5,17:25:40,17,RHFE,3,2,0.150723,PINA,3,68.312,-6.74,8.691,69.609,66.679,68.114,35.114,67.958,1.877,333.555,7.775,1.62,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_204406.wav,0,0,2.02,0_20160823_204406_000,23/08/2016,20:44:06,20,08:44:06,8,RHFE,2,2,0.543924,,3,83.692,-85.4,16.323,84.85,78.544,82.548,38.482,82.766,0.844,175.255,14.786,3.43,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_204458.wav,0,0,3.76,0_20160823_204458_000,23/08/2016,20:44:58,20,08:44:58,8,RHFE,3,3,0.723741,,4,81.061,44.8,2.906,84.017,79.173,81.923,26.849,82.288,0.864,-135.586,2.513,1.3,1,RHFE PIPI
High Marks Barn,22/08/2016,40,P2,,20160823_210622.wav,0,0,2.084,0_20160823_210622_000,23/08/2016,21:06:22,21,09:06:22,9,RHFE,4,3,0.203316,PINA,5,74.129,-11.23,4.538,75.555,71.66,73.791,22.9,74.037,2.102,140.897,4.077,1.45,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160822_214717.wav,0,0,2.023,0_20160822_214717_000,22/08/2016,21:47:17,21,09:47:17,9,RHFE,2,2,0.761821,,2,81.224,2.77,15.198,82.483,80.424,81.558,42.315,82.058,0.049,-47.785,15.198,2.18,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_052218.wav,0,0,2.008,0_20160823_052218_000,23/08/2016,05:22:18,5,17:22:18,17,RHFE,4,2,0.065144,PINA,4,61.096,-2.03,5.714,62.265,59.592,61.172,26.553,61.236,1.254,136.237,3.867,1.59,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_041657.wav,0,0,2.085,0_20160823_041657_000,23/08/2016,04:16:57,4,16:16:57,16,RHFE,3,3,0.614971,,3,82.766,2.01,14.677,85.776,77.755,82.744,39.364,83.345,1.919,-105.694,14.068,2.32,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160822_204730.wav,0,0,2.069,0_20160822_204730_000,22/08/2016,20:47:30,20,08:47:30,8,RHFE,3,3,0.629674,,3,81.667,-0.65,18.603,84.22,80.283,81.978,41.785,81.644,0.066,304.067,16.175,2.43,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_035500.wav,0,0,2.031,0_20160823_035500_000,23/08/2016,03:55:00,3,15:55:00,15,RHFE,5,3,0.091592,PINA,6,67.795,-1.61,11.88,70.737,62.97,67.622,22.633,67.658,2.044,-53.817,11.644,11.16,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_022222.wav,0,0,2.041,0_20160823_022222_000,23/08/2016,02:22:22,2,14:22:22,14,RHFE,2,2,0.290225,,2,81.65,0.32,24.065,84.802,77.3,82.214,83.562,82.075,0.735,623.735,23.712,3.47,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160823_021856.wav,0,0,2.028,0_20160823_021856_000,23/08/2016,02:18:56,2,14:18:56,14,RHFE,3,3,0.563472,,3,80.617,24.95,16.697,84.914,75.261,81.875,33.435,81.916,0.472,175.306,15.167,5.68,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160824_204008.wav,0,0,2.105,0_20160824_204008_000,24/08/2016,20:40:08,20,08:40:08,8,RHFE,3,2,0.152776,PINA,3,68.664,2.15,8.68,69.163,66.206,68.295,49.828,68.451,2.608,147.257,7.8,1.21,1,RHFE
High Marks Barn,22/08/2016,40,P2,,20160824_045847.wav,0,0,2.031,0_20160824_045847_000,24/08/2016,04:58:47,4,16:58:47,16,RHFE,2,2,0.691783,,2,81.224,5.49,19.06,84.297,79.335,81.794,64.837,82.058,2.115,-1.579,19.06,1.54,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160818_213550.wav,0,0,2.023,0_20160818_213550_000,18/08/2016,21:35:50,21,09:35:50,9,NoID,2,0,0,RHFE,2,63.053,-22.47,19.634,63.718,61.33,62.425,241.089,62.198,2.596,365.224,19.345,0.49,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160821_213435.wav,0,0,3.481,0_20160821_213435_000,21/08/2016,21:34:35,21,09:34:35,9,PIPI,22,10,0.039039,RHFE;PINA;BABA,22,57.618,5.91,8.93,62.997,56.149,58.475,126.876,57.909,1.785,269.334,8.009,4.46,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160822_210002.wav,0,0,13.455,0_20160822_210002_000,22/08/2016,21:00:02,21,09:00:02,9,PIPI,115,103,0.356091,BABA;PINA;PIPY;RHFE,116,48.585,18.5,4.46,60.458,47.647,50.398,104.48,49.233,2.185,455.726,3.847,47.14,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160821_205455.wav,0,0,4.517,0_20160821_205455_000,21/08/2016,20:54:55,20,08:54:55,8,PIPI,27,27,0.304687,PINA,29,43.525,23.66,3.823,57.428,43.04,45.775,157.066,44.419,2.172,540.69,3.297,9.39,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160821_205506.wav,0,0,8.016,0_20160821_205506_000,21/08/2016,20:55:06,20,08:55:06,8,PIPI,56,48,0.342108,MYBR;RHFE,57,49.672,15.08,6.987,61.88,48.435,51.897,111.553,50.186,2.023,503.287,6.692,49.74,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160822_211640.wav,0,0,9.513,0_20160822_211640_000,22/08/2016,21:16:40,21,09:16:40,9,PIPI,61,59,0.535516,MYBE;RHFE,62,47.52,26.29,4.358,59.232,46.693,49.462,148.937,48.285,2.147,508.904,3.877,22.12,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160819_205846.wav,0,0,5.667,0_20160819_205846_000,19/08/2016,20:58:46,20,08:58:46,8,PIPI,61,48,0.270234,PINA;MYBR;PIPY;MYBE;MYNA,64,45.213,33.96,3.558,65.33,44.524,48.825,76.958,46.092,2.278,402.604,3.057,25.8,1,RHFE PIPI PIPI
High Marks Barn,22/08/2016,7,R2,,20160821_205318.wav,0,0,9.617,0_20160821_205318_000,21/08/2016,20:53:18,20,08:53:18,8,PIPI,68,59,0.336697,PINA;PIPY;MYBR;RHFE,72,48.202,25.83,5.439,64.74,47.315,51.007,124.432,49.095,2.242,457.094,4.78,39.38,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160821_211857.wav,0,0,9.872,0_20160821_211857_000,21/08/2016,21:18:57,21,09:18:57,9,PIPI,73,60,0.164447,PINA;RHFE;MYBR,73,46.905,11.72,5.955,63.223,46.098,49.387,116.853,47.426,2.822,521.249,5.289,20.12,1,RHFE PIPI
High Marks Barn,22/08/2016,7,R2,,20160821_024209.wav,0,0,2.029,0_20160821_024209_000,21/08/2016,02:42:09,2,14:42:09,14,RHFE,5,5,0.681795,,5,80.019,1.03,17.533,81.313,77.631,80.243,116.598,80.333,0.385,-224.242,17.503,6.43,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160817_230004.wav,0,0,2.308,0_20160817_230004_000,17/08/2016,23:00:04,23,11:00:04,11,RHFE,4,4,0.682625,,4,81.224,-0.46,27.286,82.075,75.778,80.981,130.451,80.661,1.203,-18.111,27.286,0.97,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160820_013243.wav,0,0,2.107,0_20160820_013243_000,20/08/2016,01:32:43,1,13:32:43,13,RHFE,4,4,0.570904,,4,81.028,0.26,12.41,82.483,77.745,81.086,149.486,81.045,1.557,-197.167,12.335,2.52,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160821_002253.wav,0,0,2.009,0_20160821_002253_000,21/08/2016,00:22:53,0,12:22:53,12,RHFE,5,5,0.716508,,5,80.83,1.2,20.236,81.993,77.79,80.914,117.383,81,0.58,-261.474,19.332,1.84,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160821_205634.wav,0,0,2.355,0_20160821_205634_000,21/08/2016,20:56:34,20,08:56:34,8,RHFE,6,6,0.685369,,6,80.413,-0.24,17.7,81.372,75.822,80.176,107.832,80.021,0.666,165.01,17.651,4.44,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160818_025218.wav,0,0,3.012,0_20160818_025218_000,18/08/2016,02:52:18,2,14:52:18,14,RHFE,11,10,0.501638,PIPI,11,78.833,1.54,21.38,80.139,73.171,78.7,119.954,79.166,1.671,27.689,20.719,7.67,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160818_013204.wav,0,0,2.032,0_20160818_013204_000,18/08/2016,01:32:04,1,13:32:04,13,RHFE,3,3,0.716415,,3,78.714,2.4,8.312,80.566,75.609,79.062,121.459,79.247,0.151,102.695,7.806,1.72,1,RHFE
High Marks Barn,22/08/2016,7,R2,,20160820_014940.wav,0,0,2.244,0_20160820_014940_000,20/08/2016,01:49:40,1,13:49:40,13,RHFE,13,13,0.640476,,13,82.821,-4.21,6.152,84.157,79.529,82.779,135.634,82.892,0.164,-140.094,5.641,7.04,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160826_211250.wav,0,0,3.032,0_20160826_211250_000,26/08/2016,21:12:50,21,09:12:50,9,NoID,1,0,0,,2,55.078,-214.49,2.88,55.773,48.343,52,770.532,52.128,1.424,845.211,1.795,1.82,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160828_052901.wav,0,0,2.011,0_20160828_052901_000,28/08/2016,05:29:01,5,17:29:01,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160823_210648.wav,0,0,2.884,0_20160823_210648_000,23/08/2016,21:06:48,21,09:06:48,9,RHFE,8,7,0.389482,RHHI,8,78.718,13.81,27.004,81.458,73.39,79.443,175.078,80.228,0.713,215.487,26.233,7.86,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160823_210104.wav,0,0,2.193,0_20160823_210104_000,23/08/2016,21:01:04,21,09:01:04,9,RHFE,7,6,0.415859,RHHI,7,80.84,1.58,14.025,82.138,77.473,80.721,86.949,80.844,0.844,223.283,13.896,4.13,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160825_045632.wav,0,0,2.253,0_20160825_045632_000,25/08/2016,04:56:32,4,16:56:32,16,RHFE,7,7,0.785189,,7,80.826,0.91,15.549,82.027,77.398,80.737,123.708,80.485,0.905,-162.362,15.521,3.21,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160823_211644.wav,0,0,2.52,0_20160823_211644_000,23/08/2016,21:16:44,21,09:16:44,9,RHFE,6,6,0.624698,,6,81.786,-0.61,38.306,82.778,71.603,81.316,144.989,80.969,2.173,113.608,37.185,1.66,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160826_204225.wav,0,0,2.273,0_20160826_204225_000,26/08/2016,20:42:25,20,08:42:25,8,RHFE,11,10,0.51792,MYBE,11,79.615,13.14,12.536,80.974,74.849,79.308,92.756,79.575,0.561,-43.506,11.58,6.4,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160823_223346.wav,0,0,2.375,0_20160823_223346_000,23/08/2016,22:33:46,22,10:33:46,10,RHFE,5,5,0.608432,,5,80.816,-0.15,17.595,82.156,72.092,80.492,146.197,80.823,1.673,-732.586,17.595,1.17,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160829_014002.wav,0,0,2.013,0_20160829_014002_000,29/08/2016,01:40:02,1,13:40:02,13,RHFE,5,5,0.554008,,5,81.15,3.18,18.52,82.32,74.932,80.913,83.2,81.313,1.283,-475.512,18.185,5.45,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160826_205759.wav,0,0,3.207,0_20160826_205759_000,26/08/2016,20:57:59,20,08:57:59,8,RHFE,11,11,0.60977,,11,80.76,0.61,7.626,82.207,77.2,80.999,103.153,81.209,0.18,-140.362,7.275,3.33,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160823_210609.wav,0,0,2.152,0_20160823_210609_000,23/08/2016,21:06:09,21,09:06:09,9,RHFE,5,5,0.771812,,5,80.333,-0.9,16.704,81.143,75.175,79.917,123.761,79.705,0.864,270.103,16.623,1.47,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160827_234513.wav,0,0,2.071,0_20160827_234513_000,27/08/2016,23:45:13,23,11:45:13,11,RHFE,3,2,0.205976,MYNA,3,71.413,73.26,16.798,73.293,69.68,71.848,981.515,72.738,0.498,-100.981,16.591,0.71,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160823_205644.wav,0,0,2.132,0_20160823_205644_000,23/08/2016,20:56:44,20,08:56:44,8,RHFE,5,5,0.795522,,5,80.333,-1.11,12.973,81.327,78.6,80.121,129.725,79.882,0.292,165.769,12.893,2.8,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160825_204423.wav,0,0,3.295,0_20160825_204423_000,25/08/2016,20:44:23,20,08:44:23,8,RHFE,5,5,0.666347,,6,76.965,-10.58,23.039,78.13,69.225,76.383,491.739,76.425,1.597,272.657,22.855,8.6,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160824_002241.wav,0,0,2.196,0_20160824_002241_000,24/08/2016,00:22:41,0,12:22:41,12,RHFE,14,14,0.659871,,14,81.822,-0.25,23.367,82.741,74.616,81.402,111.68,81.181,1.486,132.103,22.409,9.7,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160827_030454.wav,0,0,2.267,0_20160827_030454_000,27/08/2016,03:04:54,3,15:04:54,15,RHFE,4,3,0.129197,RHHI,4,76.97,24.9,17.515,81.446,69.49,78.553,150.339,80.04,2.294,-196.204,17.489,4.09,1,RHFE RHFE
High Marks Barn,22/08/2016,68,S2,,20160824_044827.wav,0,0,2.344,0_20160824_044827_000,24/08/2016,04:48:27,4,16:48:27,16,RHFE,15,14,0.465668,PINA,15,79.339,2.08,16.868,80.225,76.269,79.26,143.884,78.837,0.75,-365.497,15.984,9.26,1,RHFE
High Marks Barn,22/08/2016,68,S2,,20160826_205610.wav,0,0,4.097,0_20160826_205610_000,26/08/2016,20:56:10,20,08:56:10,8,RHFE,27,23,0.285424,PIPY;MYBR;MYNA,27,76.883,6.18,18.08,78.832,72.132,76.811,152.574,76.671,1.163,-692.828,17.469,20.53,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160828_205009.wav,0,0,2.144,0_20160828_205009_000,28/08/2016,20:50:09,20,08:50:09,8,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160828_205608.wav,0,0,2.116,0_20160828_205608_000,28/08/2016,20:56:08,20,08:56:08,8,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160822_205446.wav,0,0,2.025,0_20160822_205446_000,22/08/2016,20:54:46,20,08:54:46,8,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_205126.wav,0,0,2.019,0_20160827_205126_000,27/08/2016,20:51:26,20,08:51:26,8,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160827_045043.wav,0,0,2.899,0_20160827_045043_000,27/08/2016,04:50:43,4,16:50:43,16,PIPI,5,3,0.068227,PINA;RHFE,5,49.488,0.4,15.145,49.919,47.839,49.588,145.02,49.661,0.434,-583.616,15.145,0.47,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160824_010944.wav,0,0,19.279,0_20160824_010944_000,24/08/2016,01:09:44,1,13:09:44,13,PIPI,108,92,0.316662,PIPY;BABA;RHFE,114,47.336,21.26,4.114,64.777,46.727,49.887,151.719,48.282,2.132,686.219,3.588,29.49,1,PIPI PIPI RHFE
High Marks Barn,22/08/2016,39,T2,,20160824_034208.wav,0,0,5.944,0_20160824_034208_000,24/08/2016,03:42:08,3,15:42:08,15,PIPI,22,22,0.522581,,22,45.95,22.4,4.194,64.08,45.276,48.674,158.8,46.739,2.691,706.075,3.814,5.65,1,RHFE PIPI
High Marks Barn,22/08/2016,39,T2,,20160825_000725.wav,0,0,5.589,0_20160825_000725_000,25/08/2016,00:07:25,0,12:07:25,12,PIPI,23,19,0.367128,PIPY;BABA,23,47.342,43.46,3.411,67.769,47.024,51.247,102.053,48.884,1.926,659.736,3.106,5.69,1,RHFE PIPI
High Marks Barn,22/08/2016,39,T2,,20160824_022709.wav,0,0,15.411,0_20160824_022709_000,24/08/2016,02:27:09,2,14:27:09,14,PIPI,91,67,0.44409,PIPY;MYBR;BABA;NYLE,101,48.179,28.42,3.338,66.565,47.462,51.492,114.603,49.298,2.101,652.788,3.011,26.43,1,PIPI PIPI RHFE
High Marks Barn,22/08/2016,39,T2,,20160822_205434.wav,0,0,2.224,0_20160822_205434_000,22/08/2016,20:54:34,20,08:54:34,8,RHFE,2,2,0.73601,,2,82.483,1.48,10.372,83.351,82.483,82.922,195.061,83.333,0.048,38.334,10.371,0.53,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160829_014213.wav,0,0,2.363,0_20160829_014213_000,29/08/2016,01:42:13,1,13:42:13,13,RHFE,2,2,0.384646,,2,82.483,0,13.639,83.333,78.316,82.595,333.184,82.483,0.073,-792.046,13.639,0.36,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160826_204829.wav,0,0,2.117,0_20160826_204829_000,26/08/2016,20:48:29,20,08:48:29,8,RHFE,2,2,0.693105,,2,82.483,1.73,16.553,84.22,78.742,82.95,98.699,83.333,0.048,38.334,16.523,1.52,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160826_204813.wav,0,0,2.232,0_20160826_204813_000,26/08/2016,20:48:13,20,08:48:13,8,RHFE,2,2,0.762273,,2,82.483,1.32,9.543,83.333,81.633,82.631,187.961,82.908,0.048,76.273,9.543,0.33,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160823_045133.wav,0,0,2.161,0_20160823_045133_000,23/08/2016,04:51:33,4,16:51:33,16,RHFE,2,2,0.598727,,2,80.816,1.57,28.141,82.075,80,81.198,132.406,81.633,0.049,48.985,28.141,2.71,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160826_011252.wav,0,0,2.239,0_20160826_011252_000,26/08/2016,01:12:52,1,13:12:52,13,RHFE,2,2,0.329075,,2,82.483,0.71,29.796,83.777,78.043,82.65,223.271,83.333,0.048,-1534.233,29.796,0.96,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160826_015324.wav,0,0,2.308,0_20160826_015324_000,26/08/2016,01:53:24,1,13:53:24,13,RHFE,2,2,0.797813,,2,81.224,0.8,18.462,82.075,80.816,81.44,382.918,82.058,0.049,-71.677,18.462,0.61,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160823_042625.wav,0,0,2.028,0_20160823_042625_000,23/08/2016,04:26:25,4,16:26:25,16,RHFE,2,2,0.754602,,2,82.908,0,12.838,83.333,81.633,82.541,198.139,82.908,0.048,76.273,12.838,0.56,1,RHFE
High Marks Barn,22/08/2016,39,T2,,20160828_205034.wav,0,0,2.365,0_20160828_205034_000,28/08/2016,20:50:34,20,08:50:34,8,RHFE,3,3,0.719855,,3,82.494,0.74,4.069,83.641,81.644,82.401,274.29,82.779,0.049,255.372,4.069,1.2,1,RHFE
