Site,Detector number,Survey date,DATE,TIME,Site Number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
Buckfastleigh,C2,05/09/2016,06/09/2016,05:19:20,3,,20160906_051920.wav,0,0,2.096,0_20160906_051920_000,5,17:19:20,17,NoID,5,0,0,PINA;RHFE,5,74.89,-0.7,9.173,77.594,73.213,74.928,22.571,75.134,1.74,326.271,9.133,5.53,1,RHFE RHFE
Buckfastleigh,U2,05/09/2016,09/09/2016,05:19:36,70,,20160909_051936.wav,0,0,2.328,0_20160909_051936_000,5,17:19:36,17,RHFE,4,4,0.457225,,4,82.705,0.19,32.591,83.795,81.233,82.882,170.913,82.501,0.232,151.974,32.092,1.92,1,RHFE
Buckfastleigh,S2,05/09/2016,08/09/2016,05:20:18,14,,20160908_052018.wav,0,0,2.764,0_20160908_052018_000,5,17:20:18,17,RHFE,12,12,0.618774,,12,81.105,1.47,21.446,82.282,75.446,81.179,122.548,81.168,0.873,-241.976,21.19,11.02,1,RHFE
Buckfastleigh,C2,05/09/2016,09/09/2016,05:20:30,3,,20160909_052030.wav,0,0,2.896,0_20160909_052030_000,5,17:20:30,17,RHFE,18,10,0.051529,PINA;PIPI;MYBR,18,64.72,16.04,4.148,66.708,62.267,64.694,54.736,64.966,0.978,152.813,2.947,7.42,1,RHFE
Buckfastleigh,S2,05/09/2016,09/09/2016,05:21:00,14,,20160909_052100.wav,0,0,2.907,0_20160909_052100_000,5,17:21:00,17,RHFE,13,11,0.288527,PINA,13,75.882,1.4,20.748,76.881,72.132,75.961,121.316,75.687,0.54,-260.364,19.594,10.29,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:21:09,11,,20160906_052109.wav,0,0,3.661,0_20160906_052109_000,5,17:21:09,17,RHFE,13,13,0.51904,,13,83.217,-0.13,24.471,84.433,77.274,83.091,158.009,83.02,0.224,-506.25,24.097,6.35,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:21:16,11,,20160906_052116.wav,0,0,5.095,0_20160906_052116_000,5,17:21:16,17,RHFE,21,21,0.526793,,23,81.806,0.27,27.889,83.194,76.214,81.765,144.298,81.745,2.863,-108.674,27.053,11.16,1,RHFE RHFE
Buckfastleigh,C2,05/09/2016,09/09/2016,05:21:18,3,,20160909_052118.wav,0,0,2.071,0_20160909_052118_000,5,17:21:18,17,RHFE,2,2,0.542783,,3,82.483,86.12,17.418,84.824,81.361,82.902,33.793,84.233,1.269,72.266,17.08,4.98,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:21:26,14,,20160910_052126.wav,0,0,2.348,0_20160910_052126_000,5,17:21:26,17,RHFE,13,12,0.542168,PIPI,13,79.141,0.58,18.212,80.315,74.144,78.949,81.704,79.092,1.621,126.852,17.415,9.28,1,RHFE
Buckfastleigh,Z2,05/09/2016,09/09/2016,05:21:45,50,,20160909_052145.wav,0,0,2.261,0_20160909_052145_000,5,17:21:45,17,RHFE,2,2,0.531431,,2,82.518,-0.02,41.989,83.795,81.633,82.655,231.097,82.483,0.049,-51.024,41.698,0.53,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:21:54,11,,20160906_052154.wav,0,0,2.771,0_20160906_052154_000,5,17:21:54,17,RHFE,7,7,0.642482,,7,82.488,-0.75,26.763,83.106,75.566,81.923,345.703,81.531,1.072,-67.404,26.748,2.22,1,RHFE RHFE
Buckfastleigh,S2,05/09/2016,07/09/2016,05:22:13,14,,20160907_052213.wav,0,0,3.885,0_20160907_052213_000,5,17:22:13,17,RHFE,25,22,0.364727,,25,77.543,-0.18,18.367,78.848,71.42,77.639,109.81,77.636,0.39,-134.384,17.916,16.31,1,RHFE
Buckfastleigh,S2,05/09/2016,07/09/2016,05:23:00,14,,20160907_052300.wav,0,0,2.5,0_20160907_052300_000,5,17:23:00,17,RHFE,4,4,0.419764,,4,82.908,-3.45,28.565,83.998,81.633,82.687,263.981,82.917,0.315,387.476,28.516,6.11,1,RHFE
Buckfastleigh,A2,05/09/2016,08/09/2016,05:23:21,47,,20160908_052321.wav,0,0,2.212,0_20160908_052321_000,5,17:23:21,17,RHFE,3,3,0.750672,,3,82.2,2.82,3.194,83.05,81.099,82.229,56.026,82.2,0.454,-105.941,3.048,1.07,1,RHFE
Buckfastleigh,X1,05/09/2016,10/09/2016,05:23:29,7,,20160910_052329.wav,0,0,2.031,0_20160910_052329_000,5,17:23:29,17,RHFE,8,8,0.518518,,8,83.024,-1.16,12.17,84.335,80.594,82.833,130.554,82.802,0.193,112.222,11.941,7.82,1,RHFE
Buckfastleigh,S2,05/09/2016,07/09/2016,05:23:30,14,,20160907_052330.wav,0,0,2.031,0_20160907_052330_000,5,17:23:30,17,RHFE,6,6,0.490577,,6,82.625,-2.17,10.475,83.635,78.209,82.323,87.414,81.939,0.98,-449.852,10.182,3.54,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:24:16,14,,20160910_052416.wav,0,0,2.148,0_20160910_052416_000,5,17:24:16,17,RHFE,9,9,0.633658,,9,82.211,0.8,21.607,83.933,79.693,82.257,103.957,82.506,1.755,-51.182,21.459,10.39,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:24:41,3,,20160908_052441.wav,0,0,2.132,0_20160908_052441_000,5,17:24:41,17,RHFE,5,5,0.591028,,5,81.509,-7.96,9.349,84.574,76.311,81.42,31.23,81.018,2.718,85.373,8.784,3.73,1,RHFE
Buckfastleigh,S2,05/09/2016,09/09/2016,05:24:51,14,,20160909_052451.wav,0,0,2.999,0_20160909_052451_000,5,17:24:51,17,RHFE,14,11,0.229008,PINA,14,73.621,-2.13,18.759,74.647,70.364,73.685,222.673,73.472,0.606,15.221,18.207,33.29,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:24:58,14,,20160910_052458.wav,0,0,2.185,0_20160910_052458_000,5,17:24:58,17,RHFE,6,5,0.312087,PINA,6,75.231,2.01,10.812,76.827,72.484,75.344,113.782,75.522,0.607,149.843,10.325,6.08,1,RHFE
Buckfastleigh,T1,05/09/2016,09/09/2016,05:25:32,16,,20160909_052532.wav,0,0,2.368,0_20160909_052532_000,5,17:25:32,17,RHFE,3,3,0.3685,,3,83.345,1.23,15.556,84.22,79.894,82.951,281.153,83.345,0.353,-213.228,15.556,1.77,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:25:57,11,,20160906_052557.wav,0,0,3.059,0_20160906_052557_000,5,17:25:57,17,RHFE,14,14,0.628794,,14,82.425,0.48,24.746,83.605,78.738,82.539,123.663,82.379,0.417,-123.532,24.492,9.85,1,RHFE
Buckfastleigh,T1,05/09/2016,06/09/2016,05:26:32,16,,20160906_052632.wav,0,0,3.153,0_20160906_052632_000,5,17:26:32,17,RHFE,14,12,0.264421,PINA,14,76.265,-0.4,23.896,77.492,72.165,76.39,104.375,76.393,1.038,-408.743,23.002,6.83,1,RHFE
Buckfastleigh,S2,05/09/2016,07/09/2016,05:27:47,14,,20160907_052747.wav,0,0,2.344,0_20160907_052747_000,5,17:27:47,17,RHFE,11,10,0.442232,MYBE,11,80.309,100.37,11.539,82.744,77.308,81.244,126.16,80.977,0.769,-336.087,10.538,8.42,1,RHFE
Buckfastleigh,S2,05/09/2016,09/09/2016,05:27:57,14,,20160909_052757.wav,0,0,2.579,0_20160909_052757_000,5,17:27:57,17,RHFE,11,11,0.590767,,11,83.034,-4.66,25.566,84.149,77.795,83.084,123.313,82.731,0.764,-11.248,25.225,13.74,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:28:00,14,,20160910_052800.wav,0,0,2.016,0_20160910_052800_000,5,17:28:00,17,RHFE,5,5,0.539288,,5,82.653,0.05,26.833,83.872,74.016,82.551,153.528,82.83,0.65,16.415,25.982,4.2,1,RHFE
Buckfastleigh,C2,05/09/2016,06/09/2016,05:28:07,3,,20160906_052807.wav,0,0,5.461,0_20160906_052807_000,5,17:28:07,17,RHFE,13,13,0.598589,,14,82.442,15.47,3.377,85.295,79.951,82.761,267.934,82.929,0.929,223.017,2.437,5.46,1,RHFE RHFE
Buckfastleigh,T2,05/09/2016,08/09/2016,05:28:24,71,,20160908_052824.wav,0,0,2.049,0_20160908_052824_000,5,17:28:24,17,RHFE,3,3,0.738697,,3,81.088,0.19,21.497,82.483,78.322,81.497,45.18,81.361,0.099,-375.315,21.497,0.97,1,RHFE
Buckfastleigh,S2,05/09/2016,06/09/2016,05:28:33,14,,20160906_052833.wav,0,0,2.087,0_20160906_052833_000,5,17:28:33,17,RHFE,6,6,0.724193,,6,81.241,1.25,18.364,83.098,77.299,81.602,136.572,81.383,1.088,54.967,18.012,3.7,1,RHFE
Buckfastleigh,C2,05/09/2016,09/09/2016,05:28:39,3,,20160909_052839.wav,0,0,2.103,0_20160909_052839_000,5,17:28:39,17,RHFE,3,3,0.610945,,3,81.372,-9.91,3.316,85.184,79.299,81.519,24.532,80.935,0.401,-89.821,2.029,0.88,1,RHFE
Buckfastleigh,C2,05/09/2016,09/09/2016,05:29:19,3,,20160909_052919.wav,0,0,2.085,0_20160909_052919_000,5,17:29:19,17,RHFE,6,5,0.420223,MYBE,6,81.667,43.73,5.746,84.085,75.638,81.73,15.921,82.908,0.877,61.632,3.974,3.28,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:29:23,11,,20160906_052923.wav,0,0,3.387,0_20160906_052923_000,5,17:29:23,17,RHFE,16,16,0.529466,,16,83.291,0.02,24.901,84.581,76.802,83.406,111.919,83.301,0.528,119.708,23.346,10.9,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:29:31,11,,20160906_052931.wav,0,0,2.244,0_20160906_052931_000,5,17:29:31,17,RHFE,14,14,0.404671,,14,83.225,1.12,23.385,84.671,77.934,83.28,110.828,83.291,0.319,-410.039,23.001,13.78,1,RHFE
Buckfastleigh,M1,05/09/2016,07/09/2016,05:29:40,17,,20160907_052940.wav,0,0,2.007,0_20160907_052940_000,5,17:29:40,17,RHFE,2,2,0.668759,,2,81.683,33.97,4.719,84.682,80.832,82.596,89.61,82.908,0.68,310.017,3.773,0.72,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:29:40,11,,20160906_052940.wav,0,0,2.508,0_20160906_052940_000,5,17:29:40,17,RHFE,10,10,0.562245,,10,83.433,-0.79,23.055,84.309,77.851,83.06,88.953,82.837,0.393,474.954,22.558,9.41,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:30:05,14,,20160910_053005.wav,0,0,3.779,0_20160910_053005_000,5,17:30:05,17,RHFE,14,14,0.452278,,14,82.971,0.32,40.115,84.349,75.03,82.924,134.741,83.278,1.198,-134.847,39.68,4.22,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:30:12,14,,20160910_053012.wav,0,0,2.217,0_20160910_053012_000,5,17:30:12,17,RHFE,9,9,0.736031,,9,81.568,-2.73,14.061,83.09,78.063,81.681,100.639,81.463,1.858,-150.2,12.581,3.84,1,RHFE
Buckfastleigh,C2,05/09/2016,06/09/2016,05:30:26,3,,20160906_053026.wav,0,0,3.109,0_20160906_053026_000,5,17:30:26,17,RHFE,10,9,0.366421,PINA,11,75.361,1.99,6.324,77.621,72.597,75.468,115.975,75.637,1.249,123.604,5.804,9.38,1,RHFE
Buckfastleigh,M1,05/09/2016,07/09/2016,05:30:30,17,,20160907_053030.wav,0,0,2.025,0_20160907_053030_000,5,17:30:30,17,RHFE,6,6,0.438863,,7,83.608,-21.13,8.605,85.79,78.491,82.81,225.512,82.974,0.578,110.177,8.115,5.58,1,RHFE
Buckfastleigh,S2,05/09/2016,08/09/2016,05:30:30,14,,20160908_053030.wav,0,0,2.016,0_20160908_053030_000,5,17:30:30,17,RHFE,4,4,0.502563,,4,81.454,-0.45,12.947,82.917,78.285,81.678,196.866,81.854,0.049,-555.449,12.835,6.25,1,RHFE
Buckfastleigh,Z2,05/09/2016,09/09/2016,05:30:30,50,,20160909_053030.wav,0,0,2.225,0_20160909_053030_000,5,17:30:30,17,RHFE,17,9,0.074581,PINA,17,62.124,5.55,8.148,63.32,61.13,62.335,101.846,62.261,1.058,83.634,7.187,11.63,1,RHFE
Buckfastleigh,C2,05/09/2016,09/09/2016,05:30:36,3,,20160909_053036.wav,0,0,2.075,0_20160909_053036_000,5,17:30:36,17,RHFE,5,5,0.720859,,5,82.333,-1.92,7.363,84.405,77.345,82.008,29.234,82.014,1.197,132.708,6.315,3.26,1,RHFE
Buckfastleigh,S2,05/09/2016,06/09/2016,05:30:49,14,,20160906_053049.wav,0,0,2.385,0_20160906_053049_000,5,17:30:49,17,RHFE,8,8,0.640771,,8,81.764,14.33,21.945,83.139,74.546,81.843,117.867,81.871,1.089,52.862,21.054,8.11,1,RHFE
Buckfastleigh,C2,05/09/2016,06/09/2016,05:31:03,3,,20160906_053103.wav,0,0,2.141,0_20160906_053103_000,5,17:31:03,17,RHFE,4,2,0.059086,PINA;MYNA,6,69.282,13.36,4.483,71.618,66.228,69.259,14.498,68.961,2.117,-67.33,3.247,3.26,1,RHFE
Buckfastleigh,U2,05/09/2016,10/09/2016,05:31:05,70,,20160910_053105.wav,0,0,2.869,0_20160910_053105_000,5,17:31:05,17,RHFE,10,10,0.64988,,10,82.405,-0.26,21.627,84.054,78.994,82.444,130.258,82.748,0.282,-32.001,20.174,7.68,1,RHFE
Buckfastleigh,Z1,05/09/2016,07/09/2016,05:31:08,11,,20160907_053108.wav,0,0,3.988,0_20160907_053108_000,5,17:31:08,17,RHFE,29,26,0.418131,PIPI;PINA,33,78.393,-4,21.286,80.137,69.996,78.083,65.024,77.907,2.053,-118.541,18.859,14.35,1,RHFE RHFE
Buckfastleigh,Z1,05/09/2016,07/09/2016,05:31:15,11,,20160907_053115.wav,0,0,3.807,0_20160907_053115_000,5,17:31:15,17,RHFE,24,23,0.504495,PINA,24,80.722,0.25,23.942,81.998,75.848,80.68,142.562,80.404,0.479,-115.559,21.584,17.18,1,RHFE
Buckfastleigh,T2,05/09/2016,08/09/2016,05:31:18,71,,20160908_053118.wav,0,0,2.019,0_20160908_053118_000,5,17:31:18,17,RHFE,6,6,0.634178,,6,81.508,0.66,27.762,82.483,78.466,81.647,163.337,81.78,0.065,1.757,27.708,2.08,1,RHFE
Buckfastleigh,T2,05/09/2016,08/09/2016,05:31:22,71,,20160908_053122.wav,0,0,2.32,0_20160908_053122_000,5,17:31:22,17,RHFE,4,4,0.670943,,4,82.058,-0.35,26.877,82.705,79.013,81.939,165.932,81.633,0.26,114.024,26.84,0.94,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:31:28,11,,20160906_053128.wav,0,0,4.175,0_20160906_053128_000,5,17:31:28,17,RHFE,7,7,0.363479,,7,82.488,1.18,20.794,83.85,77.973,82.448,409.365,82.498,0.07,-580.241,20.722,5.84,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:31:56,14,,20160910_053156.wav,0,0,2.741,0_20160910_053156_000,5,17:31:56,17,RHFE,16,16,0.622372,,16,82.651,0.65,12.58,84.079,79.395,82.691,170.084,82.924,0.416,-187.008,12.42,13.37,1,RHFE
Buckfastleigh,Z1,05/09/2016,06/09/2016,05:32:03,11,,20160906_053203.wav,0,0,2.255,0_20160906_053203_000,5,17:32:03,17,RHFE,5,5,0.740852,,5,81.49,2.02,14.473,83.022,80.346,81.764,236.278,81.659,0.187,32.256,14.216,4.91,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:32:14,14,,20160910_053214.wav,0,0,2.892,0_20160910_053214_000,5,17:32:14,17,RHFE,11,11,0.687373,,11,81.877,0.53,23.18,83.205,73.566,81.704,123.821,82.115,1.52,107.555,22.069,7.27,1,RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,05:32:44,55,,20160907_053244.wav,0,0,2.02,0_20160907_053244_000,5,17:32:44,17,RHFE,4,4,0.597356,,4,80.204,5.26,6.244,82.518,77.624,80.446,185.586,80.645,2.078,-1058.263,6.182,1.13,1,RHFE
Buckfastleigh,S2,05/09/2016,09/09/2016,05:33:41,14,,20160909_053341.wav,0,0,2.329,0_20160909_053341_000,5,17:33:41,17,PINA,9,5,0.054372,RHFE,9,58.8,0.89,17.887,59.619,57.351,58.919,123.551,58.868,0.78,-24.007,15.782,7.07,1,RHFE
Buckfastleigh,C2,05/09/2016,10/09/2016,05:33:46,3,,20160910_053346.wav,0,0,2.085,0_20160910_053346_000,5,17:33:46,17,NoID,2,0,0,PIPI,2,82.908,-7.2,3.04,84.22,81.65,82.878,24.01,82.058,0.629,108.004,3.04,0.6,1,RHFE
Buckfastleigh,S2,05/09/2016,09/09/2016,05:33:50,14,,20160909_053350.wav,0,0,4.284,0_20160909_053350_000,5,17:33:50,17,RHFE,29,28,0.481062,PIPY,29,83.474,-0.4,17.013,85.012,78.847,83.584,122.628,83.516,1.966,50.101,15.761,13.44,1,RHFE
Buckfastleigh,X1,05/09/2016,08/09/2016,05:33:51,7,,20160908_053351.wav,0,0,2.016,0_20160908_053351_000,5,17:33:51,17,RHFE,2,2,0.537316,,2,81.242,1.61,22.718,82.908,75.809,82.03,212.265,82.483,0.049,4.567,21.654,1.03,1,RHFE
Buckfastleigh,V1,05/09/2016,09/09/2016,05:33:52,63,,20160909_053352.wav,0,0,2.905,0_20160909_053352_000,5,17:33:52,17,RHFE,10,10,0.529675,,10,81.179,0.13,29.126,82.44,78.194,81.303,120.033,81.278,1.94,-55.666,28.564,2.74,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:34:34,14,,20160910_053434.wav,0,0,2.491,0_20160910_053434_000,5,17:34:34,17,RHFE,10,9,0.444238,PIPI,11,79.214,-1.77,23.289,80.517,74.903,78.816,97.501,78.743,4.199,132.077,17.794,6.83,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:35:03,14,,20160910_053503.wav,0,0,2.013,0_20160910_053503_000,5,17:35:03,17,RHFE,6,6,0.687752,,6,83.198,-1.04,5.068,84.515,80.223,83.115,88.857,83.085,0.337,100.795,4.463,2.24,1,RHFE
Buckfastleigh,C2,05/09/2016,07/09/2016,05:35:07,3,,20160907_053507.wav,0,0,2.177,0_20160907_053507_000,5,17:35:07,17,RHFE,8,8,0.697012,,8,81.046,-4.67,9.237,83.098,78.85,80.614,24.702,80.42,0.527,161.313,7.675,7.06,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:35:09,3,,20160908_053509.wav,0,0,2.608,0_20160908_053509_000,5,17:35:09,17,RHFE,8,8,0.474961,,9,83.267,71.66,7.047,85.777,80.908,83.385,71.103,83.976,1.054,354.042,5.877,5.8,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:35:38,3,,20160908_053538.wav,0,0,3.276,0_20160908_053538_000,5,17:35:38,17,RHFE,16,14,0.293062,RHHI;MYBE,17,83.033,2.77,4.711,85.875,77.243,82.772,76.091,83.304,1.32,31.767,3.17,5.6,1,RHFE
Buckfastleigh,C2,05/09/2016,06/09/2016,05:35:39,3,,20160906_053539.wav,0,0,2.025,0_20160906_053539_000,5,17:35:39,17,RHFE,6,5,0.346104,MYBE,6,82.539,34.43,3.924,84.368,79.548,82.541,99.129,82.636,0.273,-202.588,3.682,3.85,1,RHFE
Buckfastleigh,M1,05/09/2016,07/09/2016,05:35:48,17,,20160907_053548.wav,0,0,2.145,0_20160907_053548_000,5,17:35:48,17,RHFE,8,8,0.679124,,8,80.841,0.32,7.572,82.958,76.402,80.768,22.481,80.833,0.995,-10.659,6.504,6.39,1,RHFE
Buckfastleigh,S2,05/09/2016,08/09/2016,05:36:14,14,,20160908_053614.wav,0,0,2.04,0_20160908_053614_000,5,17:36:14,17,RHFE,10,10,0.706151,,11,80.303,7.9,11.249,81.809,76.482,80.457,77.249,80.766,0.255,-15.609,10.457,7.73,1,RHFE
Buckfastleigh,C2,05/09/2016,06/09/2016,05:36:35,3,,20160906_053635.wav,0,0,2.156,0_20160906_053635_000,5,17:36:35,17,RHFE,8,6,0.183616,PIPI,9,73.825,-12.73,5.226,76.478,70.497,73.642,107.513,73.755,2.212,170.576,4.47,5.79,1,RHFE
Buckfastleigh,X1,05/09/2016,12/09/2016,05:36:43,7,,20160912_053643.wav,0,0,2.368,0_20160912_053643_000,5,17:36:43,17,RHFE,7,7,0.519929,,8,79.475,0.13,23.133,80.559,69.266,78.944,103.569,79.251,1.202,-257.672,22.043,7.11,1,RHFE
Buckfastleigh,S2,05/09/2016,06/09/2016,05:36:47,14,,20160906_053647.wav,0,0,2.017,0_20160906_053647_000,5,17:36:47,17,RHFE,5,5,0.757739,,5,81.15,0.53,17.798,82.334,79.577,81.129,113.342,81.169,0.408,5.958,16.938,2.63,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:37:03,14,,20160910_053703.wav,0,0,2.476,0_20160910_053703_000,5,17:37:03,17,RHFE,6,5,0.308299,PINA,6,75.445,-4.53,21.525,76.444,71.313,75.38,92.915,75.131,0.584,185.076,17.057,4.04,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:37:22,3,,20160908_053722.wav,0,0,2.055,0_20160908_053722_000,5,17:37:22,17,RHFE,2,2,0.365399,,2,82.926,0.17,20.659,86.642,74.303,83.353,47.1,83.777,1.601,-308.158,18.985,2.08,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:37:50,3,,20160908_053750.wav,0,0,2.107,0_20160908_053750_000,5,17:37:50,17,RHFE,6,5,0.320054,PINA,6,74.531,1.45,4.134,75.799,71.637,74.263,23.375,74.441,1.06,133.89,3.44,1.88,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:38:43,14,,20160910_053843.wav,0,0,2.688,0_20160910_053843_000,5,17:38:43,17,RHFE,9,9,0.623492,,9,82.124,1.02,12.663,83.564,75.827,81.99,146.524,81.848,0.758,-403.476,12.526,5.72,1,RHFE
Buckfastleigh,S2,05/09/2016,08/09/2016,05:38:48,14,,20160908_053848.wav,0,0,2.304,0_20160908_053848_000,5,17:38:48,17,RHFE,8,8,0.675838,,8,80.24,0.49,17.34,81.683,76.09,80.3,96.626,80.24,1.041,-68.715,16.338,8.97,1,RHFE
Buckfastleigh,C2,05/09/2016,09/09/2016,05:38:53,3,,20160909_053853.wav,0,0,3.969,0_20160909_053853_000,5,17:38:53,17,PINA,9,4,0.034832,PIPI,10,66.03,24.96,6.339,68.373,63.766,66.36,227.369,66.521,1.046,54.427,5.763,10.53,1,RHFE
Buckfastleigh,T2,05/09/2016,07/09/2016,05:39:17,71,,20160907_053917.wav,0,0,2.384,0_20160907_053917_000,5,17:39:17,17,RHFE,4,4,0.425595,,4,83.555,0.05,25.028,84.22,80.4,83.167,156.605,83.564,0.06,-399.315,25.028,2.18,1,RHFE
Buckfastleigh,S2,05/09/2016,10/09/2016,05:39:56,14,,20160910_053956.wav,0,0,3.313,0_20160910_053956_000,5,17:39:56,17,RHFE,31,20,0.112298,PINA;PIPI,31,68.662,1.2,15.935,69.847,65.639,68.764,108.669,68.726,0.836,57.485,15.484,42.88,1,RHFE
Buckfastleigh,T1,05/09/2016,07/09/2016,05:40:04,16,,20160907_054004.wav,0,0,2.499,0_20160907_054004_000,5,17:40:04,17,RHFE,10,9,0.412224,PINA,10,77.603,2.16,16.336,79.189,74.176,77.676,118.485,78.139,1.353,-317.399,15.736,5.65,1,RHFE
Buckfastleigh,S2,05/09/2016,06/09/2016,05:40:19,14,,20160906_054019.wav,0,0,2.037,0_20160906_054019_000,5,17:40:19,17,RHFE,11,9,0.286064,PINA,11,74.536,3.07,17.175,75.839,73.338,74.768,200.739,75.101,0.137,-83.539,17.011,7.01,1,RHFE
Buckfastleigh,S2,05/09/2016,06/09/2016,05:40:22,14,,20160906_054022.wav,0,0,2.495,0_20160906_054022_000,5,17:40:22,17,RHFE,13,13,0.607581,,13,80.776,0.27,24.767,82.6,75.48,80.995,105.874,81.228,1.284,-412.214,23.596,6.69,1,RHFE
Buckfastleigh,C2,05/09/2016,06/09/2016,05:41:18,3,,20160906_054118.wav,0,0,2.068,0_20160906_054118_000,5,17:41:18,17,RHFE,2,2,0.629541,,2,82.518,-26.79,18.375,83.872,80.816,81.782,64.702,81.65,0.366,-168.258,18.031,3.59,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:41:33,3,,20160908_054133.wav,0,0,2.191,0_20160908_054133_000,5,17:41:33,17,RHFE,13,13,0.536915,,14,83.227,7.46,5.904,86.08,80.373,83.222,121.547,83.412,1.534,3.851,4.968,7.65,1,RHFE RHFE
Buckfastleigh,D2,05/09/2016,07/09/2016,05:42:05,22,,20160907_054205.wav,0,0,2.119,0_20160907_054205_000,5,17:42:05,17,RHFE,5,5,0.683216,,5,80.659,1.02,12.782,82.889,77.508,80.563,32.63,80.816,0.943,309.237,11.868,6.44,1,RHFE
Buckfastleigh,M1,05/09/2016,06/09/2016,05:42:14,17,,20160906_054214.wav,0,0,2.055,0_20160906_054214_000,5,17:42:14,17,RHFE,3,3,0.571363,,3,80.816,-31.65,15.467,81.383,72.683,80.257,39.262,79.488,0.432,142.761,13.024,4.43,1,RHFE
Buckfastleigh,R1,05/09/2016,09/09/2016,05:42:16,23,,20160909_054216.wav,0,0,7.399,0_20160909_054216_000,5,17:42:16,17,PIPI,49,34,0.269592,PIPY;MYBR;RHFE,50,47.849,19.62,3.973,68.732,47.337,51.362,134.84,48.963,1.817,607.704,3.33,18.7,1,RHFE PIPI
Buckfastleigh,R1,05/09/2016,06/09/2016,05:42:36,23,,20160906_054236.wav,0,0,2.012,0_20160906_054236_000,5,17:42:36,17,RHFE,5,5,0.684671,,5,80.333,-0.54,20.015,81.313,74.33,80.123,117.451,79.856,0.835,-755.234,19.995,1.13,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,05:42:39,37,,20160906_054239.wav,0,0,3.012,0_20160906_054239_000,5,17:42:39,17,RHFE,16,16,0.580196,,20,82.364,1.97,10.701,86.572,77.239,82.253,64.052,82.42,4.185,83.255,9.061,7.83,1,RHFE
Buckfastleigh,S2,05/09/2016,06/09/2016,05:43:12,14,,20160906_054312.wav,0,0,2.124,0_20160906_054312_000,5,17:43:12,17,RHFE,10,10,0.67775,,10,82.075,0.75,17.09,83.784,78.004,82.081,81.045,82.16,0.824,128.134,16.577,7.47,1,RHFE
Buckfastleigh,C2,05/09/2016,08/09/2016,05:43:42,3,,20160908_054342.wav,0,0,2.076,0_20160908_054342_000,5,17:43:42,17,RHFE,2,2,0.323423,,2,82.961,-1.94,8.49,85.126,78.265,82.39,67.799,82.908,2.964,448.732,7.665,0.92,1,RHFE
Buckfastleigh,K2,05/09/2016,07/09/2016,05:43:58,55,,20160907_054358.wav,0,0,2.033,0_20160907_054358_000,5,17:43:58,17,RHFE,3,2,0.117261,PINA,3,68.948,-8.2,14.622,69.746,66.551,68.766,77.169,68.54,0.505,0.555,13.991,8.04,1,RHFE
Buckfastleigh,U2,05/09/2016,10/09/2016,05:44:10,70,,20160910_054410.wav,0,0,2.595,0_20160910_054410_000,5,17:44:10,17,RHFE,7,7,0.706886,,7,81.531,2.55,11.704,83.36,79.674,81.687,158.308,81.779,0.415,220.667,11.43,4.68,1,RHFE
