Site,Detector number,Survey date,DATE,TIME,Site Number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,HOUR,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
Buckfastleigh,C2,05/09/2016,08/09/2016,05:45:04,3,,20160908_054504.wav,0,0,2.023,0_20160908_054504_000,5,17:45:04,17,RHFE,3,3,0.670163,,3,82.779,-4.46,10.261,85.212,79.544,82.07,51.139,82.2,0.049,37.083,9.788,3.81,1,RHFE
Buckfastleigh,X1,05/09/2016,07/09/2016,05:45:10,7,,20160907_054510.wav,0,0,2.66,0_20160907_054510_000,5,17:45:10,17,RHFE,9,9,0.697054,,9,81.841,-0.55,23.592,82.983,74.144,81.768,106.481,81.481,1.359,78.354,23.48,3.01,1,RHFE
Buckfastleigh,U2,05/09/2016,08/09/2016,05:45:36,70,,20160908_054536.wav,0,0,3.087,0_20160908_054536_000,5,17:45:36,17,RHFE,12,12,0.487844,,12,82.557,3.74,29.087,83.86,78.299,82.718,116.826,82.911,0.262,-371.033,28.477,12.05,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,05:45:38,37,,20160906_054538.wav,0,0,3.721,0_20160906_054538_000,5,17:45:38,17,RHFE,14,14,0.608294,,15,82.33,-9.23,13.167,84.648,77.091,82.151,125.714,82.211,2.952,233.113,10.565,5.78,1,RHFE
Buckfastleigh,T2,05/09/2016,07/09/2016,05:45:45,71,,20160907_054545.wav,0,0,2.159,0_20160907_054545_000,5,17:45:45,17,RHFE,3,3,0.487069,,3,82.766,0.43,26.569,84.22,79.349,83.215,114.821,83.629,0.048,-1075.508,26.355,1.61,1,RHFE
Buckfastleigh,T1,05/09/2016,07/09/2016,05:46:59,16,,20160907_054659.wav,0,0,2.007,0_20160907_054659_000,5,17:46:59,17,RHFE,5,5,0.796483,,5,80.49,3.15,6.209,81.823,79.373,80.817,122.943,81.013,0.177,-49.353,6.13,2.13,1,RHFE
Buckfastleigh,T1,05/09/2016,08/09/2016,05:46:59,16,,20160908_054659.wav,0,0,2.12,0_20160908_054659_000,5,17:46:59,17,RHFE,3,3,0.760175,,3,80.544,-19.47,13.327,82.223,76.384,80.134,148.621,80.031,0.763,-115.52,9.987,1.66,1,RHFE
Buckfastleigh,E2,05/09/2016,06/09/2016,05:47:36,28,,20160906_054736.wav,0,0,2.193,0_20160906_054736_000,5,17:47:36,17,RHFE,6,5,0.370935,MYBE,6,82.5,-49.11,4.919,85.111,79.573,81.985,49.254,82.098,1.91,99.049,4.636,2.65,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,05:49:53,37,,20160906_054953.wav,0,0,2.099,0_20160906_054953_000,5,17:49:53,17,RHFE,3,3,0.734257,,4,81.854,3.49,19.228,84.077,76.419,81.678,56.338,82.092,2.942,141.643,16.541,2.92,1,RHFE
Buckfastleigh,D2,05/09/2016,06/09/2016,05:50:43,22,,20160906_055043.wav,0,0,2.005,0_20160906_055043_000,5,17:50:43,17,RHFE,2,2,0.799942,,2,80.408,-2.73,8.005,81.667,78.839,80.655,78.279,80.408,0.123,-203.135,7.979,1.16,1,RHFE
Buckfastleigh,R1,05/09/2016,06/09/2016,05:51:32,23,,20160906_055132.wav,0,0,2.028,0_20160906_055132_000,5,17:51:32,17,RHFE,4,4,0.503486,,5,79.717,20.61,28.307,81.66,75.12,80.155,155.756,80.353,5.151,16.691,27.841,5.06,1,RHFE
Buckfastleigh,B1,05/09/2016,06/09/2016,05:54:18,68,,20160906_055418.wav,0,0,2.185,0_20160906_055418_000,5,17:54:18,17,RHFE,3,3,0.661883,,5,84.443,-29.98,3.884,86.698,80.167,83.246,41.548,83.71,0.781,245.26,3.003,1.8,1,RHFE
Buckfastleigh,B1,05/09/2016,06/09/2016,05:54:31,68,,20160906_055431.wav,0,0,2.151,0_20160906_055431_000,5,17:54:31,17,RHFE,6,6,0.524483,,6,81.253,18.2,10.376,83.814,78.864,81.812,45.594,82.092,0.823,-13.585,9.366,4.73,1,RHFE
Buckfastleigh,G2,05/09/2016,07/09/2016,05:55:14,58,,20160907_055514.wav,0,0,2.201,0_20160907_055514_000,5,17:55:14,17,RHFE,3,3,0.554528,,3,81.361,9.28,18.567,85.307,79.261,82.008,60.479,82.483,4.467,369.496,13.236,1.2,1,RHFE
Buckfastleigh,S2,05/09/2016,08/09/2016,05:55:23,14,,20160908_055523.wav,0,0,2.028,0_20160908_055523_000,5,17:55:23,17,RHFE,7,6,0.316254,PINA,7,76.173,-0.19,21.57,76.99,74.039,76.104,191.306,75.994,0.694,-62.989,18.69,2.32,1,RHFE
Buckfastleigh,S2,05/09/2016,08/09/2016,05:56:45,14,,20160908_055645.wav,0,0,2.02,0_20160908_055645_000,5,17:56:45,17,RHFE,8,8,0.746863,,8,80.424,12.38,12.031,82.607,79.247,81.196,268.137,81.359,1.205,-62.568,11.052,4.09,1,RHFE
Buckfastleigh,D2,05/09/2016,08/09/2016,05:57:01,22,,20160908_055701.wav,0,0,2.077,0_20160908_055701_000,5,17:57:01,17,RHFE,2,2,0.760703,,3,82.2,-4.12,4.441,83.345,80.043,82.11,43.255,81.927,0.394,-34.016,3.108,1.42,1,RHFE
Buckfastleigh,V1,05/09/2016,06/09/2016,05:58:23,63,,20160906_055823.wav,0,0,2.159,0_20160906_055823_000,5,17:58:23,17,PINA,8,5,0.075523,RHFE,8,56.576,-0.52,15.648,57.22,55.765,56.526,130.052,56.419,0.445,29.172,14.759,3.84,1,RHFE
Buckfastleigh,M2,05/09/2016,07/09/2016,06:02:22,37,,20160907_060222.wav,0,0,2.108,0_20160907_060222_000,6,18:02:22,18,RHFE,7,6,0.318793,PINA,9,76.643,1.43,17.565,79.03,73.219,76.821,55.781,77.237,5.996,1.675,16.057,4.18,1,RHFE
Buckfastleigh,M2,05/09/2016,07/09/2016,06:04:52,37,,20160907_060452.wav,0,0,2.195,0_20160907_060452_000,6,18:04:52,18,RHFE,3,3,0.800465,,4,80.236,13.65,12.095,82.287,75.78,80.97,54.736,81.446,5.804,82.489,9.846,0.8,1,RHFE
Buckfastleigh,M2,05/09/2016,07/09/2016,06:09:02,37,,20160907_060902.wav,0,0,2.371,0_20160907_060902_000,6,18:09:02,18,RHFE,7,7,0.635146,,8,80.654,8.4,18.578,83.41,73.438,80.392,64.899,81.135,5.071,124.068,15.578,6.33,1,RHFE
Buckfastleigh,M2,05/09/2016,07/09/2016,06:09:39,37,,20160907_060939.wav,0,0,2.04,0_20160907_060939_000,6,18:09:39,18,RHFE,4,4,0.62613,,4,82.492,3.41,20.227,84.017,80.25,82.76,428.326,82.908,1.518,166.806,19.888,5.13,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:13:40,37,,20160906_201340.wav,0,0,3.904,0_20160906_201340_000,20,08:13:40,8,RHFE,27,21,0.260693,PINA;PIPI,30,73.797,14.2,10.719,76.707,69.876,73.745,75.517,74.121,3.592,-7.983,7.179,14.29,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:16:23,37,,20160906_201623.wav,0,0,2.3,0_20160906_201623_000,20,08:16:23,8,RHFE,5,5,0.548112,,9,82.138,7.76,23.194,85.498,74.454,82.071,59.792,82.23,8.127,-41.68,14.481,9.26,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:16:24,37,,20160905_201624.wav,0,0,2.072,0_20160905_201624_000,20,08:16:24,8,RHFE,5,5,0.544991,,5,82.327,-11.04,8.412,83.602,77.408,81.658,44.47,81.32,1.598,-81.764,6.503,3.53,1,RHFE
Buckfastleigh,F1,05/09/2016,11/09/2016,20:16:44,49,,20160911_201644.wav,0,0,2.016,0_20160911_201644_000,20,08:16:44,8,RHFE,5,5,0.731332,,5,81.169,13.79,4.982,83.726,80.032,81.571,36.784,81.646,2.25,-56.157,4.703,1.3,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:16:50,37,,20160905_201650.wav,0,0,2.181,0_20160905_201650_000,20,08:16:50,8,RHFE,7,7,0.578903,,7,83.238,-1.43,13.742,86.114,77.326,82.998,27.967,82.979,1.576,-10.015,11.321,3.69,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:17:17,37,,20160905_201717.wav,0,0,2.029,0_20160905_201717_000,20,08:17:17,8,RHFE,4,4,0.705131,,5,80.37,58.29,8.361,84.179,77.903,80.827,38.562,81.497,0.719,334.601,8.033,3.53,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:17:33,37,,20160905_201733.wav,0,0,2.099,0_20160905_201733_000,20,08:17:33,8,RHFE,3,3,0.662299,,3,80.816,2.46,25.307,82.222,73.695,80.627,65.77,80.828,1.494,7.955,24.311,3.67,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:18:10,37,,20160906_201810.wav,0,0,3.185,0_20160906_201810_000,20,08:18:10,8,RHFE,15,15,0.654391,,16,80.434,16.04,8.708,83.554,76.497,80.573,187.173,81.026,2.176,55.801,7.023,8.08,1,RHFE RHFE
Buckfastleigh,T1,05/09/2016,08/09/2016,20:19:09,16,,20160908_201909.wav,0,0,2.221,0_20160908_201909_000,20,08:19:09,8,RHFE,11,10,0.51989,PIPI,11,78.13,-1.03,16.551,79.441,74.995,78.137,93.695,78.157,0.923,-18.212,15.836,7.82,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:19:24,37,,20160906_201924.wav,0,0,2.601,0_20160906_201924_000,20,08:19:24,8,RHFE,14,13,0.416558,PIPI,16,79.81,5.15,8.33,83.35,74.606,79.874,143.422,80.287,3.747,-62.343,6.439,9.54,1,RHFE RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:20:01,37,,20160906_202001.wav,0,0,3.321,0_20160906_202001_000,20,08:20:01,8,RHFE,4,3,0.303697,PIPY,4,75.329,19.86,4.645,81.378,73.606,75.962,439.774,76.084,1.282,258.108,3.845,2.82,1,RHFE RHFE PIPY PIPI
Buckfastleigh,F1,05/09/2016,08/09/2016,20:22:06,49,,20160908_202206.wav,0,0,2.119,0_20160908_202206_000,20,08:22:06,8,RHFE,4,4,0.728972,,4,79.624,-5,4.321,81.046,78.076,79.522,54.084,79.223,0.114,513.125,4.016,2.49,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:22:33,37,,20160905_202233.wav,0,0,2.403,0_20160905_202233_000,20,08:22:33,8,RHFE,8,7,0.360536,PIPI,8,76.503,-0.26,9.083,80.233,71.756,76.265,60.086,76.424,2.289,290.129,6.29,2.96,1,RHFE PIPI
Buckfastleigh,K1,05/09/2016,05/09/2016,20:23:24,51,,20160905_202324.wav,0,0,10.953,0_20160905_202324_000,20,08:23:24,8,RHFE,7,6,0.259081,MYBE,7,79.593,71.63,4.85,83.943,76.582,80.591,27.637,80.485,3.086,-136.941,3.889,3.92,1,MYO RHFE
Buckfastleigh,R1,05/09/2016,10/09/2016,20:23:37,23,,20160910_202337.wav,0,0,6.887,0_20160910_202337_000,20,08:23:37,8,PIPI,33,26,0.201381,MYBR;RHFE;MYDAU,35,51.621,14.56,4.536,59.63,49.835,52.524,146.695,51.834,1.69,541.548,3.5,30.5,1,RHFE PIPI
Buckfastleigh,M2,05/09/2016,06/09/2016,20:24:00,37,,20160906_202400.wav,0,0,2.133,0_20160906_202400_000,20,08:24:00,8,RHFE,4,2,0.091091,PINA;PIPI,4,61.543,-5.67,8.281,62.519,59.715,61.308,55.43,60.796,1.632,102.49,7.045,1.18,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:24:08,37,,20160905_202408.wav,0,0,2.132,0_20160905_202408_000,20,08:24:08,8,RHFE,6,6,0.624648,,6,82.92,-12.46,15.42,84.541,77.575,82.169,51.127,82.081,2.224,405.147,14.408,2.5,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:24:16,37,,20160905_202416.wav,0,0,2.168,0_20160905_202416_000,20,08:24:16,8,RHFE,7,7,0.674885,,8,81.269,16.09,8.085,83.94,76.065,81.33,34.303,81.782,2.085,-17.902,6.745,5.29,1,RHFE
Buckfastleigh,D2,05/09/2016,07/09/2016,20:24:20,22,,20160907_202420.wav,0,0,2.017,0_20160907_202420_000,20,08:24:20,8,RHFE,3,3,0.694071,,3,81.394,26.94,5.826,84.618,81.11,81.892,37.984,82.483,0.773,127.254,5.516,0.65,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:24:38,37,,20160905_202438.wav,0,0,2.164,0_20160905_202438_000,20,08:24:38,8,RHFE,16,16,0.617256,,19,82.537,-4.35,9.668,85.604,77.342,82.434,119.789,82.58,3.789,64.652,7.873,6.47,1,RHFE
Buckfastleigh,D1,05/09/2016,05/09/2016,20:25:22,10,,20160905_202522.wav,0,0,2.099,0_20160905_202522_000,20,08:25:22,8,RHFE,8,8,0.642489,,10,81.347,15.11,6.148,84.288,78.551,81.61,35.839,81.568,1.564,87.249,5.041,6.43,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:25:47,37,,20160905_202547.wav,0,0,2.083,0_20160905_202547_000,20,08:25:47,8,RHFE,3,3,0.483369,,3,79.599,65.9,7.923,83.542,72.223,80.34,60.261,80.544,3.124,-1169.185,5.354,0.71,1,RHFE
Buckfastleigh,S2,05/09/2016,11/09/2016,20:25:54,14,,20160911_202554.wav,0,0,2.02,0_20160911_202554_000,20,08:25:54,8,RHFE,4,3,0.284355,PIPI,4,72.438,-1,19.868,73.046,68.847,72.106,153.734,71.863,1.084,329.661,19.231,2.12,1,RHFE
Buckfastleigh,K1,05/09/2016,05/09/2016,20:26:03,51,,20160905_202603.wav,0,0,146.383,0_20160905_202603_000,20,08:26:03,8,RHFE,83,80,0.575647,MYBE;PIPI,92,80.715,17.01,4.489,83.766,77.16,81.455,985.516,81.071,1.603,42.102,3.287,35.46,1,RHFE RHFE MYO RHFE PIPI PIPI MYO RHFE RHFE RHFE PIPI NYCT RHFE PIPI RHFE RHFE 
Buckfastleigh,B1,05/09/2016,06/09/2016,20:26:04,68,,20160906_202604.wav,0,0,5.012,0_20160906_202604_000,20,08:26:04,8,PIPI,8,4,0.102676,MYBR;PIPY;RHFE,9,52.251,-3.68,2.536,60.243,50.285,53.291,133.694,52.295,1.118,274.529,1.991,4.99,1,RHFE PIPI
Buckfastleigh,T1,05/09/2016,07/09/2016,20:26:06,16,,20160907_202606.wav,0,0,6.203,0_20160907_202606_000,20,08:26:06,8,PIPY,46,24,0.07543,RHFE;BABA;PIPI;PINA,46,63.61,17.41,8.269,69.88,62.87,64.849,103.699,64.909,1.235,145.013,7.3,22.14,1,RHFE PIPY
Buckfastleigh,B1,05/09/2016,06/09/2016,20:26:25,68,,20160906_202625.wav,0,0,11.804,0_20160906_202625_000,20,08:26:25,8,PIPI,6,4,0.204369,MYBR,8,49.133,19.59,2.491,63.218,46.808,50.974,965.824,49.669,1.332,578.715,2.072,4.88,1,PIPI PIPI RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,20:26:27,36,,20160905_202627.wav,0,0,2.108,0_20160905_202627_000,20,08:26:27,8,RHFE,3,3,0.646391,,3,80.816,-1.54,19.213,82.211,77.25,80.694,47.036,80.827,0.842,95.131,17.835,2.46,1,RHFE
Buckfastleigh,T1,05/09/2016,07/09/2016,20:26:32,16,,20160907_202632.wav,0,0,2.141,0_20160907_202632_000,20,08:26:32,8,RHFE,13,8,0.139124,PINA;PIPI,13,66.446,0.36,24.064,67.35,64.286,66.4,115.896,66.485,2.808,35.42,23.251,6.39,1,RHFE
Buckfastleigh,V1,05/09/2016,08/09/2016,20:26:48,63,,20160908_202648.wav,0,0,2.323,0_20160908_202648_000,20,08:26:48,8,RHFE,4,4,0.760234,,4,82.296,0.71,10.673,83.786,81.028,82.369,122.936,82.51,0.085,255.159,10.587,1.17,1,RHFE
Buckfastleigh,D1,05/09/2016,05/09/2016,20:27:27,10,,20160905_202727.wav,0,0,2.372,0_20160905_202727_000,20,08:27:27,8,RHFE,11,11,0.635033,,12,82.489,2.14,13.912,85.509,78.858,82.343,32.363,82.779,4.168,117.441,11.185,5.48,1,RHFE
Buckfastleigh,B1,05/09/2016,05/09/2016,20:27:39,68,,20160905_202739.wav,0,0,7.776,0_20160905_202739_000,20,08:27:39,8,RHFE,20,12,0.081863,MYBR;PIPI;MYNA,23,69.66,3.64,5.134,73.863,66.243,69.97,234.48,70.166,2.842,25.836,4.095,7.07,1,PIP PIPI RHFE PIPY
Buckfastleigh,M2,05/09/2016,06/09/2016,20:27:47,37,,20160906_202747.wav,0,0,2.377,0_20160906_202747_000,20,08:27:47,8,RHFE,9,7,0.190287,PINA,10,73.931,-14.4,10.306,77.104,70.609,73.62,57.186,73.652,4.493,136.491,8.798,6.33,1,RHFE
Buckfastleigh,B1,05/09/2016,05/09/2016,20:28:15,68,,20160905_202815.wav,0,0,3.939,0_20160905_202815_000,20,08:28:15,8,PIPY,26,16,0.111717,BABA;PIPI;RHFE,31,62.808,-11.53,5.252,72.288,60.715,64.507,65.186,63.055,2.37,175.474,4.464,19.56,1,RHFE PIPY PIPI PIPI
Buckfastleigh,T1,05/09/2016,05/09/2016,20:28:25,16,,20160905_202825.wav,0,0,2.219,0_20160905_202825_000,20,08:28:25,8,RHFE,7,7,0.785181,,7,80.588,-0.11,12.104,82.007,79.458,80.813,143.214,80.62,0.25,-120.226,12.054,4.56,1,RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,20:28:29,36,,20160905_202829.wav,0,0,3.367,0_20160905_202829_000,20,08:28:29,8,RHFE,10,9,0.391322,PIPI,11,78.362,2.29,4.307,80.683,75.018,78.298,96.262,78.645,1.335,39.545,3.449,5,1,RHFE PIPI
Buckfastleigh,M2,05/09/2016,06/09/2016,20:28:45,37,,20160906_202845.wav,0,0,2.269,0_20160906_202845_000,20,08:28:45,8,RHFE,5,5,0.651868,,7,80.101,4.97,12.216,83.436,71.907,79.667,59.485,79.911,7.019,-344.444,9.208,3.85,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:28:53,37,,20160906_202853.wav,0,0,2.22,0_20160906_202853_000,20,08:28:53,8,RHFE,6,5,0.317574,PINA,8,76.507,-43.7,12.649,78.294,74.043,75.795,51.922,75.88,2.411,-1.826,8.394,6.17,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:29:17,37,,20160905_202917.wav,0,0,2.155,0_20160905_202917_000,20,08:29:17,8,RHFE,7,7,0.663154,,9,80.301,5.82,12.603,83.443,73.887,79.957,38.238,80.323,3.002,-30.039,10.045,6.62,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:29:45,37,,20160906_202945.wav,0,0,2.089,0_20160906_202945_000,20,08:29:45,8,RHFE,4,4,0.588254,,4,81.25,-3.36,15.081,85.395,75.167,81.317,48.237,81.454,4.199,37.316,10.48,2.21,1,RHFE
Buckfastleigh,Z2,05/09/2016,06/09/2016,20:29:58,50,,20160906_202958.wav,0,0,11.127,0_20160906_202958_000,20,08:29:58,8,NYNO,41,16,0.056609,NYLE;EPSE;RHFE;MYBE,45,40.307,11.3,10.886,45.164,37.685,41.232,218.564,40.46,3.893,140.931,10.175,8.37,1,NYNO RHFE
Buckfastleigh,R1,05/09/2016,07/09/2016,20:30:06,23,,20160907_203006.wav,0,0,6.704,0_20160907_203006_000,20,08:30:06,8,PIPI,33,28,0.300263,RHFE,34,51.271,24.17,8.853,58.08,49.971,52.548,145.446,52.269,1.792,268.227,8.371,43.35,1,RHFE PIPI
Buckfastleigh,M2,05/09/2016,05/09/2016,20:30:21,37,,20160905_203021.wav,0,0,2.272,0_20160905_203021_000,20,08:30:21,8,RHFE,10,10,0.663372,,13,81.1,21.26,10.606,85.344,73.892,80.872,36.858,81.593,2.947,42.139,7.231,4.84,1,RHFE
Buckfastleigh,Z2,05/09/2016,11/09/2016,20:31:24,50,,20160911_203124.wav,0,0,21.885,0_20160911_203124_000,20,08:31:24,8,EPSE,96,56,0.131363,NYNO;NYLE;PLAUR;MYBE;RHFE,97,28.793,26.53,4.539,36.069,28.248,30.784,193.501,29.564,2.919,217.225,4.251,25.6,1,NYCT PIPI PIPI NYCT PIPI RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:31:35,37,,20160906_203135.wav,0,0,2.449,0_20160906_203135_000,20,08:31:35,8,RHFE,9,9,0.605813,,9,81.205,2.66,15.73,84.126,77.063,81.446,60.052,81.663,2.764,110.518,11.722,3.51,1,RHFE
Buckfastleigh,T1,05/09/2016,05/09/2016,20:31:36,16,,20160905_203136.wav,0,0,2.585,0_20160905_203136_000,20,08:31:36,8,RHFE,8,8,0.686667,,8,81.977,1.04,19.372,83.37,77.609,81.753,125.089,81.774,1.676,-52.331,19.098,7.24,1,RHFE
Buckfastleigh,E1,05/09/2016,05/09/2016,20:31:49,36,,20160905_203149.wav,0,0,2.116,0_20160905_203149_000,20,08:31:49,8,RHFE,9,9,0.759062,,9,81.372,-1.64,3.637,83.546,79.25,81.672,200.775,81.481,1.508,-74.19,3.604,2.42,1,RHFE RHFE
Buckfastleigh,T1,05/09/2016,05/09/2016,20:32:02,16,,20160905_203202.wav,0,0,2.42,0_20160905_203202_000,20,08:32:02,8,RHFE,6,5,0.374294,RHHI,7,79.759,9.71,9.457,82.877,77.956,80.534,75.803,80.984,0.352,263.655,9.325,1.92,1,RHFE
Buckfastleigh,B1,05/09/2016,05/09/2016,20:32:14,68,,20160905_203214.wav,0,0,3.032,0_20160905_203214_000,20,08:32:14,8,PIPY,14,13,0.441792,BABA,15,55.528,22.46,2.826,62.598,55.079,57.165,205.588,57.127,1.207,331.514,2.649,4.91,1,RHFE PIPY
Buckfastleigh,Z1,05/09/2016,07/09/2016,20:32:17,11,,20160907_203217.wav,0,0,2.124,0_20160907_203217_000,20,08:32:17,8,RHFE,9,9,0.55816,,9,81.648,-0.14,42.936,82.88,74.225,81.569,118.179,81.75,1.363,142.544,41.508,3.35,1,RHFE
Buckfastleigh,E1,05/09/2016,07/09/2016,20:32:18,36,,20160907_203218.wav,0,0,2.165,0_20160907_203218_000,20,08:32:18,8,RHFE,4,4,0.631566,,4,82.084,-19.64,11.717,83.36,78.365,81.466,54.081,81.871,1.167,225.171,11.333,4.56,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:32:25,37,,20160905_203225.wav,0,0,2.793,0_20160905_203225_000,20,08:32:25,8,RHFE,10,7,0.15101,PINA,12,71.025,5.8,6.465,73.563,67.796,70.95,32.148,71.061,3.01,34.716,4.952,2.72,1,RHFE MYO
Buckfastleigh,P1,05/09/2016,07/09/2016,20:32:52,41,,20160907_203252.wav,0,0,3.076,0_20160907_203252_000,20,08:32:52,8,RHFE,4,3,0.251037,PIPI,6,77.161,-43.32,5.357,82.112,73.272,76.614,220.969,76.727,2.541,120.319,3.721,2.05,1,PIPI PIPI RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:33:29,37,,20160905_203329.wav,0,0,2.087,0_20160905_203329_000,20,08:33:29,8,RHFE,6,6,0.740144,,6,80.293,4.82,6.704,83.394,78.117,80.527,29.844,80.838,2.36,81.647,6.453,3.77,1,RHFE
Buckfastleigh,M2,05/09/2016,06/09/2016,20:33:30,37,,20160906_203330.wav,0,0,2.021,0_20160906_203330_000,20,08:33:30,8,RHFE,5,5,0.685417,,8,79.537,29.05,15.605,83.351,76.835,80.086,73.734,80.449,4.154,-144.072,14.437,5.75,1,RHFE
Buckfastleigh,T1,05/09/2016,08/09/2016,20:33:43,16,,20160908_203343.wav,0,0,4.965,0_20160908_203343_000,20,08:33:43,8,RHFE,27,15,0.1262,PIPI;PINA,27,64.315,0.14,15.807,65.381,62.706,64.399,113.194,64.506,2.396,61.131,15.418,9.38,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:35:04,37,,20160905_203504.wav,0,0,2.123,0_20160905_203504_000,20,08:35:04,8,RHFE,7,4,0.092422,PINA;PIPI,7,63.782,4.94,6.386,66.239,60.741,63.869,26.135,64.121,2.957,-63.218,5.149,1.97,1,RHFE
Buckfastleigh,D1,05/09/2016,05/09/2016,20:36:51,10,,20160905_203651.wav,0,0,2.117,0_20160905_203651_000,20,08:36:51,8,RHFE,4,4,0.747882,,4,80.416,10.92,4.586,83.841,78.26,81.266,33.852,81.871,0.815,-178,3.713,1.16,1,RHFE
Buckfastleigh,Z1,05/09/2016,07/09/2016,20:37:02,11,,20160907_203702.wav,0,0,2.045,0_20160907_203702_000,20,08:37:02,8,RHFE,9,9,0.648091,,9,81.281,-0.04,19.687,82.684,79.046,81.35,230.202,81.201,1.119,-343.308,19.61,5.74,1,RHFE
Buckfastleigh,Z2,05/09/2016,07/09/2016,20:37:42,50,,20160907_203742.wav,0,0,3.18,0_20160907_203742_000,20,08:37:42,8,RHFE,10,10,0.580714,,12,81.247,-0.12,34.139,82.928,73.472,81.107,115.284,80.906,7.112,-297.271,31.227,2.57,1,RHFE
Buckfastleigh,E1,05/09/2016,07/09/2016,20:38:08,36,,20160907_203808.wav,0,0,2.139,0_20160907_203808_000,20,08:38:08,8,RHFE,5,5,0.737687,,6,81.257,35.83,8.704,83.259,78.654,81.659,33.193,81.508,0.885,261.771,8.206,3.32,1,RHFE
Buckfastleigh,M2,05/09/2016,05/09/2016,20:38:16,37,,20160905_203816.wav,0,0,3.187,0_20160905_203816_000,20,08:38:16,8,RHFE,15,10,0.118262,PIPY,16,70.944,-4.42,6.325,76.199,68.083,71.669,70.325,71.526,3.117,105.695,5.421,2.88,1,RHFE PIPY
Buckfastleigh,R1,05/09/2016,07/09/2016,20:40:00,23,,20160907_204000.wav,0,0,6.228,0_20160907_204000_000,20,08:40:00,8,PIPI,42,42,0.55784,,43,45.972,19.37,4.337,54.437,45.693,47.622,108.439,47.121,1.545,371.002,3.733,9.03,1,RHFE PIPI
Buckfastleigh,M2,05/09/2016,06/09/2016,20:40:04,37,,20160906_204004.wav,0,0,2.043,0_20160906_204004_000,20,08:40:04,8,RHFE,5,5,0.767736,,5,80.993,-6.26,13.003,82.32,75.833,80.64,64.307,80.359,3.188,-34.351,10.327,1.45,1,RHFE
Buckfastleigh,R1,05/09/2016,08/09/2016,20:40:43,23,,20160908_204043.wav,0,0,3.632,0_20160908_204043_000,20,08:40:43,8,RHFE,17,17,0.62646,,18,82.181,-0.15,28.182,83.425,77.197,82.056,182.256,81.761,0.646,14.762,27.752,9.45,1,RHFE
Buckfastleigh,R1,05/09/2016,08/09/2016,20:40:49,23,,20160908_204049.wav,0,0,2.344,0_20160908_204049_000,20,08:40:49,8,RHFE,18,16,0.388412,PIPI;PINA,18,77.944,0.77,25.225,78.948,72.246,77.813,134.584,77.638,1.187,-114.886,24.724,13.01,1,RHFE
Buckfastleigh,R1,05/09/2016,08/09/2016,20:41:00,23,,20160908_204100.wav,0,0,2.867,0_20160908_204100_000,20,08:41:00,8,RHFE,21,21,0.64028,,22,82.459,-1.63,23.174,83.511,77.036,82.142,131.953,82.001,0.846,35.38,23.001,13.07,1,RHFE
Buckfastleigh,R1,05/09/2016,07/09/2016,20:41:17,23,,20160907_204117.wav,0,0,17.665,0_20160907_204117_000,20,08:41:17,8,PIPI,119,112,0.497719,PIPY;RHFE,121,46.641,18.19,4.461,56.442,46.38,48.269,133.153,47.748,1.574,396.945,4.058,28.75,1,RHFE PIPI
Buckfastleigh,E2,05/09/2016,05/09/2016,20:41:46,28,,20160905_204146.wav,0,0,2.02,0_20160905_204146_000,20,08:41:46,8,RHFE,4,4,0.65506,,4,82.501,0.74,9.706,84.673,80.816,82.257,171.875,82.501,3.972,62.842,9.331,1.82,1,RHFE
