Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,,,,,
Buckfastleigh,,124,A2,,20160728_023623.wac,0,1730.157,2.241,0_20160728_030513_157,28/07/2016,03:05:13,3,27/07/2016,15:05:13,15,RHFE,7,7,0.583959,,9,82.317,37.03,7.474,85.561,79.853,82.648,55.653,82.967,3.25,58.109,6.022,3.79,1,RHFE,,,37,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,1631.475,30.324,0_20160726_030624_475,26/07/2016,03:06:24,3,25/07/2016,15:06:24,15,PIPY,86,75,0.317045,BABA;RHFE;MYBR,91,57.228,28.97,5.153,69.187,56.211,59.669,252.703,58.917,1.397,322.41,4.867,19.52,1,MYO PIPY MYO PIPY RHFE MYO,,,1871,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,1856.003,10.096,0_20160728_030710_003,28/07/2016,03:07:10,3,27/07/2016,15:07:10,15,PIPY,68,62,0.335388,RHFE,69,57.41,29.95,4.256,69.171,56.713,59.828,114.759,59.33,1.258,375.848,3.953,15.16,1,PIPY MYO RHFE,,,1806,1,
Buckfastleigh,,102,M1,,20160726_024145.wac,0,1537.965,2.433,0_20160726_030722_965,26/07/2016,03:07:22,3,25/07/2016,15:07:22,15,RHFE,10,10,0.686388,,10,82.497,-0.24,7.766,84.993,79.688,82.254,46.4,82.575,1.676,124.837,7.437,3.72,1,RHFE,,,510,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,1879.411,6.588,0_20160728_030733_411,28/07/2016,03:07:33,3,27/07/2016,15:07:33,15,PIPY,22,17,0.192326,BABA;RHFE,24,60.224,43.58,4.307,70.195,59.173,61.916,140.509,62.26,1.446,249.754,3.834,10.54,1,PIPY RHFE,,,1627,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,1942.359,7.64,0_20160728_030836_359,28/07/2016,03:08:36,3,27/07/2016,15:08:36,15,PIPY,53,48,0.366373,BABA;RHFE,54,56.862,28.75,5.169,68.777,55.461,59.125,92.091,58.745,1.353,378.305,4.592,14.69,1,PIPY RHFE,,,1734,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,1969.616,7.983,0_20160728_030903_616,28/07/2016,03:09:03,3,27/07/2016,15:09:03,15,PIPY,63,51,0.239124,BABA;RHFE,63,59.021,27.27,5.896,70.553,57.937,61.305,83.786,60.878,1.355,382.495,5.263,40.23,1,PIPY RHFE,,,1781,1,
Buckfastleigh,,103,L1,,20160726_024112.wac,0,1675.985,2.013,0_20160726_030907_985,26/07/2016,03:09:07,3,25/07/2016,15:09:07,15,RHFE,6,6,0.553708,,7,81.666,10.13,9.289,83.777,77.144,81.747,53.944,82.367,3.988,-181.089,8.156,2.47,1,RHFE,,,456,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,1924.904,37.495,0_20160727_030918_904,27/07/2016,03:09:18,3,26/07/2016,15:09:18,15,PIPY,189,157,0.317785,BABA;RHFE;MYBR;MYNA;MYDAU;EPSE,205,56.272,32.13,3.195,66.366,55.585,58.374,161.185,58.085,1.132,330.43,2.904,59.53,1,PIPY RHFE PIPY MYO MYO,,,2117,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2036.473,9.225,0_20160728_031010_473,28/07/2016,03:10:10,3,27/07/2016,15:10:10,15,PIPY,63,58,0.377424,RHFE;MYNA,66,56.856,22.64,3.648,68.18,56.224,59.107,113.47,58.757,1.484,392.374,3.326,21.05,1,PIPY RHFE,,,1783,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,1867.669,8.929,0_20160726_031020_669,26/07/2016,03:10:20,3,25/07/2016,15:10:20,15,PIPY,51,45,0.340067,BABA;RHFE,55,57.253,27.89,4.902,69.266,56.396,59.413,130.351,59.102,1.46,298.349,4.406,25.46,1,PIPY RHFE,,,1720,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2069.832,8.467,0_20160728_031043_832,28/07/2016,03:10:43,3,27/07/2016,15:10:43,15,PIPY,64,56,0.327326,RHFE,64,58.162,23.96,4.612,69.917,57.246,60.387,106.521,59.779,1.474,385.445,4.283,26.43,1,PIPY RHFE,,,1784,1,
Buckfastleigh,,137,P1,,20160726_024116.wac,0,1768.32,2.479,0_20160726_031044_320,26/07/2016,03:10:44,3,25/07/2016,15:10:44,15,RHFE,9,4,0.043178,PINA;PIPI,9,60.004,-2.81,7.108,61.144,58.249,60.069,53.195,60.057,1.165,-218.289,5.76,8.57,1,RHFE,,,578,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,1907.152,7.347,0_20160726_031100_152,26/07/2016,03:11:00,3,25/07/2016,15:11:00,15,PIPY,50,45,0.363466,BABA;RHFE,53,57.016,31.67,4.36,69.606,56.303,59.404,85.454,58.968,1.244,330.147,4.019,20.07,1,PIPY RHFE,,,1715,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2039.404,45.995,0_20160727_031113_404,27/07/2016,03:11:13,3,26/07/2016,15:11:13,15,PIPY,279,262,0.549671,BABA;MYNA;RHFE;VEMU;NYNO,286,54.776,39.66,2.951,65.375,54.238,57.065,148.499,56.766,1.171,336.837,2.63,59.92,1,PIPY MYO MYO MYO PIPY MYO RHFE,,,2239,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,1963.836,4.363,0_20160726_031156_836,26/07/2016,03:11:56,3,25/07/2016,15:11:56,15,RHFE,12,9,0.199313,PIPY;NYLE,12,72.586,17,10.186,76.268,69.506,73.194,142.884,72.982,0.696,260.295,9.881,12.8,1,PIPY RHFE,,,1593,1,
Buckfastleigh,,122,R1,,20160729_023413.wac,0,2283.443,33.756,0_20160729_031216_443,29/07/2016,03:12:16,3,28/07/2016,15:12:16,15,RHFE,4,4,0.628729,,5,77.215,0.4,14.06,80.028,72.274,77.142,1365.501,77.736,0.149,310.828,13.615,1.58,1,RHFE,,,796,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2003.688,6.111,0_20160726_031236_688,26/07/2016,03:12:36,3,25/07/2016,15:12:36,15,PIPY,32,21,0.128408,RHFE;BABA,36,62.983,23.53,6.446,70.788,61.894,64.454,113.033,64.129,0.97,230.79,5.853,26.97,1,PIPY RHFE,,,1651,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2029.109,12.489,0_20160726_031302_109,26/07/2016,03:13:02,3,25/07/2016,15:13:02,15,PIPY,87,60,0.156237,BABA;RHFE;PLAUR,96,59.188,34.67,5.722,68.996,58.192,61.093,120.619,60.995,1.207,254.742,5.469,40.33,1,RHFE PIPY PIPY RHFE,,,1874,2,
Buckfastleigh,,140,G2,,20160726_024701.wac,0,1566.827,2.272,0_20160726_031307_827,26/07/2016,03:13:07,3,25/07/2016,15:13:07,15,RHFE,5,5,0.609261,,6,81.944,-19.78,12.864,85.087,73.585,80.81,42.863,81.667,4.955,69.664,11.281,1.76,1,RHFE,,,190,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2157.695,27.604,0_20160727_031311_695,27/07/2016,03:13:11,3,26/07/2016,15:13:11,15,NoID,144,0,0,PIPY;RHFE;MYNA;BABA;PLAUR;RHFE,153,56.185,34.55,3.291,65.844,55.533,58.239,163.013,58.263,1.218,275.065,2.994,31.51,1,PIPY MYO RHFE,,,2009,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2212.749,21.749,0_20160727_031406_749,27/07/2016,03:14:06,3,26/07/2016,15:14:06,15,PIPY,142,107,0.198712,BABA;MYBR;PIPI;MYDAU;MYNA;EPSE;RHFE;PLAUR;VEMU;NYLE,148,53.496,57.3,2.977,65.491,52.329,56.188,143.565,56.186,1.148,297.997,2.583,34,1,MYO PIPY MYO PIPY RHFE,,,2001,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2329.073,4.725,0_20160728_031503_073,28/07/2016,03:15:03,3,27/07/2016,15:15:03,15,RHFE,12,12,0.697024,,12,81.587,0.95,13.634,82.787,76.686,81.539,121.711,81.38,0.887,-87.938,13.486,7.55,1,PIPY RHFE,,,1588,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2279.488,55.611,0_20160727_031513_488,27/07/2016,03:15:13,3,26/07/2016,15:15:13,15,PIPY,368,336,0.446481,BABA;MYNA;RHFE;MYBR;PLAUR;EPSE,385,54.902,31.93,3.645,65.528,54.286,57.165,132.03,56.669,1.411,233.148,3.22,109.19,1,PIPY MYO RHFE MYO PIPY MYO PIPY MYO PIPY,,,2310,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2170.42,9.679,0_20160726_031523_420,26/07/2016,03:15:23,3,25/07/2016,15:15:23,15,PIPY,73,69,0.426892,MYNA;RHFE;NYNO,75,55.092,29.64,3.798,67.282,54.352,57.356,117.915,56.891,1.762,264.477,3.443,18.66,1,PIPY RHFE,,,1834,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2353.072,7.027,0_20160728_031527_072,28/07/2016,03:15:27,3,27/07/2016,15:15:27,15,PIPY,37,31,0.26962,BABA;RHFE,40,58.656,37.28,4.04,69.274,57.964,60.711,177.127,60.333,1.306,329.296,3.665,16.73,1,RHFE PIPY RHFE,,,1665,2,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2180.168,2.931,0_20160726_031533_168,26/07/2016,03:15:33,3,25/07/2016,15:15:33,15,RHFE,12,12,0.573515,,12,82.35,-0.22,19.393,83.57,76.487,82.098,86.099,82.358,0.65,148.991,18.77,6.41,1,RHFE,,,1586,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2183.601,20.097,0_20160726_031536_601,26/07/2016,03:15:36,3,25/07/2016,15:15:36,15,PIPY,117,108,0.458313,BABA;RHFE,124,55.561,31.96,4.17,66.892,54.797,57.688,146.68,57.125,1.304,324.424,3.775,38.29,1,PIPY RHFE,,,1956,1,
Buckfastleigh,,160,Z2,,20160728_023605.wac,0,2382.719,3.08,0_20160728_031547_719,28/07/2016,03:15:47,3,27/07/2016,15:15:47,15,RHFE,15,15,0.650193,,16,82.441,0.38,19.773,83.471,79.072,82.314,104.329,82.287,1.437,-257.239,19.603,8.98,1,RHFE,,,2724,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2419.381,7.517,0_20160728_031633_381,28/07/2016,03:16:33,3,27/07/2016,15:16:33,15,PIPY,25,15,0.08047,RHFE,27,65.368,15.96,11.033,73.515,62.066,66.607,146.053,66.491,1.294,328.787,10.47,27.04,1,PIPY MYO RHFE,,,1634,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2365.123,32.376,0_20160727_031639_123,27/07/2016,03:16:39,3,26/07/2016,15:16:39,15,PIPY,210,191,0.423566,BABA;RHFE;PLAUR;NYNO,221,55.411,35.92,2.948,65,54.803,57.356,135.536,57.284,1.186,347.461,2.582,48.43,1,PIPY PIPY RHFE MYO,,,2155,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2439.544,13.055,0_20160728_031653_544,28/07/2016,03:16:53,3,27/07/2016,15:16:53,15,PIPY,83,77,0.382589,BABA;RHFE,88,56.515,32.07,4.079,69.852,55.959,59.088,109.299,58.306,1.497,407.512,3.693,22.69,1,PIPY RHFE,,,1864,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2465.745,8.553,0_20160728_031719_745,28/07/2016,03:17:19,3,27/07/2016,15:17:19,15,PIPY,21,15,0.218474,BABA;RHFE,23,59.774,49.31,5.24,66.496,58.23,61.168,199.693,61.272,1.319,327.817,4.884,7.56,1,PIPY RHFE,,,1623,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2287.325,8.073,0_20160726_031720_325,26/07/2016,03:17:20,3,25/07/2016,15:17:20,15,PIPY,48,42,0.332612,BABA;RHFE,52,57.75,31.92,4.463,69.017,57.231,60.02,104.777,59.338,1.755,446.223,4.025,19.05,1,PIPY PIPY RHFE,,,1707,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2454.813,59.385,0_20160727_031808_813,27/07/2016,03:18:08,3,26/07/2016,15:18:08,15,PIPY,321,298,0.419493,BABA;PIPI;MYBR;MYNA;RHFE;NYLE;NYNO,345,55.435,35.63,3.001,66.172,54.884,57.694,164.545,57.447,1.167,359.569,2.68,87.17,1,PIPY MYO RHFE MYO PIPY RHFE RHFE,,,2277,3,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2364.84,4.859,0_20160726_031837_840,26/07/2016,03:18:37,3,25/07/2016,15:18:37,15,RHFE,12,12,0.517152,,12,80.961,1.75,13.381,82.43,74.504,80.93,360.394,81.037,1.156,-121.428,13.04,10.84,1,PIPY RHFE,,,1589,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2544.847,4.252,0_20160728_031838_847,28/07/2016,03:18:38,3,27/07/2016,15:18:38,15,PIPY,15,13,0.328146,BABA;RHFE,15,57.306,36.16,3.555,69.005,56.867,59.811,215.091,59.489,1.358,419.061,3.232,3.28,1,PIPY PIPY RHFE,,,1610,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2549.167,7.232,0_20160728_031843_167,28/07/2016,03:18:43,3,27/07/2016,15:18:43,15,PIPY,21,21,0.4319,,22,55.677,48.04,2.963,68.315,55.066,57.997,115.064,57.824,1.248,520.273,2.521,6.39,1,PIPY RHFE,,,1624,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2557.917,11.681,0_20160728_031851_917,28/07/2016,03:18:51,3,27/07/2016,15:18:51,15,PIPY,70,48,0.144648,RHFE;BABA,74,63.258,17.94,6.093,72.565,61.278,64.737,138.863,64.187,1.271,316.737,5.854,43.58,1,RHFE PIPY RHFE,,,1819,2,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2571.921,4.977,0_20160728_031905_921,28/07/2016,03:19:05,3,27/07/2016,15:19:05,15,RHFE,17,11,0.115633,PIPY;RHHI,20,72.869,30.13,13.456,78.131,68.463,74.234,80.462,75.452,0.788,159.817,12.946,8.49,1,PIPY RHFE,,,1615,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2590.839,7.16,0_20160728_031924_839,28/07/2016,03:19:24,3,27/07/2016,15:19:24,15,PIPY,36,27,0.178924,BABA;RHFE;MYBE,40,59.98,44.05,5.355,72.544,58.879,62.375,138.064,61.775,1.286,408.263,4.749,25.39,1,PIPY RHFE,,,1661,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2536.1,25.599,0_20160727_031930_100,27/07/2016,03:19:30,3,26/07/2016,15:19:30,15,PIPY,140,116,0.288084,BABA;MYBR;PIPI;MYDAU;RHFE;PLAUR;VEMU,157,54.167,47.22,2.895,65.92,53.291,56.677,140.399,56.244,1.165,381.094,2.555,37.62,1,MYO PIPY MYO PIPY RHFE,,,1999,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2672.247,15.152,0_20160728_032046_247,28/07/2016,03:20:46,3,27/07/2016,15:20:46,15,PIPY,73,53,0.148677,RHFE;BABA;MYBR;MYNA,78,61.041,50.79,6.422,71.507,58.571,63.331,171.462,63.473,1.311,224.698,5.906,67.44,1,RHFE PIPY MYO PIPY,,,1835,1,
Buckfastleigh,,134,E1,,20160726_030500.wac,0,947.024,21.275,0_20160726_032047_024,26/07/2016,03:20:47,3,25/07/2016,15:20:47,15,PIPI,52,42,0.276013,PIPY;BABA;MYBR;MYNA;RHFE,63,49.403,33.35,2.393,56.575,48.339,50.897,301.501,50.604,1.042,246.426,2.073,23.79,1,PIPI RHFE,,,138,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2619.633,69.665,0_20160727_032053_633,27/07/2016,03:20:53,3,26/07/2016,15:20:53,15,PIPY,493,439,0.406835,BABA;EPSE;NYLE;RHFE;BABA;RHFE,522,55.604,31.93,3.277,66.19,54.99,57.819,129.531,57.389,1.252,251.296,2.948,146.23,1,PIPY PIPY RHFE PIPY,,,2372,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2525.46,8.639,0_20160726_032118_460,26/07/2016,03:21:18,3,25/07/2016,15:21:18,15,PIPY,57,49,0.287769,RHFE,57,58.667,23.41,5.425,71.094,57.235,60.89,120.654,60.053,1.441,362.492,5.127,34.41,1,PIPY RHFE,,,1759,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2537.695,4.004,0_20160726_032130_695,26/07/2016,03:21:30,3,25/07/2016,15:21:30,15,PIPY,17,8,0.061183,RHFE;BABA;MYBE,18,68.089,43.05,6.48,73.419,66.608,69.225,115.005,68.48,0.934,176.002,6.299,12.72,1,PIPY RHFE,,,1614,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2727.871,3.128,0_20160728_032141_871,28/07/2016,03:21:41,3,27/07/2016,15:21:41,15,RHFE,9,9,0.559442,,9,81.013,-0.6,22.016,82.041,74.581,80.771,135.497,80.83,1.558,437.56,21.514,4.97,1,RHFE,,,1564,1,
Buckfastleigh,,137,P1,,20160727_023902.wac,0,2566.917,3.981,0_20160727_032148_917,27/07/2016,03:21:48,3,26/07/2016,15:21:48,15,RHFE,8,8,0.730386,,8,81.052,24.7,10.502,84.7,79.544,81.752,65.575,81.977,2.133,71.697,8.121,2.73,1,RHFE,,,567,1,
Buckfastleigh,,122,R1,,20160730_023311.wac,0,2924.452,2.747,0_20160730_032155_452,30/07/2016,03:21:55,3,29/07/2016,15:21:55,15,RHFE,4,4,0.485102,,4,79.812,0.31,30.208,81.666,77.152,80.145,90.883,80.408,0.074,-578.069,29.195,1.12,1,RHFE,,,813,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2564.956,8.743,0_20160726_032157_956,26/07/2016,03:21:57,3,25/07/2016,15:21:57,15,PIPY,62,39,0.097639,RHFE;BABA;PLAUR,64,63.192,29.64,10.807,73.203,60.489,65.041,111.701,64.696,1.602,247.349,10.139,29.57,1,RHFE PIPY RHFE,,,1779,2,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2689.64,27.159,0_20160727_032203_640,27/07/2016,03:22:03,3,26/07/2016,15:22:03,15,PIPY,234,209,0.237094,BABA;PINA;RHFE;MYNA;BABA;MYNA;RHHI;EPSE,247,55.638,34.07,4.066,67.279,54.58,57.993,108.462,57.408,1.453,320.154,3.652,92.96,1,PIPY RHFE PIPY,,,2194,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2766.964,36.635,0_20160728_032220_964,28/07/2016,03:22:20,3,27/07/2016,15:22:20,15,PIPY,162,143,0.318447,BABA;MYBR;MYBE;RHFE;MYDAU;NYNO,165,55.456,44.35,3.905,69.19,54.687,58.323,205.398,57.839,1.406,363.659,3.533,50.15,1,PIPY MYO RHFE MYO PIPY MYO PIPY MYO,,,2055,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2602.845,41.853,0_20160726_032235_845,26/07/2016,03:22:35,3,25/07/2016,15:22:35,15,PIPY,342,322,0.493535,MYBE;NYNO;BABA;PLAUR;MYBR;MYNA,349,54.285,28.41,3.802,68.258,53.707,56.856,111.284,56.169,1.547,414.313,3.383,87.23,1,PIPY PIPI RHFE,,,2293,1,
Buckfastleigh,,122,R1,,20160731_023112.wac,0,3097.127,2.772,0_20160731_032249_127,31/07/2016,03:22:49,3,30/07/2016,15:22:49,15,RHFE,4,4,0.713881,,4,80.237,-0.51,18.277,81.437,79.02,80.165,143.277,80.408,0.1,196.307,17.795,2.69,1,RHFE,,,851,1,
Buckfastleigh,,122,R1,,20160731_023112.wac,0,3100.605,2.593,0_20160731_032252_605,31/07/2016,03:22:52,3,30/07/2016,15:22:52,15,RHFE,2,2,0.680602,,2,79.216,1.21,22.77,80.424,79.216,79.623,188.101,80.408,0.049,119.515,22.77,0.51,1,RHFE,,,632,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2767.316,19.083,0_20160727_032321_316,27/07/2016,03:23:21,3,26/07/2016,15:23:21,15,PIPY,171,155,0.390946,BABA;RHFE,178,55.938,36.81,3.683,67.403,55.275,58.424,94.546,57.998,1.251,362.032,3.37,56.51,1,PIPY RHFE RHFE PIPY,,,2078,2,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2786.476,34.223,0_20160727_032340_476,27/07/2016,03:23:40,3,26/07/2016,15:23:40,15,PIPY,176,155,0.397425,BABA;RHFE;MYBR;PLAUR,194,54.204,37.37,3.325,65.756,53.679,56.756,140.877,56.169,1.252,332.113,3.044,63.76,1,PIPY RHFE PIPY,,,2089,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2684.405,15.993,0_20160726_032357_405,26/07/2016,03:23:57,3,25/07/2016,15:23:57,15,PIPY,138,125,0.391795,BABA;MYBR;RHFE;MYNA;PLAUR;PINA,142,54.843,25.61,3.812,67.052,54.234,57.294,92.096,56.735,1.447,379.523,3.458,39.63,1,PIPY RHFE,,,1995,1,
Buckfastleigh,,134,E1,,20160726_030500.wac,0,1140.244,2.055,0_20160726_032400_244,26/07/2016,03:24:00,3,25/07/2016,15:24:00,15,RHFE,5,5,0.730427,,5,82.66,-3.77,7.38,83.872,80.823,82.428,29.239,82.15,0.456,91.863,7.129,3,1,RHFE,,,139,1,
Buckfastleigh,,122,R1,,20160731_023112.wac,0,3186.263,2.636,0_20160731_032418_263,31/07/2016,03:24:18,3,30/07/2016,15:24:18,15,RHFE,3,3,0.639327,,3,79.739,0.12,32.355,81.644,76.288,79.856,79.771,80.021,0.736,-346.788,31.94,0.82,1,RHFE,,,743,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2705.875,7.224,0_20160726_032418_875,26/07/2016,03:24:18,3,25/07/2016,15:24:18,15,PIPY,58,48,0.247272,RHFE;PLAUR,61,58.574,23.56,5.22,69.764,57.796,60.737,88.519,60.129,1.304,281.803,4.914,10.42,1,PIPY RHFE,,,1761,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2825.893,11.105,0_20160727_032419_893,27/07/2016,03:24:19,3,26/07/2016,15:24:19,15,PIPY,60,53,0.41425,BABA;RHFE,63,55.74,39.19,3.67,67.599,54.887,58.183,142.135,57.754,1.263,346.408,3.359,16.65,1,PIPY RHFE,,,1771,1,
Buckfastleigh,,122,R1,,20160731_023112.wac,0,3191.475,2.624,0_20160731_032423_475,31/07/2016,03:24:23,3,30/07/2016,15:24:23,15,RHFE,4,4,0.730406,,4,79.608,-0.44,12.619,80.841,76.888,79.678,195.481,79.812,0.1,-230.852,12.619,0.94,1,RHFE,,,845,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2838.163,10.236,0_20160727_032432_163,27/07/2016,03:24:32,3,26/07/2016,15:24:32,15,PIPY,74,56,0.254563,BABA;MYBR;RHFE;MYNA;PLAUR;EPSE;VEMU,77,53.844,42.33,3.141,63.865,52.487,56.036,115.163,55.918,1.097,208.987,2.741,20.01,1,PIPY RHFE,,,1838,1,
Buckfastleigh,,122,R1,,20160731_023112.wac,0,3201.521,2.677,0_20160731_032433_521,31/07/2016,03:24:33,3,30/07/2016,15:24:33,15,RHFE,3,3,0.715567,,3,79.759,0.55,19.684,80.838,78.703,79.87,181.351,80.021,0.051,190.084,19.617,0.95,1,RHFE,,,741,1,
Buckfastleigh,,122,R1,,20160731_023112.wac,0,3204.909,2.489,0_20160731_032436_909,31/07/2016,03:24:36,3,30/07/2016,15:24:36,15,RHFE,4,4,0.496365,,4,79.608,0.15,19.352,80.833,78.431,79.575,149.147,79.819,0.139,420.55,19.352,1.01,1,RHFE,,,844,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2939.869,8.529,0_20160728_032513_869,28/07/2016,03:25:13,3,27/07/2016,15:25:13,15,PIPY,39,38,0.417337,NYNO,43,54.884,42.38,2.701,66.082,54.41,57.381,121.114,57.293,1.056,440.216,2.438,9.1,1,PIPY MYO RHFE,,,1670,1,
Buckfastleigh,,134,E1,,20160726_030500.wac,0,1216.96,30.839,0_20160726_032516_960,26/07/2016,03:25:16,3,25/07/2016,15:25:16,15,PIPI,59,39,0.195412,BABA;PIPY;MYBR;MYBE,66,48.969,29.22,2.349,56.326,48.099,50.521,434.525,50.088,0.99,344.899,1.904,25.38,1,PIPI RHFE RHFE,,,140,2,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2948.573,2.525,0_20160728_032522_573,28/07/2016,03:25:22,3,27/07/2016,15:25:22,15,RHFE,7,7,0.767206,,8,81.253,-7.5,8.265,82.615,78.222,80.745,112.778,80.434,0.966,-65.211,8.241,2.83,1,RHFE,,,1550,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2775.919,44.28,0_20160726_032528_919,26/07/2016,03:25:28,3,25/07/2016,15:25:28,15,PIPY,380,347,0.457554,BABA;MYNA;RHFE;EPSE,395,55.374,29.33,4.033,66.349,54.579,57.578,110.622,57.1,1.365,331.867,3.637,109.9,1,PIPY PIPY RHFE RHFE,,,2314,2,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2897.973,20.425,0_20160727_032531_973,27/07/2016,03:25:31,3,26/07/2016,15:25:31,15,PIPY,115,104,0.388435,BABA;MYNA;MYBR;RHFE,115,55.621,36.78,3.224,66.402,55.003,57.86,160.32,57.535,1.176,348.128,2.868,25.87,1,PIPY RHFE,,,1953,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2969.049,7.349,0_20160728_032543_049,28/07/2016,03:25:43,3,27/07/2016,15:25:43,15,PIPY,28,21,0.162208,RHFE,31,61.167,33.06,10.218,70.189,58.583,63.008,182.605,62.866,1.281,367.568,9.806,49.29,1,PIPY RHFE,,,1640,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2919.257,51.741,0_20160727_032553_257,27/07/2016,03:25:53,3,26/07/2016,15:25:53,15,PIPY,381,351,0.41383,BABA;RHFE;MYBR;MYNA;NYNO,399,55.636,34.04,3.378,66.174,55.077,57.86,121.275,57.499,1.297,343.722,3.031,89.99,1,PIPY MYO RHFE,,,2315,1,
Buckfastleigh,,138,T1,,20160728_023614.wac,0,2993.504,4.795,0_20160728_032607_504,28/07/2016,03:26:07,3,27/07/2016,15:26:07,15,RHFE,11,9,0.271542,PIPY,11,77.353,8.09,11.32,79.647,75.134,77.563,189.327,77.431,2.431,-22.229,11.207,7.05,1,RHFE,,,1581,1,
Buckfastleigh,,138,T1,,20160726_023913.wac,0,2821.143,32.156,0_20160726_032614_143,26/07/2016,03:26:14,3,25/07/2016,15:26:14,15,PIPY,236,222,0.489085,BABA;PIPI;MYBE;MYNA;RHFE;NYLE,253,53.79,38.97,3.381,66.025,53.216,56.218,125.156,55.696,1.375,361.84,2.875,71.96,1,PIPY PIPY RHFE RHFE PIPY,,,2198,2,
Buckfastleigh,,122,R1,,20160730_023311.wac,0,3195.357,49.741,0_20160730_032626_357,30/07/2016,03:26:26,3,29/07/2016,15:26:26,15,NoID,2,0,0,RHFE,10,59.847,127.87,2.811,76.112,46.127,58.494,4365.811,62.126,1.12,301.747,1.956,5.03,1,RHFE,,,610,1,
Buckfastleigh,,138,T1,,20160727_023714.wac,0,2971.383,47.716,0_20160727_032645_383,27/07/2016,03:26:45,3,26/07/2016,15:26:45,15,PIPY,365,342,0.566119,MYNA;BABA;RHFE;MYBR,385,55.607,36.36,3.194,65.907,54.97,57.803,116.573,57.515,1.276,313.325,2.872,92.2,1,RHFE PIPY MYO MYO RHFE RHFE MYO RHFE,,,2308,4,
