Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,,,,,
Buckfastleigh,,127,W2,,20160626_040105.wac,0,3316.719,3.58,0_20160626_045621_719,26/06/2016,04:56:21,4,25/06/2016,16:56:21,16,RHFE,10,10,0.518288,,10,82.153,6.2,15.943,83.54,78.784,82.413,157.709,82.582,0.438,-654.105,15.89,10.97,1,PIPY RHFE,,,2676,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1215.383,5.116,0_20160728_045625_383,28/07/2016,04:56:25,4,27/07/2016,16:56:25,16,RHFE,5,5,0.530308,,5,81.102,9.62,7.938,83.192,77.543,80.973,77.387,81.357,0.119,-565.986,7.755,1.56,1,RHFE,,,921,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1517.579,5.32,0_20160731_045628_579,31/07/2016,04:56:28,4,30/07/2016,16:56:28,16,RHFE,6,6,0.729782,,6,81.802,0.44,7.967,83.204,79.397,81.923,240.965,81.922,1.475,315.567,7.813,4.18,1,RHFE,,,1040,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1041.359,6.74,0_20160726_045633_359,26/07/2016,04:56:33,4,25/07/2016,16:56:33,16,RHFE,2,2,0.773703,,3,76.494,27.51,3.576,81.939,75.949,78.268,199.231,78.116,0.552,2.417,3.397,0.71,1,RHFE,,,645,1,
Buckfastleigh,,122,R1,,20160730_043311.wac,0,1407.116,9.283,0_20160730_045638_116,30/07/2016,04:56:38,4,29/07/2016,16:56:38,16,RHFE,2,2,0.695127,,2,83.351,-1.3,4.412,84.22,81.633,82.925,92.14,82.908,0.313,-319.826,4.412,0.58,1,RHFE,,,613,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1229.791,27.108,0_20160728_045639_791,28/07/2016,04:56:39,4,27/07/2016,16:56:39,16,RHFE,34,34,0.688406,,34,82.043,0.78,8.919,83.48,79.993,82.613,442.518,82.297,0.442,134.061,8.585,14.93,1,RHFE RHFE RHFE,,,1440,3,
Buckfastleigh,,126,V2,,20160726_043905.wac,0,1054.877,9.821,0_20160726_045639_877,26/07/2016,04:56:39,4,25/07/2016,16:56:39,16,NYNO,14,7,0.061386,RHFE;NYLE,14,46.009,2.08,13.939,46.863,44.702,46.116,495.589,46.095,0.826,-115.93,11.175,3.63,1,RHFE NYNO,,,2636,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1536.488,11.811,0_20160731_045647_488,31/07/2016,04:56:47,4,30/07/2016,16:56:47,16,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RHFE,,,609,1,
Buckfastleigh,,122,R1,,20160730_043311.wac,0,1416.669,22.329,0_20160730_045647_669,30/07/2016,04:56:47,4,29/07/2016,16:56:47,16,RHFE,24,24,0.686922,,25,82.117,0.17,8.912,83.6,80.383,82.337,844.318,82.325,0.388,107.948,8.617,10.02,1,RHFE RHFE RHFE RHFE,,,1401,4,
Buckfastleigh,,160,Z2,,20160731_043105.wac,0,1542.437,2.361,0_20160731_045647_437,31/07/2016,04:56:47,4,30/07/2016,16:56:47,16,RHFE,8,8,0.632205,,9,81.459,-6.02,18.07,83.76,76.57,81.27,67.446,81.122,2.739,-134.486,16.397,8.03,1,RHFE,,,2714,1,
Buckfastleigh,,124,A2,,20160730_043335.wac,0,1393.932,2.167,0_20160730_045648_932,30/07/2016,04:56:48,4,29/07/2016,16:56:48,16,RHFE,4,4,0.699117,,4,81.233,7.14,5.672,83.989,79.109,81.465,52.326,82.279,2.288,253.511,5.635,1.47,1,RHFE,,,61,1,
Buckfastleigh,,124,A2,,20160728_043641.wac,0,1208.188,2.311,0_20160728_045649_188,28/07/2016,04:56:49,4,27/07/2016,16:56:49,16,RHFE,10,10,0.74668,,10,80.447,1.72,7.874,83.35,78.507,80.518,35.533,80.591,1.863,130.891,7.293,4.31,1,RHFE,,,47,1,
Buckfastleigh,,102,M1,,20160726_044314.wac,0,815.784,2.415,0_20160726_045649_784,26/07/2016,04:56:49,4,25/07/2016,16:56:49,16,RHFE,9,9,0.609064,,9,82.412,-8.87,8.037,84.455,78.614,82.14,42.303,82.502,1.173,62.815,7.172,4.68,1,RHFE,,,500,1,
Buckfastleigh,,106,I2,,20160728_043802.wac,0,1128.352,2.247,0_20160728_045650_352,28/07/2016,04:56:50,4,27/07/2016,16:56:50,16,RHFE,5,5,0.543334,,9,83.662,-24.57,14.389,85.884,77.558,82.93,39.869,83.444,4.489,-119.82,12.085,6.93,1,RHFE,,,390,1,
Buckfastleigh,,124,A2,,20160726_043926.wac,0,1046.877,2.121,0_20160726_045652_877,26/07/2016,04:56:52,4,25/07/2016,16:56:52,16,RHFE,6,5,0.244198,PINA,6,74.958,36.01,9.229,77.56,72.156,75.067,45.878,75.775,3.065,57.017,7.812,2.76,1,RHFE,,,26,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1060.517,7.681,0_20160726_045652_517,26/07/2016,04:56:52,4,25/07/2016,16:56:52,16,RHFE,4,4,0.588686,,4,81.854,-1.23,11.995,82.935,78.483,81.927,309.329,81.659,0.524,-495.138,11.896,1.94,1,RHFE,,,804,1,
Buckfastleigh,,140,G2,,20160726_044345.wac,0,791.96,2.139,0_20160726_045656_960,26/07/2016,04:56:56,4,25/07/2016,16:56:56,16,RHFE,8,8,0.721044,,8,81.237,-3.98,7.558,83.101,74.625,80.719,244.194,80.849,2.125,71.521,7.177,5.91,1,RHFE RHFE,,,180,2,
Buckfastleigh,,124,A2,,20160726_043926.wac,0,1051.869,2.029,0_20160726_045657_869,26/07/2016,04:56:57,4,25/07/2016,16:56:57,16,RHFE,10,10,0.598526,,9,81.198,11.6,9.983,83.625,79.695,81.666,160.119,81.939,2.354,-7.253,8.367,6.2,1,RHFE,,,92,1,
Buckfastleigh,,104,K1,,20160727_045534.wac,0,93.944,2.655,0_20160727_045707_944,27/07/2016,04:57:07,4,26/07/2016,16:57:07,16,RHFE,10,8,0.287891,PINA,11,73.251,18.96,5.045,75.192,71.231,73.407,68.789,73.453,1.853,31.886,3.752,4.01,1,RHFE,,,434,1,
Buckfastleigh,,106,I2,,20160728_043802.wac,0,1146.519,2.28,0_20160728_045708_519,28/07/2016,04:57:08,4,27/07/2016,16:57:08,16,RHFE,9,9,0.618989,,9,81.837,2.15,9.671,85.244,77.285,81.989,46.677,82.309,3.457,179.395,7.648,5.68,1,RHFE,,,391,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1258.805,2.893,0_20160728_045708_805,28/07/2016,04:57:08,4,27/07/2016,16:57:08,16,RHFE,6,6,0.643795,,6,80.958,-0.22,6.259,82.217,78.258,81,294.171,80.838,0.998,-338.365,6.209,2.21,1,RHFE,,,1057,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1077.86,10.339,0_20160726_045709_860,26/07/2016,04:57:09,4,25/07/2016,16:57:09,16,RHFE,6,6,0.522755,,7,83.014,18.91,5.698,84.621,80.668,83.239,350.784,83.354,0.158,-159.428,5.475,4.03,1,RHFE,,,1055,1,
Buckfastleigh,,114,O2,,20160726_043915.wac,0,1075.341,27.357,0_20160726_045710_341,26/07/2016,04:57:10,4,25/07/2016,16:57:10,16,PIPI,79,41,0.099171,PIPY;MYBR;RHFE;PINA;MYNA;MYBE,93,52.426,33.09,3.912,69.082,51.044,55.576,267.7,53.441,1.706,498.739,3.219,40.52,1,PIPI RHFE PIPI RHFE PIPI,,,527,2,
Buckfastleigh,,122,R1,,20160730_043311.wac,0,1440.811,8.688,0_20160730_045711_811,30/07/2016,04:57:11,4,29/07/2016,16:57:11,16,RHFE,14,14,0.702159,,14,82.546,0.88,10.12,83.85,80.591,82.525,100.436,82.612,0.595,99.2,10.089,6.66,1,RHFE,,,1317,1,
Buckfastleigh,,138,T1,,20160727_043715.wac,0,1196.88,116.519,0_20160727_045711_880,27/07/2016,04:57:11,4,26/07/2016,16:57:11,16,PIPY,982,820,0.246748,BABA;RHFE;MYNA;PIPI;MYBR;MYDAU;MYBE;EPSE,1032,58.056,34.76,4.959,70.636,56.832,60.676,111.242,59.927,1.369,328.42,4.525,401.54,1,PIPY PIPY RHFE RHFE RHFE RHFE RHFE PIPY RHFE RHFE RHFE,,,2467,8,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1262.727,7.472,0_20160728_045712_727,28/07/2016,04:57:12,4,27/07/2016,16:57:12,16,RHFE,24,24,0.667567,,26,81.555,4.29,4.275,83.537,79.745,81.886,163.356,82.201,0.339,-111.571,4.19,6.52,1,RHFE,,,1402,1,
Buckfastleigh,,124,A2,,20160727_043740.wac,0,1176.053,2.045,0_20160727_045716_053,27/07/2016,04:57:16,4,26/07/2016,16:57:16,16,RHFE,4,4,0.731118,,5,82.157,1.12,5.902,84.25,80.823,82.117,72.913,82.32,0.204,216.188,5.405,3.26,1,RHFE,,,62,1,
Buckfastleigh,,127,W2,,20160627_040105.wac,0,3371.245,2.853,0_20160627_045716_245,27/06/2016,04:57:16,4,26/06/2016,16:57:16,16,RHFE,4,4,0.767968,,4,81.87,-1.91,6.461,83.379,80.016,81.48,383.925,81.463,0.655,230.966,5.775,3.27,1,RHFE,,,2668,1,
Buckfastleigh,,122,R1,,20160729_043411.wac,0,1386.619,10.18,0_20160729_045717_619,29/07/2016,04:57:17,4,28/07/2016,16:57:17,16,RHFE,12,12,0.584878,,13,82.818,3.32,12.336,84.843,77.521,83.146,134.468,83.816,0.435,-172.092,11.644,6.82,1,RHFE,,,1284,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1089.28,2.719,0_20160726_045721_280,26/07/2016,04:57:21,4,25/07/2016,16:57:21,16,RHFE,2,2,0.683288,,2,82.483,4.51,4.096,84.22,82.058,83.125,190.166,83.351,0.095,-483.902,4.096,0.61,1,RHFE,,,643,1,
Buckfastleigh,,122,R1,,20160730_043311.wac,0,1450.063,9.436,0_20160730_045721_063,30/07/2016,04:57:21,4,29/07/2016,16:57:21,16,RHFE,6,6,0.482107,,6,82.205,0.51,4.086,83.641,78.792,82.281,168.493,82.364,0.332,-602.401,4.053,2.35,1,RHFE,,,982,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1271.939,11.06,0_20160728_045721_939,28/07/2016,04:57:21,4,27/07/2016,16:57:21,16,RHFE,42,42,0.673073,,43,82.034,-1.31,5.774,83.786,80.344,82.225,206.989,82.307,0.206,3.096,5.302,15.43,1,RHFE,,,1449,1,
Buckfastleigh,,106,I2,,20160726_043927.wac,0,1080.08,4.119,0_20160726_045727_080,26/07/2016,04:57:27,4,25/07/2016,16:57:27,16,RHFE,24,24,0.659592,,29,81.833,5.93,10.965,85.105,75.877,81.61,80.692,81.756,3.972,97.431,8.044,15.45,1,RHFE,,,263,1,
Buckfastleigh,,122,R1,,20160729_043411.wac,0,1398.583,14.816,0_20160729_045729_583,29/07/2016,04:57:29,4,28/07/2016,16:57:29,16,RHFE,3,3,0.784088,,3,81.961,-0.61,11.724,83.345,80.555,81.834,224.001,81.655,0.921,195.852,10.836,1.2,1,RHFE,,,720,1,
Buckfastleigh,,102,M1,,20160727_044049.wac,0,1001.076,4.323,0_20160727_045730_076,27/07/2016,04:57:30,4,26/07/2016,16:57:30,16,RHFE,18,11,0.113998,PIPY,19,72.175,15.92,7.313,78.712,69.79,73.185,113.042,73.13,2.465,220.08,6.33,17.05,1,PIPY RHFE,,,514,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1098.337,3.261,0_20160726_045730_337,26/07/2016,04:57:30,4,25/07/2016,16:57:30,16,RHFE,7,7,0.455597,,7,83.227,1.85,11.057,85.157,81.675,83.573,204.62,83.845,0.082,218.817,10.839,5.24,1,RHFE,,,1061,1,
Buckfastleigh,,106,I2,,20160726_043927.wac,0,1087.463,2.336,0_20160726_045734_463,26/07/2016,04:57:34,4,25/07/2016,16:57:34,16,RHFE,6,6,0.636815,,7,81.302,1.83,13.5,85.348,76.109,81.632,58.074,82.016,4.339,418.766,12.178,3.4,1,RHFE,,,264,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1284.433,6.465,0_20160728_045734_433,28/07/2016,04:57:34,4,27/07/2016,16:57:34,16,RHFE,26,26,0.707482,,28,80.856,2.88,6.125,82.374,79.106,79.769,116.01,81.166,0.22,71.602,6.038,26.28,1,RHFE,,,1414,1,
Buckfastleigh,,124,A2,,20160729_043441.wac,0,1376.279,2.02,0_20160729_045737_279,29/07/2016,04:57:37,4,28/07/2016,16:57:37,16,RHFE,5,5,0.698433,,5,83,-5.57,7.44,84.815,80.557,82.524,45.265,82.653,0.822,-4.084,5.733,2.14,1,RHFE,,,55,1,
Buckfastleigh,,140,G2,,20160726_044345.wac,0,835.473,2.025,0_20160726_045740_473,26/07/2016,04:57:40,4,25/07/2016,16:57:40,16,RHFE,3,3,0.667302,,3,79.749,6.54,8.542,81.927,78.228,80.362,72.804,81.1,3.244,86.174,8.211,2.26,1,RHFE,,,181,1,
Buckfastleigh,,106,I2,,20160728_043802.wac,0,1178.08,2.219,0_20160728_045740_080,28/07/2016,04:57:40,4,27/07/2016,16:57:40,16,RHFE,6,6,0.589665,,6,82.772,-0.98,4.523,84.824,76.416,82.04,26.282,82.784,0.647,-343.561,3.573,1.88,1,RHFE,,,392,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1293.256,13.843,0_20160728_045743_256,28/07/2016,04:57:43,4,27/07/2016,16:57:43,16,RHFE,34,34,0.626992,,35,82.688,1.62,7.54,83.96,78.682,82.648,274.966,82.835,0.118,-248.047,6.868,14.43,1,RHFE,,,1441,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1112.799,8.9,0_20160726_045744_799,26/07/2016,04:57:44,4,25/07/2016,16:57:44,16,RHFE,9,9,0.670006,,9,81.928,2.33,4.333,83.448,80.076,82.115,61.953,82.396,0.519,-242.714,3.873,3.33,1,RHFE,,,1182,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1594.195,8.804,0_20160731_045745_195,31/07/2016,04:57:45,4,30/07/2016,16:57:45,16,RHFE,8,8,0.553547,,8,82.385,-0.9,9.522,83.582,78.396,82.196,665.989,81.973,0.758,84.941,9.522,5.45,1,RHFE RHFE,,,1132,2,
Buckfastleigh,,106,I2,,20160727_043724.wac,0,1229.363,2.136,0_20160727_045753_363,27/07/2016,04:57:53,4,26/07/2016,16:57:53,16,RHFE,5,4,0.353484,MYBE,6,82.927,-135.21,13.088,84.264,78.612,82.519,33.56,80.916,3.058,102.404,11.821,4.91,1,RHFE,,,331,1,
Buckfastleigh,,132,U1,,20160727_043706.wac,0,1248.324,2.075,0_20160727_045754_324,27/07/2016,04:57:54,4,26/07/2016,16:57:54,16,RHFE,17,17,0.772843,,17,81.354,2.5,7.167,83.092,79.713,81.612,59.139,81.843,0.501,56.979,6.898,7.54,1,RHFE,,,2574,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1605.184,15.715,0_20160731_045756_184,31/07/2016,04:57:56,4,30/07/2016,16:57:56,16,RHFE,17,17,0.624815,,18,82.264,5.71,8.333,83.996,80.276,82.778,715.825,83.214,0.247,-259.96,8,8.02,1,RHFE,,,1351,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1307.26,15.639,0_20160728_045757_260,28/07/2016,04:57:57,4,27/07/2016,16:57:57,16,RHFE,9,9,0.684276,,9,81.564,2.86,6.863,83.16,80.079,81.942,553.074,82.117,0.211,-421.926,6.809,3.9,1,RHFE RHFE,,,1201,2,
Buckfastleigh,,102,M1,,20160726_044314.wac,0,884.535,2.164,0_20160726_045758_535,26/07/2016,04:57:58,4,25/07/2016,16:57:58,16,RHFE,2,2,0.711885,,2,82.908,2.56,10.951,84.22,81.633,82.831,107.909,82.908,0.073,256.842,10.926,2.45,1,RHFE,,,494,1,
Buckfastleigh,,106,I2,,20160727_043724.wac,0,1235.033,2.365,0_20160727_045759_033,27/07/2016,04:57:59,4,26/07/2016,16:57:59,16,RHFE,8,6,0.152764,PINA,12,76.117,-35.54,10.624,78.996,71.033,75.672,37.689,75.632,4.47,-159.826,8.42,11.51,1,RHFE,,,332,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1130.52,4.379,0_20160726_045802_520,26/07/2016,04:58:02,4,25/07/2016,16:58:02,16,RHFE,3,3,0.729564,,3,82.246,0.28,3.838,83.641,81.361,82.288,236.306,82.495,0.081,331.816,3.774,0.92,1,RHFE,,,773,1,
Buckfastleigh,,122,R1,,20160730_043311.wac,0,1491.273,2.825,0_20160730_045802_273,30/07/2016,04:58:02,4,29/07/2016,16:58:02,16,RHFE,8,8,0.688634,,8,83.041,-1.37,8.389,84.451,79.907,82.917,93.912,83.028,0.881,48.287,7.51,3.03,1,RHFE,,,1124,1,
Buckfastleigh,,106,I2,,20160726_043927.wac,0,1117.144,2.255,0_20160726_045804_144,26/07/2016,04:58:04,4,25/07/2016,16:58:04,16,RHFE,10,10,0.693533,,11,81.06,-9.72,10.584,82.913,76.695,80.477,37.302,81.048,1.65,171.66,9.553,6.79,1,RHFE,,,265,1,
Buckfastleigh,,132,U1,,20160727_043706.wac,0,1258.148,2.451,0_20160727_045804_148,27/07/2016,04:58:04,4,26/07/2016,16:58:04,16,RHFE,10,10,0.629861,,11,82.264,-1.93,15.743,83.357,77.768,82.183,226.95,82.038,1.586,-328.979,15.663,6.46,1,RHFE,,,2581,1,
Buckfastleigh,,132,U1,,20160727_043706.wac,0,1260.956,2.343,0_20160727_045806_956,27/07/2016,04:58:06,4,26/07/2016,16:58:06,16,RHFE,9,9,0.555059,,9,82.018,-0.56,24.186,83.358,77.299,82.083,126.038,81.856,2.532,-126.39,23.382,3.98,1,RHFE,,,2592,1,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1136.025,5.673,0_20160726_045808_025,26/07/2016,04:58:08,4,25/07/2016,16:58:08,16,RHFE,7,7,0.619857,,7,82.255,-8.66,4.176,83.597,74.701,82.178,179.098,82.386,0.773,-944.305,3.728,2.57,1,RHFE,,,1083,1,
Buckfastleigh,,124,A2,,20160727_043740.wac,0,1230.739,2.16,0_20160727_045810_739,27/07/2016,04:58:10,4,26/07/2016,16:58:10,16,RHFE,4,4,0.76479,,4,81.454,-4.12,7.485,83.139,77.749,81.297,45.343,80.612,3.022,13.878,6.363,1.11,1,RHFE NYNO,,,58,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1621.745,14.253,0_20160731_045812_745,31/07/2016,04:58:12,4,30/07/2016,16:58:12,16,RHFE,10,10,0.48515,,11,82.004,6.14,7.855,84.166,78.754,82.512,118.34,82.969,0.285,-416.354,7.815,6.72,1,RHFE RHFE,,,1213,2,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1324.481,8.517,0_20160728_045814_481,28/07/2016,04:58:14,4,27/07/2016,16:58:14,16,RHFE,4,4,0.721026,,5,80.402,15.62,5.832,83.716,79.722,81.328,1224.958,82.354,0.3,11.806,5.658,1.38,1,RHFE RHFE,,,854,2,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1149.712,28.187,0_20160726_045821_712,26/07/2016,04:58:21,4,25/07/2016,16:58:21,16,RHFE,37,37,0.619777,,38,81.81,0.32,10.527,83.476,76.537,82.096,449.639,81.719,0.409,-302.822,9.577,15.97,1,RHFE RHFE RHFE RHFE,,,1443,4,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1333.392,8.407,0_20160728_045823_392,28/07/2016,04:58:23,4,27/07/2016,16:58:23,16,RHFE,6,6,0.635693,,7,81.424,-2.27,3.722,82.629,78.983,81.245,1152.509,81.064,0.15,504.023,3.506,2.08,1,RHFE RHFE,,,1047,2,
Buckfastleigh,,114,O2,,20160726_043915.wac,0,1149.476,9.723,0_20160726_045824_476,26/07/2016,04:58:24,4,25/07/2016,16:58:24,16,PIPI,28,13,0.064826,RHFE;PIPY;MYBR;PINA,31,55.781,-0.3,6.251,68.029,54.067,57.71,220.837,55.902,2.646,406.318,5.192,8.86,1,PIPI RHFE PIPI,,,526,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1636.38,6.119,0_20160731_045827_380,31/07/2016,04:58:27,4,30/07/2016,16:58:27,16,RHFE,8,8,0.611584,,8,82.492,0.84,6.331,83.901,78.599,82.581,198.991,82.713,0.079,32.503,6.273,6.68,1,RHFE,,,1123,1,
Buckfastleigh,,119,T2,,20160729_043405.wac,0,1462.596,2.903,0_20160729_045827_596,29/07/2016,04:58:27,4,28/07/2016,16:58:27,16,RHFE,8,8,0.716071,,8,81.229,0.63,20.583,83.028,79.555,81.54,126.017,81.854,0.068,244.156,20.206,8.58,1,RHFE,,,2549,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1343.057,8.941,0_20160728_045833_057,28/07/2016,04:58:33,4,27/07/2016,16:58:33,16,RHFE,18,18,0.643372,,18,82.113,1.53,10.297,83.647,79.278,82.286,367.702,82.552,1.279,-219.101,9.945,10.38,1,RHFE,,,1361,1,
Buckfastleigh,,106,I2,,20160726_043927.wac,0,1148.223,5.676,0_20160726_045835_223,26/07/2016,04:58:35,4,25/07/2016,16:58:35,16,NYNO,23,15,0.107159,RHFE,23,40.532,7.99,5.583,41.788,39.612,40.669,237.124,40.822,1.285,-53.948,4.989,41.61,1,RHFE RHFE NYNO,,,252,2,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1646.339,6.46,0_20160731_045837_339,31/07/2016,04:58:37,4,30/07/2016,16:58:37,16,RHFE,3,3,0.718638,,3,82.79,-0.98,6.054,83.949,81.644,82.86,466.401,82.766,0.08,-155.123,5.876,0.92,1,RHFE,,,696,1,
Buckfastleigh,,106,I2,,20160727_043724.wac,0,1274.139,2.26,0_20160727_045838_139,27/07/2016,04:58:38,4,26/07/2016,16:58:38,16,RHFE,4,4,0.666925,,5,82.327,-1.9,12.863,85.185,77.84,82.33,43.323,82.171,5.244,268.675,11.018,1.88,1,RHFE,,,333,1,
Buckfastleigh,,122,R1,,20160729_043411.wac,0,1468.497,7.601,0_20160729_045839_497,29/07/2016,04:58:39,4,28/07/2016,16:58:39,16,RHFE,2,2,0.797402,,2,82.075,-0.96,8.112,83.333,80.816,82.037,205.047,82.058,0.097,51.2,8.063,0.84,1,RHFE,,,684,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1653.615,13.084,0_20160731_045844_615,31/07/2016,04:58:44,4,30/07/2016,16:58:44,16,RHFE,7,7,0.739011,,9,80.125,14.08,4.655,83.002,79.093,80.833,831.22,81.517,0.105,188.689,4.372,3.13,1,RHFE RHFE,,,1116,2,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1180.425,17.273,0_20160726_045852_425,26/07/2016,04:58:52,4,25/07/2016,16:58:52,16,RHFE,2,2,0.781158,,2,82.058,-2.71,3.949,82.483,80.816,81.603,227.43,81.667,0.049,111.944,3.949,0.67,1,RHFE,,,642,1,
Buckfastleigh,,122,R1,,20160727_043712.wac,0,1300.929,3.869,0_20160727_045852_929,27/07/2016,04:58:52,4,26/07/2016,16:58:52,16,RHFE,4,4,0.773584,,4,81.445,0.46,13.257,83.13,80.816,81.752,180.027,82.066,0.583,37.331,13.257,2.89,1,RHFE,,,800,1,
Buckfastleigh,,106,I2,,20160727_043724.wac,0,1289.897,2.201,0_20160727_045853_897,27/07/2016,04:58:53,4,26/07/2016,16:58:53,16,RHFE,3,3,0.664903,,5,82.164,18.13,13.961,85.777,78.661,82.451,46.91,82.15,7.269,-25.565,12.226,2.68,1,RHFE,,,334,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1367.029,7.869,0_20160728_045857_029,28/07/2016,04:58:57,4,27/07/2016,16:58:57,16,RHFE,19,19,0.686139,,21,82.036,30.89,6.303,84.212,80.417,82.593,193.841,82.777,0.751,114.407,6.068,7.58,1,RHFE,,,1378,1,
Buckfastleigh,,124,A2,,20160726_043926.wac,0,1173.151,2.348,0_20160726_045859_151,26/07/2016,04:58:59,4,25/07/2016,16:58:59,16,RHFE,10,9,0.40213,PINA,10,78.323,-0.15,7.787,80.461,74.002,78.058,47.22,78.295,2.576,-10.417,6.351,4.51,1,RHFE,,,98,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1375.608,6.591,0_20160728_045905_608,28/07/2016,04:59:05,4,27/07/2016,16:59:05,16,RHFE,7,7,0.716659,,7,82.265,6.16,4.901,84.115,81.293,82.798,116.918,83.142,0.248,51.815,4.86,3.78,1,RHFE RHFE,,,1069,2,
Buckfastleigh,,138,T1,,20160727_043715.wac,0,1314.315,113.284,0_20160727_045909_315,27/07/2016,04:59:09,4,26/07/2016,16:59:09,16,PIPY,1137,951,0.23045,BABA;RHFE;PIPI;MYNA;EPSE;MYBR;PINA;PLAUR;NYNO;NYLE,1185,58.046,30.54,5.629,71.73,56.557,60.846,92.238,59.9,1.702,351.152,5.171,458.23,1,PIPY RHFE RHFE RHFE PIPY RHFE RHFE RHFE RHFE PIPY RHFE RHFE RHFE RHFE RHFE RHFE PIPY,,,2482,13,
Buckfastleigh,,122,R1,,20160726_043912.wac,0,1198.793,7.805,0_20160726_045910_793,26/07/2016,04:59:10,4,25/07/2016,16:59:10,16,RHFE,2,2,0.775602,,2,81.65,-5.3,3.342,82.908,80.016,81.325,225.731,80.816,0.392,446.273,3.243,0.88,1,RHFE,,,641,1,
Buckfastleigh,,122,R1,,20160728_043610.wac,0,1382.321,5.077,0_20160728_045912_321,28/07/2016,04:59:12,4,27/07/2016,16:59:12,16,RHFE,5,5,0.781187,,5,81.326,1.44,4.028,82.858,80.17,81.555,167.762,81.81,0.098,222.746,3.92,2.4,1,RHFE,,,929,1,
Buckfastleigh,,122,R1,,20160731_043111.wac,0,1683.345,2.453,0_20160731_045914_345,31/07/2016,04:59:14,4,30/07/2016,16:59:14,16,RHFE,5,5,0.56903,,5,82.66,3.1,8.814,84.405,78.374,82.768,107.689,83.171,0.551,-303.678,8.676,2.69,1,RHFE,,,917,1,
Buckfastleigh,,126,V2,,20160727_043705.wac,0,1330.811,3.488,0_20160727_045915_811,27/07/2016,04:59:15,4,26/07/2016,16:59:15,16,RHFE,18,11,0.175373,PIPI;PINA,18,66.587,-0.72,10.234,67.63,65.52,66.675,112.193,66.736,0.678,-15.106,8.959,6.72,1,RHFE,,,2649,1,
Buckfastleigh,,137,P1,,20160726_044056.wac,0,1100.521,2.377,0_20160726_045916_521,26/07/2016,04:59:16,4,25/07/2016,16:59:16,16,RHFE,4,4,0.526788,,4,82.917,1.43,14.391,85.598,81.084,83.037,97.697,82.908,1.011,4.493,12.618,2.45,1,RHFE,,,565,1,
Buckfastleigh,,122,R1,,20160730_043311.wac,0,1565.048,3.151,0_20160730_045916_048,30/07/2016,04:59:16,4,29/07/2016,16:59:16,16,RHFE,11,11,0.691944,,12,80.501,9.69,5.379,82.92,78.356,81.189,94.01,81.933,0.143,-201.082,5.288,5.51,1,RHFE,,,1256,1,
Buckfastleigh,,106,I2,,20160727_043724.wac,0,1314.125,2.273,0_20160727_045918_125,27/07/2016,04:59:18,4,26/07/2016,16:59:18,16,RHFE,11,11,0.639235,,11,81.206,0.32,8.587,83.879,74.615,80.98,38.472,81.36,2.219,-107.273,7.762,4.75,1,RHFE,,,335,1,
Buckfastleigh,,106,I2,,20160726_043927.wac,0,1192.315,2.184,0_20160726_045919_315,26/07/2016,04:59:19,4,25/07/2016,16:59:19,16,RHFE,9,9,0.73143,,9,81.394,2.47,7.862,83.628,77.946,81.372,43.191,81.565,1.894,39.028,7.143,5.24,1,RHFE,,,266,1,
