Site,Survey date,Site Number,Detector number,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
Buckfastleigh,26/06/2016,2,B2,,20160626_231000.wac,0,3008.652,13.247,0_20160627_000008_652,27/06/2016,00:00:08,0,26/06/2016,12:00:08,12,PIPY,25,18,0.163216,BABA;RHFE;PIPI;MYBE,30,55.853,23.79,2.564,60.459,54.743,56.917,388.551,56.866,0.876,155.879,2.021,12.43,1,PIPI PIPY PIPY PIPI PIPY PIPY RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,81.093,2.005,0_20160627_012807_093,27/06/2016,01:28:07,1,26/06/2016,13:28:07,13,RHFE,8,6,0.165115,PIPI;PIPY,8,74.707,2.09,5.764,75.928,71.85,74.606,279.336,74.824,2.661,305.222,5.187,2.44,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,193.991,44.808,0_20160627_012959_991,27/06/2016,01:29:59,1,26/06/2016,13:29:59,13,PIPY,146,84,0.113624,BABA;PIPI;RHFE;MYBR;MYBE;MYNA;PINA,157,57.8,18.23,3.153,61.349,56.138,58.391,286.311,58.538,1.016,182.296,2.493,67.72,1,PIPY PIPY PIPI PIPY RHFE PIPI RHFE PIPY RHFE RHFE RHFE PIPI RHFE PIPI PIPY PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,238.885,3.713,0_20160627_013044_885,27/06/2016,01:30:44,1,26/06/2016,13:30:44,13,PIPY,9,4,0.04044,RHFE;PINA,9,65.173,17.88,2.829,68.57,63.997,65.875,106.116,66.006,0.908,151.731,2.711,4.27,1,PIPI RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,283.412,4.387,0_20160627_013129_412,27/06/2016,01:31:29,1,26/06/2016,13:31:29,13,RHFE,14,7,0.052716,PIPY;PIPI;PINA,14,66.198,20.3,3.029,69.138,65.241,66.954,230.016,67.145,0.914,139.592,2.453,3.69,1,PIPI PIPY RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,297.277,2.421,0_20160627_013143_277,27/06/2016,01:31:43,1,26/06/2016,13:31:43,13,PIPY,3,2,0.145494,RHFE,3,63.407,27.09,2.806,67.729,62.36,64.161,1115.25,64.58,0.391,311.266,2.449,0.84,1,PIPY PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,302.595,8.204,0_20160627_013148_595,27/06/2016,01:31:48,1,26/06/2016,13:31:48,13,PIPY,14,7,0.099358,BABA;PIPI;RHFE,15,56.988,21.39,2.452,59.546,55.366,57.313,555.037,57.721,0.529,311.847,1.874,7.71,1,PIPY PIPI RHFE RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,321.128,2.071,0_20160627_013207_128,27/06/2016,01:32:07,1,26/06/2016,13:32:07,13,RHFE,20,17,0.295952,BABA;PIPY,22,77.247,4.99,3.641,79.369,74.446,77.007,98.051,77.675,0.351,76.278,2.652,8.92,1,PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,349.319,2.98,0_20160627_013235_319,27/06/2016,01:32:35,1,26/06/2016,13:32:35,13,PIPY,8,5,0.109695,PIPI;RHFE,8,59.041,-8.36,2.623,62.616,57.772,59.638,323.636,58.926,0.92,88.68,1.971,3.65,1,PIPY RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,358.855,3.044,0_20160627_013244_855,27/06/2016,01:32:44,1,26/06/2016,13:32:44,13,RHFE,14,9,0.100714,PIPY,15,72.594,31.77,3.884,76.497,71.158,73.44,74.156,73.613,1.489,30.872,3.232,4.07,1,PIPY RHFE PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,380.724,24.475,0_20160627_013306_724,27/06/2016,01:33:06,1,26/06/2016,13:33:06,13,PIPY,58,48,0.366631,BABA;PIPI;MYBE;MYBR,65,51.658,26.78,2.451,55.6,50.947,52.62,346.957,52.593,0.896,210.523,2.071,17.37,1,PIPY RHFE PIPY PIPI RHFE PIPI PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,405.408,5.491,0_20160627_013331_408,27/06/2016,01:33:31,1,26/06/2016,13:33:31,13,PIPY,17,9,0.121598,PIPI;BABA;MYBE,18,50.076,38.01,2.44,53.715,48.964,50.831,237.79,50.736,0.952,189.1,1.806,7.91,1,PIPI PIPY RHFE PIPI PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,427.525,14.973,0_20160627_013353_525,27/06/2016,01:33:53,1,26/06/2016,13:33:53,13,PIPY,38,32,0.395009,BABA;PIPI;MYBR,47,52.216,4.4,2.439,57.049,50.701,52.948,277.793,52.766,0.926,258.017,1.925,17.15,1,PIPY PIPI PIPY RHFE PIPY RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,443.127,10.272,0_20160627_013409_127,27/06/2016,01:34:09,1,26/06/2016,13:34:09,13,PIPY,32,23,0.260488,PIPI;RHFE,33,52.779,24.31,2.389,57.11,51.78,53.558,280.759,53.745,0.693,188.772,1.967,11.73,1,PIPY PIPI RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,496.819,15.48,0_20160627_013502_819,27/06/2016,01:35:02,1,26/06/2016,13:35:02,13,PIPY,28,27,0.581366,BABA,31,52.241,28.01,2.443,56.954,51.304,53.243,340.717,53.222,0.814,187.204,1.944,12.12,1,PIPY RHFE PIPY PIPY PIPY PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,615.801,6.897,0_20160627_013701_801,27/06/2016,01:37:01,1,26/06/2016,13:37:01,13,PIPY,16,13,0.282472,PIPI;MYBR,17,50.307,31.4,2.661,54.537,49.275,51.355,321.575,51.325,1.054,138.639,2.322,6.29,1,PIPI PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,675.749,3.949,0_20160627_013801_749,27/06/2016,01:38:01,1,26/06/2016,13:38:01,13,PIPI,18,3,0.083166,PIPY;RHFE;BABA,18,73.209,9.2,3.819,75.287,70.459,73.481,203.663,73.528,1.082,71.915,2.812,5.34,1,PIPY RHFE RHFE PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,691.305,6.393,0_20160627_013817_305,27/06/2016,01:38:17,1,26/06/2016,13:38:17,13,PIPY,8,6,0.36841,BABA;PIPI,8,51.775,8.23,2.519,56.784,50.756,52.74,395.248,52.304,1.315,190.539,2.224,2.36,1,PIPI PIPY PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,895.097,4.101,0_20160627_014141_097,27/06/2016,01:41:41,1,26/06/2016,13:41:41,13,RHFE,6,4,0.124775,PIPY,7,74.385,32.01,2.774,77.886,73.3,75.344,296.711,75.476,0.612,152.136,2.434,2.37,1,RHFE PIPY PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1018.265,5.433,0_20160627_014344_265,27/06/2016,01:43:44,1,26/06/2016,13:43:44,13,PIPI,11,5,0.041584,RHFE;PIPY,13,63.046,-0.92,3.74,65.895,61.206,63.369,300.967,63.402,0.991,191.398,3.165,6.92,1,PIPI PIPY RHFE PIPY PIPI PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1299.499,2.1,0_20160627_014825_499,27/06/2016,01:48:25,1,26/06/2016,13:48:25,13,RHFE,4,4,0.706602,,4,81.437,7.96,6.855,84.984,78.714,81.615,48.745,82.27,1.536,287.237,6.697,2.48,1,RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1313.956,10.843,0_20160627_014839_956,27/06/2016,01:48:39,1,26/06/2016,13:48:39,13,PIPY,25,15,0.132984,BABA;PIPI;RHFE;MYBE,27,55.43,25.92,2.853,58.881,54.413,56.275,338.497,56.469,0.951,45.678,2.378,9.81,1,PIPY PIPI PIPY PIPI RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1328.011,4.588,0_20160627_014854_011,27/06/2016,01:48:54,1,26/06/2016,13:48:54,13,PIPY,13,11,0.343464,RHFE,13,58.085,17.65,2.555,61.419,57.511,58.709,375.22,58.992,0.364,64.639,2.145,2.44,1,PIPY PIPY RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1560.745,5.453,0_20160627_015246_745,27/06/2016,01:52:46,1,26/06/2016,13:52:46,13,PIPY,5,2,0.163651,BABA;PIPI,5,50.31,0.18,2.314,52.614,49.903,50.936,1135.597,50.841,0.687,172.044,1.858,1.8,1,RHFE PIPI PIPY PIPY PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1605.232,12.267,0_20160627_015331_232,27/06/2016,01:53:31,1,26/06/2016,13:53:31,13,PIPY,22,11,0.132783,PIPI;MYBR;RHFE,22,50.91,17.61,2.385,53.867,50.052,51.513,487.408,51.486,0.71,155.006,1.909,8.42,1,PIPI PIPY PIPI RHFE PIPY PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1954.548,11.351,0_20160627_015920_548,27/06/2016,01:59:20,1,26/06/2016,13:59:20,13,PIPY,44,29,0.154865,BABA;PIPI;RHFE;MYBE,50,60.234,14.4,2.849,63.87,58.79,60.772,222.068,60.795,0.868,231.017,2.427,14.74,1,PIPY PIPI  RHFE PIPY PIPI RHFE RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,1985.736,2.063,0_20160627_015951_736,27/06/2016,01:59:51,1,26/06/2016,13:59:51,13,RHFE,3,2,0.133841,PIPI,4,73.861,-6.41,3.24,75.522,71.708,73.79,469.886,73.202,1.783,46.855,2.388,1.64,1,PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_012646.wac,0,2026.845,7.753,0_20160627_020032_845,27/06/2016,02:00:32,2,26/06/2016,14:00:32,14,PIPY,19,9,0.055713,BABA;PIPI;RHFE;PINA,25,58.795,1.33,2.869,61.117,57.034,58.884,256.549,58.634,1.038,114.914,2.365,11.42,1,PIPY PIPI PIPY RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,33.001,5.397,0_20160627_024354_001,27/06/2016,02:43:54,2,26/06/2016,14:43:54,14,PIPI,9,6,0.104284,RHFE;PIPY,10,54.509,34.76,3.612,56.332,53.904,55.103,558.023,55.376,0.976,197.404,2.763,1.93,1,PIPI PIPY PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,151.921,2.077,0_20160627_024552_921,27/06/2016,02:45:52,2,26/06/2016,14:45:52,14,RHFE,8,7,0.299631,PIPY,8,79.286,4.05,2.909,81.06,75.493,79.084,196.805,79.641,0.289,-42.684,2.496,2.83,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,278.995,4.804,0_20160627_024759_995,27/06/2016,02:47:59,2,26/06/2016,14:47:59,14,PIPI,2,2,0.284199,,2,43.27,-27.6,3.519,44.697,42.162,43.235,1655.167,43.138,1.753,-41.019,2.777,1.01,1,PIPI PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,475.251,3.948,0_20160627_025116_251,27/06/2016,02:51:16,2,26/06/2016,14:51:16,14,RHFE,13,9,0.134929,PIPI,13,70.308,8.38,3.721,72.522,68.55,70.596,285.314,70.642,1.022,151.689,3.325,6.96,1,PIPI RHFE RHFE PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,523.239,2.46,0_20160627_025204_239,27/06/2016,02:52:04,2,26/06/2016,14:52:04,14,RHFE,12,8,0.114576,PIPI,12,68.675,2.19,3.844,70.969,66.17,68.895,119.543,68.777,1.076,106.583,3.286,3.25,1,PIPI RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,643.585,2.013,0_20160627_025404_585,27/06/2016,02:54:04,2,26/06/2016,14:54:04,14,RHFE,5,4,0.303676,MYBE,6,81.35,81.05,3.76,83.665,75.368,81.49,30.475,82.5,1.017,-440.395,3.011,2.09,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,652.931,2.268,0_20160627_025413_931,27/06/2016,02:54:13,2,26/06/2016,14:54:13,14,RHFE,9,8,0.361013,PIPI,9,78.997,-11.28,3.629,80.892,77.162,78.611,191.988,78.256,0.213,-20.352,3,3.48,1,PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,669.793,4.905,0_20160627_025430_793,27/06/2016,02:54:30,2,26/06/2016,14:54:30,14,RHFE,13,10,0.19337,PIPI,15,75.137,2.25,4.376,77.751,73.287,75.371,196.68,75.538,0.866,251.237,3.271,7.91,1,PIPI RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_024321.wac,0,797.049,5.349,0_20160627_025638_049,27/06/2016,02:56:38,2,26/06/2016,14:56:38,14,BABA,10,2,0.053329,PIPY;RHFE;PINA,11,59.261,29.33,3.356,64.331,55.474,59.969,313.847,60.103,1.187,-119.472,2.808,4.67,1,PIPY PIPY RHFE BABA
Buckfastleigh,26/06/2016,2,B2,,20160627_031639.wac,0,189.52,2.079,0_20160627_031948_520,27/06/2016,03:19:48,3,26/06/2016,15:19:48,15,RHFE,3,3,0.73321,,3,82.766,-1.97,5.125,83.641,80.577,82.498,48.726,82.483,0.395,26.725,5.125,2.3,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_031639.wac,0,238.863,2.436,0_20160627_032037_863,27/06/2016,03:20:37,3,26/06/2016,15:20:37,15,NoID,3,0,0,PIPI;RHFE,3,56.296,4.31,2.804,57.836,53.024,56.255,1206.187,56.681,0.986,245.016,2.328,2.35,1,PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_031639.wac,0,657.16,2.639,0_20160627_032736_160,27/06/2016,03:27:36,3,26/06/2016,15:27:36,15,PIPY,5,3,0.071429,RHFE,6,61.705,-16.51,2.741,66.601,60.243,62.771,351.972,61.64,1.347,267.277,2.511,1.76,1,PIPY PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_031639.wac,0,2615.884,11.015,0_20160627_040014_884,27/06/2016,04:00:14,4,26/06/2016,16:00:14,16,PIPY,17,14,0.384875,PIPI;RHFE,18,54.786,36.6,2.442,59.697,54.081,55.988,635.899,56.23,0.688,193.865,2.031,5.67,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_031639.wac,0,2630.961,21.837,0_20160627_040029_961,27/06/2016,04:00:29,4,26/06/2016,16:00:29,16,PIPY,30,24,0.28388,RHFE,31,59.013,12.35,2.727,63.172,58.315,59.903,645.719,59.993,0.923,169.402,2.39,13.62,1,PIPY RHFE RHFE PIPI NYNO RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,0,19.999,0_20160627_041123_000,27/06/2016,04:11:23,4,26/06/2016,16:11:23,16,PIPY,33,20,0.121974,RHFE;BABA;PIPI,34,63.83,11.36,2.901,67.866,62.524,64.547,535.707,64.492,0.904,147.799,2.601,13.32,1,PIPI PIPY RHFE RHFE RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,22.66,10.439,0_20160627_041145_660,27/06/2016,04:11:45,4,26/06/2016,16:11:45,16,PIPY,15,10,0.184137,BABA;PIPI;RHFE,17,55.867,16.89,2.37,60.245,54.248,56.501,514.496,56.718,0.96,294.462,1.941,7.52,1,PIPY RHFE PIPI
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,118.551,2.148,0_20160627_041321_551,27/06/2016,04:13:21,4,26/06/2016,16:13:21,16,RHFE,6,6,0.705857,,7,81.535,28.59,3.426,84.418,80.83,82.36,56.975,82.979,1.021,20.268,3.177,2.55,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,121.391,3.308,0_20160627_041324_391,27/06/2016,04:13:24,4,26/06/2016,16:13:24,16,RHFE,9,6,0.11584,BABA;PIPY,11,70.223,3.24,4.244,74.417,67.678,70.704,98.541,71.399,1.217,-115.259,3.116,6.4,1,PIPY RHFE RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,156.423,2.076,0_20160627_041359_423,27/06/2016,04:13:59,4,26/06/2016,16:13:59,16,RHFE,17,17,0.529675,,18,82.436,-15.65,4.253,84.98,78.756,82.152,117.375,82.128,0.945,-331.422,3.112,6.3,1,RHFE RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,158.679,3.92,0_20160627_041401_679,27/06/2016,04:14:01,4,26/06/2016,16:14:01,16,RHFE,21,21,0.676998,,21,81.706,17.35,4.096,84.709,78.502,81.771,99.459,82.341,0.866,-36.811,3.289,7.35,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,180.489,8.109,0_20160627_041423_489,27/06/2016,04:14:23,4,26/06/2016,16:14:23,16,RHFE,47,38,0.277485,PIPI;MYDAU;PINA,53,73.205,-4.29,3.29,76.719,70.601,73.569,150.287,73.143,0.96,184.762,2.838,21.13,1,RHFE PIPI RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,191.405,3.593,0_20160627_041434_405,27/06/2016,04:14:34,4,26/06/2016,16:14:34,16,RHFE,27,24,0.377056,PIPY,29,78.921,8.85,3.365,81.547,76.404,78.86,99.112,79.276,0.815,138.457,2.555,10.96,1,RHFE RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,248.083,2.116,0_20160627_041531_083,27/06/2016,04:15:31,4,26/06/2016,16:15:31,16,RHFE,24,22,0.439836,PINA,26,79.154,6.11,4.454,81.211,77.143,79.421,84.251,79.521,0.761,-59.184,4.032,12.63,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,250.503,2.096,0_20160627_041533_503,27/06/2016,04:15:33,4,26/06/2016,16:15:33,16,RHFE,17,17,0.692555,,17,81.755,12.35,3.26,83.684,80.884,82.048,119.992,82.518,0.536,68.726,3.22,4.41,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,265.215,3.684,0_20160627_041548_215,27/06/2016,04:15:48,4,26/06/2016,16:15:48,16,RHFE,34,33,0.612983,PINA,35,80.532,10.15,4.338,82.647,77.757,80.672,56.633,81.067,1.157,54.637,3.695,12.92,1,RHFE PIPY 
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,285.271,2.428,0_20160627_041608_271,27/06/2016,04:16:08,4,26/06/2016,16:16:08,16,RHFE,28,27,0.536028,PINA,31,79.612,3.51,4.675,81.676,76.351,79.38,76.821,79.827,1.142,-28.627,3.791,12.05,1,RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,292.753,2.145,0_20160627_041615_753,27/06/2016,04:16:15,4,26/06/2016,16:16:15,16,RHFE,19,19,0.59428,,21,82.254,36.26,5.98,84.54,79.179,82.748,105.982,83.232,0.799,15.22,3.899,13.2,1,RHFE RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,295.279,2.72,0_20160627_041618_279,27/06/2016,04:16:18,4,26/06/2016,16:16:18,16,RHFE,35,33,0.511108,PIPY,37,80.34,11.01,4.444,82.715,77.611,80.498,69.125,80.482,0.696,-57.951,3.423,14.9,1,RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,305.543,2.056,0_20160627_041628_543,27/06/2016,04:16:28,4,26/06/2016,16:16:28,16,RHFE,13,13,0.618615,,13,82.129,13.6,3.736,84.67,80.429,82.454,139.83,82.705,1.261,113.963,3.061,5.37,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,350.959,2.64,0_20160627_041713_959,27/06/2016,04:17:13,4,26/06/2016,16:17:13,16,RHFE,36,34,0.515344,PINA,37,80.023,6.79,3.56,82.145,78.112,80.174,69.054,80.306,0.614,-81.562,3.174,15,1,RHFE 
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,356.632,3.467,0_20160627_041719_632,27/06/2016,04:17:19,4,26/06/2016,16:17:19,16,RHFE,37,36,0.544622,PINA,39,81.218,0.84,4.056,83.282,78.198,81.131,87.534,81.399,0.851,56.638,3.438,14.08,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,362.837,2.061,0_20160627_041725_837,27/06/2016,04:17:25,4,26/06/2016,16:17:25,16,RHFE,33,30,0.39531,PIPI;PINA;MYBE,33,80.004,10.4,3.73,82.617,76.571,79.856,63.73,80.372,0.846,-46.512,2.917,12.31,1,RHFE RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,365.145,2.753,0_20160627_041728_145,27/06/2016,04:17:28,4,26/06/2016,16:17:28,16,RHFE,47,44,0.454758,PIPI;PINA,51,79.415,16.07,4.1,81.999,76.751,79.624,50.103,79.849,1.112,-37.97,3.334,16.57,1,RHFE RHFE 
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,380.707,2.492,0_20160627_041743_707,27/06/2016,04:17:43,4,26/06/2016,16:17:43,16,RHFE,26,24,0.431863,RHHI;MYBR,26,81.104,-5.23,3.289,82.792,77.908,80.886,75.974,81.209,0.829,-72.82,3.001,11.64,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,398.823,3.476,0_20160627_041801_823,27/06/2016,04:18:01,4,26/06/2016,16:18:01,16,RHFE,52,48,0.464112,PINA;MYBE,57,79.906,0.09,3.543,81.878,77.176,79.929,53.829,80.175,0.74,26.707,2.812,19.27,1,RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,402.872,2.027,0_20160627_041805_872,27/06/2016,04:18:05,4,26/06/2016,16:18:05,16,RHFE,49,47,0.516091,PINA;PIPI,51,80.906,-12.64,4.416,83.132,77.39,80.503,39.467,80.653,1.042,210.702,3.428,17.74,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,407.489,3.609,0_20160627_041810_489,27/06/2016,04:18:10,4,26/06/2016,16:18:10,16,RHFE,48,44,0.504925,MYBE,49,81.553,34.35,4.554,84.299,78.345,81.784,70.414,82.225,1.164,-0.377,3.611,15.44,1,RHFE PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,412.359,2.04,0_20160627_041815_359,27/06/2016,04:18:15,4,26/06/2016,16:18:15,16,RHFE,14,13,0.494785,MYBE,15,82.622,13.73,6.915,85.569,78.761,82.308,145.237,82.784,0.723,39.118,5.324,9.92,1,RHFE PIPI 
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,414.495,3.304,0_20160627_041817_495,27/06/2016,04:18:17,4,26/06/2016,16:18:17,16,RHFE,39,35,0.394262,PIPY;PINA,41,78.525,12.34,3.851,81.077,76.213,78.788,78.301,79.04,0.616,175.265,3.003,12.61,1,RHFE PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,427.371,2.028,0_20160627_041830_371,27/06/2016,04:18:30,4,26/06/2016,16:18:30,16,RHFE,17,13,0.223792,PINA,17,71.889,-4.13,3.415,73.483,69.965,72.03,125.228,72.184,0.497,145.237,3.002,7.5,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,444.989,2.009,0_20160627_041847_989,27/06/2016,04:18:47,4,26/06/2016,16:18:47,16,RHFE,7,6,0.259653,PINA,8,77.142,8.71,2.756,79.29,74.346,77.242,197.835,78.028,0.253,301.54,2.444,3.42,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,459.636,3.463,0_20160627_041902_636,27/06/2016,04:19:02,4,26/06/2016,16:19:02,16,RHFE,46,39,0.335737,PIPY;PIPI;MYBE,48,78.141,0.61,4.281,80.661,75.172,78.119,73.586,78.301,1.003,75.802,3.396,14.49,1,RHFE PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,471.028,2.071,0_20160627_041914_028,27/06/2016,04:19:14,4,26/06/2016,16:19:14,16,RHFE,19,18,0.535069,PIPY,19,80.508,5.82,4.139,82.606,78.639,80.578,95.536,80.894,0.807,161.195,3.276,9.05,1,RHFE RHFE RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,474.243,2.456,0_20160627_041917_243,27/06/2016,04:19:17,4,26/06/2016,16:19:17,16,RHFE,18,18,0.540012,,20,82.631,-11.51,4.491,85.042,79.386,82.556,81.044,82.441,0.899,-15.214,3.527,7.33,1,RHFE RHFE RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,484.496,2.103,0_20160627_041927_496,27/06/2016,04:19:27,4,26/06/2016,16:19:27,16,RHFE,20,20,0.671964,,22,81.746,-24.76,5.934,83.552,78.609,81.487,59.652,81.421,1.225,70.194,5.182,11.15,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,498.316,3.883,0_20160627_041941_316,27/06/2016,04:19:41,4,26/06/2016,16:19:41,16,RHFE,2,2,0.715056,,2,82.908,-3.22,2.852,83.351,81.633,82.729,21.321,82.483,0.073,-68.584,2.852,0.93,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,509.673,3.925,0_20160627_041952_673,27/06/2016,04:19:52,4,26/06/2016,16:19:52,16,RHFE,36,33,0.429827,PIPY,39,80.143,5.61,4.505,82.955,77.021,80.115,73.076,80.328,1.432,101.253,3.466,12.73,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,529.056,2.343,0_20160627_042012_056,27/06/2016,04:20:12,4,26/06/2016,16:20:12,16,RHFE,13,13,0.653544,,13,81.793,10.71,5.693,85.169,79.892,82.222,94.191,82.434,1.498,91.939,4.681,4.53,1,RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,545.081,2.117,0_20160627_042028_081,27/06/2016,04:20:28,4,26/06/2016,16:20:28,16,RHFE,21,18,0.353704,PIPY;MYBE,22,78.633,26.72,3.915,81.536,76.36,79.123,95.662,79.483,1.126,-9.86,3.003,6.19,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,552.164,2.035,0_20160627_042035_164,27/06/2016,04:20:35,4,26/06/2016,16:20:35,16,RHFE,3,2,0.118225,PIPY,3,71.668,30.67,4.303,77.492,66.488,72.403,933.698,73.262,2.784,97.478,4.221,0.95,1,PIPY RHFE
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,554.221,4.577,0_20160627_042037_221,27/06/2016,04:20:37,4,26/06/2016,16:20:37,16,RHFE,19,13,0.195095,BABA;MYBE;RHHI;PIPY,21,76.46,60.63,4.207,80.213,73.02,77.089,126.072,77.4,1.531,202.442,3.081,8.01,1,RHFE RHFE RHFE PIPY
Buckfastleigh,26/06/2016,2,B2,,20160627_041123.wac,0,558.979,2.12,0_20160627_042041_979,27/06/2016,04:20:41,4,26/06/2016,16:20:41,16,RHFE,5,5,0.547266,,5,81.823,-3.56,4.235,83.946,78.824,81.887,22.39,81.844,1.447,424.594,3.287,1.63,1,PIPY PIPY RHFE
